"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.28701929162313,-1.12946491724678,-2.09574732798234,-1.69725714556805,-1.61374306091976,-1.42002260347271,-1.58113883008419,-0.540061724867322,-0.354245954216038,-0.333848930444794
-1.25712808887153,0.150595322299571,0.449088713139071,-0.652791209833867,-0.322748612183951,-1.42002260347271,0,-2.16024689946929,-0.354245954216038,-0.333848930444794
-0.057989463294535,1.43065556184593,0.449088713139071,0.39167472590032,-0.322748612183951,0.93035963675798,0,1.08012344973464,-0.354245954216038,-0.333848930444794
0.936535598945926,0.150595322299571,-2.09574732798234,1.43614066163451,-0.322748612183951,-0.636561856729144,0,-0.540061724867322,-0.354245954216038,-0.333848930444794
0.535491260100137,0.150595322299571,0.449088713139071,-0.652791209833867,-0.322748612183951,-1.42002260347271,0,-0.540061724867322,-0.354245954216038,-0.333848930444794
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.40100511813343,-1.12946491724678,0.449088713139071,1.43614066163451,2.25924028528766,0.93035963675798,1.58113883008419,1.08012344973464,-0.354245954216038,-0.333848930444794
-0.593109069084096,-1.12946491724678,0.449088713139071,NA,NA,NA,NA,NA,2.65684465662029,1.55796167540904
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.701130943365777,-1.12946491724678,0.449088713139071,-0.652791209833867,-0.322748612183951,-0.636561856729144,-1.58113883008419,-0.540061724867322,-0.354245954216038,-0.333848930444794
-0.119847869385573,-1.12946491724678,0.449088713139071,0.39167472590032,-0.322748612183951,0.93035963675798,0,1.08012344973464,-0.354245954216038,-0.333848930444794
1.79384782052242,1.43065556184593,0.449088713139071,-0.652791209833867,-0.322748612183951,0.93035963675798,1.58113883008419,1.08012344973464,-0.354245954216038,-0.333848930444794
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.36227673529434,-1.12946491724678,-2.09574732798234,-0.652791209833867,-0.322748612183951,-0.636561856729144,0,-0.540061724867322,2.65684465662029,3.44977228126287
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.693785094804713,0.150595322299571,0.449088713139071,-0.652791209833867,-0.322748612183951,0.93035963675798,0,-0.540061724867322,-0.354245954216038,-0.333848930444794
-0.420569148406579,0.150595322299571,0.449088713139071,0.39167472590032,-0.322748612183951,0.93035963675798,-1.58113883008419,1.08012344973464,-0.354245954216038,-0.333848930444794
-0.314614903845528,1.43065556184593,0.449088713139071,-0.652791209833867,-0.322748612183951,-0.636561856729144,0,-0.540061724867322,-0.354245954216038,-0.333848930444794
-0.457735126746471,0.150595322299571,0.449088713139071,1.43614066163451,0.968245836551854,0.93035963675798,0,1.08012344973464,-0.354245954216038,-0.333848930444794
-0.406896636976773,0.150595322299571,0.449088713139071,-0.652791209833867,-0.322748612183951,-0.636561856729144,0,-0.540061724867322,-0.354245954216038,-0.333848930444794
1.60296068726558,1.43065556184593,0.449088713139071,1.43614066163451,2.25924028528766,0.93035963675798,1.58113883008419,NA,-0.354245954216038,-0.333848930444794
