"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23c_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.289806257972033,0.402199833269922,0.288675134594813,-1.71269767715535,-0.870388279778489,-1.51080657947479,-1.04880884817015,1.13284303119776,0.161834718742538,1.35400640077266,0.866025403784439,0.67700320038633,0.647905804468655
-0.289068707389792,0.402199833269922,0.288675134594813,0.856348838577675,1.04446593573419,-1.51080657947479,0,-0.809173593712687,0.161834718742538,0,0.866025403784439,0.67700320038633,0.647905804468655
-0.289683937514345,-1.20659949980977,0.288675134594813,-1.71269767715535,-0.870388279778489,-1.51080657947479,-2.0976176963403,1.13284303119776,-1.78018190616791,1.35400640077266,-1.44337567297406,-1.35400640077266,-0.462789860334753
-0.288967000137053,-1.20659949980977,0.288675134594813,0.856348838577675,0.0870388279778488,-0.785619421326893,0,0.161834718742537,0.161834718742538,1.35400640077266,0.866025403784439,-1.35400640077266,-2.68418118994157
-0.289045250331599,0.402199833269922,0.288675134594813,-0.428174419288838,-0.870388279778489,0.66475489496891,0,1.13284303119776,0.161834718742538,0,-1.44337567297406,0.67700320038633,-0.462789860334753
-0.288615731548369,0.402199833269922,0.288675134594813,-0.428174419288838,2.00189304349053,0.66475489496891,-1.04880884817015,0.161834718742537,0.161834718742538,0,-0.288675134594813,0.67700320038633,0.647905804468655
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.288191820983377,0.402199833269922,0.288675134594813,0.856348838577675,1.04446593573419,0.66475489496891,0,0.161834718742537,0.161834718742538,0,-0.288675134594813,0.67700320038633,-0.462789860334753
-0.28783694218753,-1.20659949980977,0.288675134594813,-0.428174419288838,0.0870388279778488,0.66475489496891,1.04880884817015,-0.809173593712687,-1.78018190616791,-1.35400640077266,-0.288675134594813,-1.35400640077266,0.647905804468655
-0.289412591343194,-1.20659949980977,-3.17542648054294,-0.428174419288838,-0.870388279778489,0.66475489496891,0,1.13284303119776,0.161834718742538,-1.35400640077266,-1.44337567297406,-1.35400640077266,-0.462789860334753
-0.287528694955143,2.01099916634961,0.288675134594813,0.856348838577675,0.0870388279778488,0.66475489496891,1.04880884817015,-0.809173593712687,0.161834718742538,0,0.866025403784439,0.67700320038633,0.647905804468655
-0.287268470757087,0.402199833269922,0.288675134594813,0.856348838577675,-0.870388279778489,0.66475489496891,1.04880884817015,-0.809173593712687,0.161834718742538,0,0.866025403784439,0.67700320038633,0.647905804468655
3.17542540511952,0.402199833269922,0.288675134594813,0.856348838577675,NA,0.66475489496891,1.04880884817015,-1.78018190616791,2.10385134365299,-1.35400640077266,0.866025403784439,0.67700320038633,0.647905804468655
