"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
-0.292435204143223,-1.47196014438797,-0.267261241912424,-0.718243006142779,0.865359998074374,1.2747548783982,1.51448037083707,1.50808723956978,1.61200507268876,1.292837411057
0.0417450992220724,0,-0.267261241912424,0.287297202457112,-1.55764799653387,0,0.267261241912425,-0.116006710736137,0.424211861233885,1.292837411057
-0.492813797905875,0,-0.267261241912424,-0.718243006142779,-0.34614399922975,0,0.267261241912425,-0.116006710736137,0.424211861233885,-0.718243006142779
0.865507728568878,1.47196014438797,1.60356745147455,1.292837411057,-0.34614399922975,0,0.267261241912425,-0.116006710736137,-0.763581350220993,1.292837411057
0.906904443588168,1.47196014438797,-0.267261241912424,-0.718243006142779,-1.55764799653387,0,-0.979957887012223,-0.116006710736137,1.61200507268876,-0.718243006142779
-0.778948871536894,0,1.60356745147455,-0.718243006142779,-0.34614399922975,0,0.267261241912425,-0.116006710736137,0.424211861233885,-0.718243006142779
0.444292214810951,1.47196014438797,-0.267261241912424,1.292837411057,0.865359998074374,-1.2747548783982,-0.979957887012223,-1.74010066104206,-0.763581350220993,-0.718243006142779
-1.35190262631914,0,-0.267261241912424,-0.718243006142779,0.865359998074374,1.2747548783982,1.51448037083707,1.50808723956978,0.424211861233885,-0.718243006142779
-0.249085408177754,0,-0.267261241912424,0.287297202457112,0.865359998074374,0,0.267261241912425,-0.116006710736137,-0.763581350220993,-0.718243006142779
-1.73379256875612,0,1.60356745147455,-0.718243006142779,0.865359998074374,0,0.267261241912425,-0.116006710736137,0.424211861233885,-0.718243006142779
2.20427679008764,0,-2.13808993529939,2.29837761965689,0.865359998074374,-2.54950975679639,-2.22717701593687,-0.116006710736137,-1.95137456167587,1.292837411057
0.706718525345933,0,-0.267261241912424,-0.718243006142779,-0.34614399922975,0,0.267261241912425,-0.116006710736137,0.424211861233885,-0.718243006142779
-0.0930836479078857,-1.47196014438797,-0.267261241912424,0.287297202457112,-1.55764799653387,0,-0.979957887012223,-1.74010066104206,-0.763581350220993,1.292837411057
-0.177382676876752,-1.47196014438797,-0.267261241912424,-0.718243006142779,0.865359998074374,1.2747548783982,0.267261241912425,1.50808723956978,-0.763581350220993,-0.718243006142779
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
