"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num"
-0.418037172926647,0,0.333848930444794,-0.653041617853183,0.333848930444794
-1.10215413943625,-1.5,-0.723339349297054,-0.653041617853183,0.333848930444794
NA,NA,NA,NA,NA
-1.23375349077371,0,1.39103721018664,1.53656851259573,-2.83771590878075
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.83170805364202,1.5,0.333848930444794,-0.653041617853183,0.333848930444794
0.941301591203585,0,0.333848930444794,-0.653041617853183,0.333848930444794
0.0149262443821297,0,-0.723339349297054,1.53656851259573,0.333848930444794
-0.757408356006169,0,1.39103721018664,1.53656851259573,-2.83771590878075
-0.169844791359516,0,1.39103721018664,-0.653041617853183,0.333848930444794
-0.905339167176088,0,0.333848930444794,1.53656851259573,0.333848930444794
-1.06973161046056,-1.5,-0.723339349297054,1.53656851259573,0.333848930444794
-0.577135922424021,-1.5,0.333848930444794,-0.653041617853183,0.333848930444794
-1.24660546480927,0,0.333848930444794,-0.653041617853183,0.333848930444794
NA,NA,NA,NA,NA
-0.0966099787569016,NA,NA,NA,NA
0.0644730167986971,1.5,1.39103721018664,-0.653041617853183,0.333848930444794
1.70163325388691,1.5,-1.7805276290389,-0.653041617853183,0.333848930444794
0.480734390321707,0,-1.7805276290389,-0.653041617853183,0.333848930444794
0.902317615465885,0,-0.723339349297054,-0.653041617853183,0.333848930444794
1.73436304316224,1.5,-0.723339349297054,0.806698469112756,0.333848930444794
0.414369459772324,0,0.333848930444794,-0.653041617853183,0.333848930444794
-0.509206574506353,-1.5,-0.723339349297054,-0.653041617853183,0.333848930444794
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
