"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23h_num"
-0.327080525129339,0.1600142241188,0,0.333848930444794,0.691108948681298,1.1507090310462
-1.61043594527063,0.1600142241188,-1.5,0.333848930444794,-0.502624689950035,-0.0605636332129574
NA,NA,NA,NA,NA,NA
-0.624207624582267,-1.3601209050098,0,-2.83771590878075,-0.502624689950035,-0.0605636332129574
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.6446404312061,0.1600142241188,1.5,0.333848930444794,NA,-0.0605636332129574
0.0617828515019697,-1.3601209050098,0,0.333848930444794,-0.502624689950035,-1.27183629747211
0.263203459422426,0.1600142241188,0,0.333848930444794,-0.502624689950035,-0.0605636332129574
-1.24215739536734,-1.3601209050098,0,-2.83771590878075,0.691108948681298,-0.0605636332129574
0.0913754455307534,0.1600142241188,0,0.333848930444794,-0.502624689950035,1.1507090310462
-0.775075290275412,NA,0,0.333848930444794,-0.502624689950035,-2.48310896173126
-0.129050479539359,1.6801493532474,-1.5,0.333848930444794,-1.69635832858137,-1.27183629747211
-1.03275351100935,-1.3601209050098,-1.5,0.333848930444794,-0.502624689950035,-1.27183629747211
-1.16030476586926,1.6801493532474,0,0.333848930444794,1.88484258731263,1.1507090310462
NA,NA,NA,NA,NA,NA
1.13299916360459,0.1600142241188,NA,NA,-0.502624689950035,-0.0605636332129574
1.4661061962253,0.1600142241188,1.5,0.333848930444794,-0.502624689950035,1.1507090310462
2.04123479001233,0.1600142241188,1.5,0.333848930444794,-0.502624689950035,1.1507090310462
-0.265727043444089,0.1600142241188,0,0.333848930444794,1.88484258731263,-0.0605636332129574
1.10907208163866,1.6801493532474,0,0.333848930444794,-0.502624689950035,1.1507090310462
1.09388568830836,0.1600142241188,1.5,0.333848930444794,-0.502624689950035,-0.0605636332129574
0.116347945918859,0.1600142241188,0,0.333848930444794,0.691108948681298,-0.0605636332129574
-0.853855472882305,-1.3601209050098,-1.5,0.333848930444794,1.88484258731263,-0.0605636332129574
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
