"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21d_num"
0.780432446885446,0.73729610537109,-0.919961037688224
-0.738775118939936,0.73729610537109,1.17085950251228
-1.1746734584584,0.73729610537109,NA
-1.64700601091795,NA,0.473919322445449
-0.392574411944737,-0.710964101607837,1.17085950251228
0.0868230690079336,-0.710964101607837,-0.919961037688224
0.671139102958431,-2.15922430858676,-0.919961037688224
-0.673786198103432,0.73729610537109,-0.919961037688224
-0.283355095966384,0.73729610537109,1.17085950251228
NA,NA,NA
-0.381245775848077,0.73729610537109,-0.919961037688224
-0.54727483519422,0.73729610537109,0.473919322445449
3.0590968575979,-2.15922430858676,-0.919961037688224
-1.28488086951997,0.73729610537109,1.17085950251228
-0.10833000545291,0.73729610537109,-0.223020857621387
-0.328823513323495,-0.710964101607837,1.17085950251228
2.22232738434694,-0.710964101607837,NA
-0.601461596105868,0.73729610537109,1.17085950251228
0.239495196848594,-0.710964101607837,1.17085950251228
1.20659195018795,0.73729610537109,NA
-0.0223534366242692,0.73729610537109,-0.919961037688224
-1.08841688346824,0.73729610537109,1.17085950251228
0.487205899817326,0.73729610537109,-0.919961037688224
NA,NA,NA
0.465953295529069,-0.710964101607837,-0.919961037688224
-0.314160286623252,0.73729610537109,NA
NA,NA,NA
1.32811410675515,-0.710964101607837,1.17085950251228
1.46684964520708,-0.710964101607837,1.17085950251228
1.44596264707132,-0.710964101607837,-0.919961037688224
0.417189620091433,0.73729610537109,-0.919961037688224
NA,NA,NA
NA,NA,NA
-0.462670536692438,0.73729610537109,-0.919961037688224
1.19119744907874,-0.710964101607837,1.17085950251228
0.115344240752114,0.73729610537109,-0.919961037688224
-0.402714750415812,0.73729610537109,1.17085950251228
NA,NA,NA
-0.421772434306773,-0.710964101607837,1.17085950251228
-1.19742444556324,0.73729610537109,1.17085950251228
-2.04716205867992,0.73729610537109,0.473919322445449
-1.27056592196075,0.73729610537109,-0.919961037688224
-0.413331799066357,0.73729610537109,-0.919961037688224
0.421233479592404,-0.710964101607837,-0.919961037688224
-0.799185609884448,0.73729610537109,1.17085950251228
-1.13012722315639,0.73729610537109,1.17085950251228
-1.02214710936899,NA,1.17085950251228
NA,NA,NA
-0.535653482320691,-0.710964101607837,-0.919961037688224
-0.943809351246226,-2.15922430858676,-0.919961037688224
0.12743534815893,-2.15922430858676,-0.919961037688224
-0.0513524571209561,-0.710964101607837,NA
1.56409119354901,0.73729610537109,NA
1.81541881183157,0.73729610537109,-0.919961037688224
0.427782365382995,0.73729610537109,1.17085950251228
0.625185881202631,-0.710964101607837,-0.919961037688224
NA,NA,NA
-0.298858361852519,-0.710964101607837,-0.919961037688224
-0.1943343347623,-2.15922430858676,-0.919961037688224
-0.425550198938588,-2.15922430858676,0.473919322445449
-0.00186330364616823,0.73729610537109,1.17085950251228
0.75680094949862,0.73729610537109,-0.919961037688224
-0.731836323637867,0.73729610537109,-0.919961037688224
-0.304736151994419,0.73729610537109,NA
NA,NA,NA
1.32054240975441,0.73729610537109,-0.919961037688224
