"ID_SAEB","ID_REGIAO","ID_UF","ID_MUNICIPIO","ID_AREA","ID_ESCOLA","IN_PUBLICA","ID_LOCALIZACAO","ID_TURMA","ID_SERIE","ID_ALUNO","IN_SITUACAO_CENSO","IN_PREENCHIMENTO_LP","IN_PREENCHIMENTO_MT","IN_PREENCHIMENTO_CH","IN_PREENCHIMENTO_CN","IN_PRESENCA_LP","IN_PRESENCA_MT","IN_PRESENCA_CH","IN_PRESENCA_CN","ID_CADERNO_LP","ID_BLOCO_1_LP","ID_BLOCO_2_LP","ID_CADERNO_MT","ID_BLOCO_1_MT","ID_BLOCO_2_MT","ID_CADERNO_CH","ID_BLOCO_1_CH","ID_BLOCO_2_CH","NU_BLOCO_1_ABERTA_CH","NU_BLOCO_2_ABERTA_CH","ID_CADERNO_CN","ID_BLOCO_1_CN","ID_BLOCO_2_CN","ID_BLOCO_3_CN","NU_BLOCO_1_ABERTA_CN","NU_BLOCO_2_ABERTA_CN","TX_RESP_BLOCO1_LP","TX_RESP_BLOCO2_LP","TX_RESP_BLOCO1_MT","TX_RESP_BLOCO2_MT","TX_RESP_BLOCO1_CH","TX_RESP_BLOCO2_CH","CO_CONCEITO_Q1_CH","CO_CONCEITO_Q2_CH","TX_RESP_BLOCO1_CN","TX_RESP_BLOCO2_CN","TX_RESP_BLOCO3_CN","CO_CONCEITO_Q1_CN","CO_CONCEITO_Q2_CN","IN_PROFICIENCIA_LP","IN_PROFICIENCIA_MT","IN_PROFICIENCIA_CH","IN_PROFICIENCIA_CN","IN_AMOSTRA","ESTRATO","ESTRATO_CIENCIAS","PESO_ALUNO_LP","PROFICIENCIA_LP","ERRO_PADRAO_LP","PROFICIENCIA_LP_SAEB","ERRO_PADRAO_LP_SAEB","PESO_ALUNO_MT","PROFICIENCIA_MT","ERRO_PADRAO_MT","PROFICIENCIA_MT_SAEB","ERRO_PADRAO_MT_SAEB","PESO_ALUNO_CH","PROFICIENCIA_CH","ERRO_PADRAO_CH","PROFICIENCIA_CH_SAEB","ERRO_PADRAO_CH_SAEB","PESO_ALUNO_CN","PROFICIENCIA_CN","ERRO_PADRAO_CN","PROFICIENCIA_CN_SAEB","ERRO_PADRAO_CN_SAEB","IN_PREENCHIMENTO_QUESTIONARIO","IN_INSE","INSE_ALUNO","NU_TIPO_NIVEL_INSE","PESO_ALUNO_INSE","TX_RESP_Q01","TX_RESP_Q02","TX_RESP_Q03","TX_RESP_Q04","TX_RESP_Q05a","TX_RESP_Q05b","TX_RESP_Q05c","TX_RESP_Q06","TX_RESP_Q07a","TX_RESP_Q07b","TX_RESP_Q07c","TX_RESP_Q07d","TX_RESP_Q07e","TX_RESP_Q08","TX_RESP_Q09","TX_RESP_Q10a","TX_RESP_Q10b","TX_RESP_Q10c","TX_RESP_Q10d","TX_RESP_Q10e","TX_RESP_Q10f","TX_RESP_Q11a","TX_RESP_Q11b","TX_RESP_Q11c","TX_RESP_Q12a","TX_RESP_Q12b","TX_RESP_Q12c","TX_RESP_Q12d","TX_RESP_Q12e","TX_RESP_Q12f","TX_RESP_Q12g","TX_RESP_Q13a","TX_RESP_Q13b","TX_RESP_Q13c","TX_RESP_Q13d","TX_RESP_Q13e","TX_RESP_Q13f","TX_RESP_Q13g","TX_RESP_Q13h","TX_RESP_Q13i","TX_RESP_Q14","TX_RESP_Q15a","TX_RESP_Q15b","TX_RESP_Q16","TX_RESP_Q17","TX_RESP_Q18","TX_RESP_Q19","TX_RESP_Q20","TX_RESP_Q21a","TX_RESP_Q21b","TX_RESP_Q21c","TX_RESP_Q21d","TX_RESP_Q21e","TX_RESP_Q22a","TX_RESP_Q22b","TX_RESP_Q22c","TX_RESP_Q22d","TX_RESP_Q22e","TX_RESP_Q22f","TX_RESP_Q22g","TX_RESP_Q22h","TX_RESP_Q23a","TX_RESP_Q23b","TX_RESP_Q23c","TX_RESP_Q23d","TX_RESP_Q23e","TX_RESP_Q23f","TX_RESP_Q23g","TX_RESP_Q23h","TX_RESP_Q23i","TX_RESP_Q24"
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160244,1,1,1,NA,NA,1,1,NA,NA,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCDCABCDCBDAC","BCDCABDCDABCD","ACACCCC......","AACBA.DCCADAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,-0.151382,0.314403,241.644847,17.321519,1,-0.033691,0.468584,248.081313,26.190251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.12,7,1.0333333333,1,2,1,NA,1,1,1,2,2,2,1,1,2,5,4,2,1,3,3,2,3,2,1,2,1,2,3,3,1,2,3,2,2,2,2,2,2,1,2,2,2,1,1,NA,3,3,2,1,2,3,1,1,4,2,4,3,4,4,3,1,4,2,4,3,4,2,4,3,4,4,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160245,1,1,1,NA,NA,1,1,NA,NA,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBA.AC.......","BBBABB.B.....","DAA.BADAABDAA","DBABDBCAABBAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,-1.278963,0.527116,179.522617,29.040593,1,-2.134929,0.575508,130.638229,32.166482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.64,6,1.0333333333,1,2,1,1,1,1,2,2,2,2,1,1,1,NA,NA,2,3,3,2,2,3,2,2,2,2,NA,3,2,1,2,3,1,2,2,2,2,2,1,2,2,1,1,1,NA,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,NA,1,1,2,3,3,1,1,1,4
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160246,1,1,1,NA,NA,1,1,NA,NA,6,6,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACCBDCDABDCDD","AACACBDCACCAB","DABADCBACDACC","CDDCCCCDBCCCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,-0.981211,0.520944,195.926776,28.700557,1,0.021709,0.357729,251.177748,19.994307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.53,7,1.0333333333,2,2,1,3,1,1,1,2,2,2,NA,NA,NA,5,3,2,3,3,3,3,3,2,2,2,2,2,3,3,1,3,3,2,2,2,2,2,2,1,2,2,1,1,1,NA,2,1,2,1,4,4,4,1,4,2,1,3,3,3,3,2,2,2,2,2,2,4,3,2,2,2,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160247,1,1,1,NA,NA,1,1,NA,NA,7,7,1,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CBBAACDABACAD","BABACABBDDACB","CDCCBBCDBABAA","ABBDADDABACBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,1.379806,0.405383,326.003143,22.333913,1,0.840872,0.351867,296.962675,19.666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.36,5,1.0333333333,3,1,1,1,1,1,1,3,2,2,1,1,2,NA,NA,2,2,3,3,3,3,2,2,2,1,2,2,2,1,2,3,2,2,1,2,2,1,1,2,2,1,1,1,1,3,1,1,1,2,3,3,1,4,1,2,3,2,3,3,1,2,2,3,2,2,3,2,2,2,2,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160248,1,1,1,NA,NA,1,1,NA,NA,21,7,3,21,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBABCDAAACAD","DDDCACBCDBDAC","ADACBBCDBBCAC","AACBADCCCADAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,0.332705,0.353635,268.314827,19.482941,1,0.532304,0.36983,279.716091,20.67066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.76,7,1.0333333333,1,1,1,3,1,1,1,2,2,1,1,1,2,5,4,3,3,3,3,3,3,2,2,2,1,3,NA,3,1,3,3,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,4,1,4,1,2,3,3,3,2,1,2,2,3,3,3,4,2,2,2,3,NA
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160249,1,1,1,NA,NA,1,1,NA,NA,6,6,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DCDCDBDDACDBB","CADACCDAB.ADD","DABDDACDCADCC","BDBBBDBCBBDBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,0.448023,0.33385,274.668084,18.392919,1,0.66564,0.421708,287.16855,23.570242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.52,6,1.0333333333,1,3,NA,1,1,NA,NA,5,NA,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,1,NA,3,2,2,2,3,2,1,2,2,2,NA,1,2,2,1,1,1,1,3,1,2,1,2,2,2,4,4,3,4,3,NA,4,4,2,4,1,2,2,2,2,2,3,2,3,4
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160250,1,1,1,NA,NA,1,1,NA,NA,18,4,7,18,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBDCADABDADDB","ABACCABCBACDA","ADBCADCCBAADD","ADDCBDCDBACBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,-0.619962,0.495821,215.829199,27.316446,1,0.833746,0.351997,296.564386,19.673932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.66,6,1.0333333333,2,1,1,1,1,1,1,4,2,2,1,1,2,4,3,2,3,3,3,3,2,2,2,2,1,3,3,2,2,1,3,2,2,2,2,2,1,1,2,2,1,1,1,4,4,3,1,1,3,3,4,4,4,2,2,3,3,4,3,1,3,2,2,1,1,1,2,2,2,1,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160251,1,0,0,NA,NA,0,0,NA,NA,13,6,1,13,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".............",".............",".............",".............",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,632447931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160256,1,1,1,NA,NA,1,1,NA,NA,19,5,1,19,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACCBCADDADBCA","CABACABBBDACB","ACCDCBCDDABBA","ADBDCBDABACCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,1.069942,0.367098,308.931693,20.224663,1,0.234406,0.456508,263.065878,25.515295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.46,7,1.0333333333,2,2,1,3,1,1,1,3,2,2,2,1,2,5,3,1,2,3,3,2,3,2,2,2,1,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,NA,1,1,1,1,2,1,4,1,3,2,3,3,3,4,4,2,4,2,3,2,4,4,3,3,2,3,4
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160257,1,1,1,NA,NA,1,1,NA,NA,12,5,7,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABBBCCDDADBCA","CBADDCDABADAD","ABCCCCBDCACBB","CDABCBBDBDBBB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,1.1599,0.36126,313.887782,19.903028,1,0.114359,0.417021,256.356172,23.308274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.1,5,1.0333333333,1,1,1,1,1,1,1,3,2,2,1,1,2,4,4,2,3,3,3,3,3,2,2,2,1,2,2,1,1,2,3,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,3,1,4,3,3,3,4,4,4,2,3,2,3,4,2,4,3,3,3,3,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160258,1,1,1,NA,NA,1,1,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BABACDBBDDACB","BCDCDCCACBDCC","BBBDCADABDDBA","ACBACCADABDAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,1.781374,0.505201,348.126874,27.833222,1,1.178293,0.362185,315.82192,20.243363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4.57,4,1.0333333333,2,1,1,3,1,1,1,3,2,2,1,1,2,4,1,1,3,3,3,3,3,2,2,2,1,1,2,1,1,1,3,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,4,2,2,1,3,3,3,1,2,2,3,2,2,2,3,2,1,1,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160259,1,1,1,NA,NA,1,1,NA,NA,15,1,4,15,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DADACABDDBBCB","DBDCABCBABBDB","BBBDAADBBADAA","CBCABDCCBBCCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,0.280241,0.311676,265.424409,17.171279,1,0.620002,0.429317,284.617736,23.995527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.78,7,1.0333333333,1,1,1,3,1,1,1,3,2,1,1,1,2,5,4,2,3,3,3,3,2,2,2,2,2,4,3,3,2,2,3,2,2,1,2,2,2,1,2,2,1,NA,2,3,1,1,1,1,3,3,3,2,4,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3
2023,3,31,6324479,1,61466123,1,1,1533844,9,52160260,1,1,1,NA,NA,1,1,NA,NA,4,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCBDCCABBDABA","CBDDBCADACADB","DBDBADCBBCABA","ACCCACBADAADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,632447931,NA,1,-1.443491,0.555515,170.458217,30.605189,1,0.154405,0.447212,258.594436,24.99572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,1.0333333333,1,3,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,2,2,1,1,2,NA,1,2,3,2,2,2,1,2,1,1,2,2,1,2,NA,4,3,1,2,1,3,3,2,1,4,1,2,3,4,4,4,3,2,2,2,2,3,3,2,2,2,2,3
