"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num"
-1.13673180246681,-0.466514270135814,-1.76751900192329,1.29526794872103,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
-1.29291370985411,-1.65871740492734,-1.76751900192329,1.29526794872103,-1.13640243234777,-1.30295284515603,-0.888234788195688,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
1.21918650471306,-0.466514270135814,0.942676801025752,1.29526794872103,1.63049044641202,1.61566152799348,1.48039131365948,1.42678459681701
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-2.05350762864717,-1.65871740492734,-1.76751900192329,-0.0479728869896675,0.247044007032124,-1.30295284515603,0.296078262731896,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.02197346227832,0.725688864655712,-1.76751900192329,1.29526794872103,0.247044007032124,0.156354341418724,0.296078262731896,1.42678459681701
0.303196103095419,-0.466514270135814,-0.864120400940273,-0.0479728869896675,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
-1.11487922564006,-1.65871740492734,0.942676801025752,-0.0479728869896675,0.247044007032124,0.156354341418724,-2.07254783912327,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
-0.467605917790856,NA,NA,-1.39121372270036,-2.51984887172767,0.156354341418724,-0.888234788195688,1.42678459681701
-0.674041579142733,NA,NA,-0.0479728869896675,-1.13640243234777,0.156354341418724,0.296078262731896,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
0.024390485737055,0.725688864655712,0.0392782000427399,-0.0479728869896675,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
0.681783568406315,NA,NA,-1.39121372270036,1.63049044641202,-1.30295284515603,-0.888234788195688,1.42678459681701
1.06733813412425,0.725688864655712,0.942676801025752,1.29526794872103,0.247044007032124,1.61566152799348,1.48039131365948,1.42678459681701
1.58225387410939,0.725688864655712,0.942676801025752,-1.39121372270036,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
0.522519653357623,0.725688864655712,0.942676801025752,1.29526794872103,0.247044007032124,1.61566152799348,1.48039131365948,1.42678459681701
2.08334273301392,-0.466514270135814,0.942676801025752,-1.39121372270036,1.63049044641202,1.61566152799348,1.48039131365948,1.42678459681701
-0.642923962205972,0.725688864655712,0.0392782000427399,-0.0479728869896675,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.229515868176214,-0.466514270135814,0.0392782000427399,-1.39121372270036,-1.13640243234777,0.156354341418724,-0.888234788195688,-0.675845335334375
-0.401144491517832,0.725688864655712,0.0392782000427399,-0.0479728869896675,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
-0.0373432978535071,0.725688864655712,0.942676801025752,1.29526794872103,-1.13640243234777,-1.30295284515603,-0.888234788195688,-0.675845335334375
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.00267485547236536,0.725688864655712,0.942676801025752,-0.0479728869896675,0.247044007032124,0.156354341418724,-0.888234788195688,1.42678459681701
1.33674556682625,NA,NA,-1.39121372270036,-1.13640243234777,-1.30295284515603,-2.07254783912327,-0.675845335334375
0.120781858874302,NA,NA,-1.39121372270036,0.247044007032124,0.156354341418724,1.48039131365948,1.42678459681701
NA,NA,NA,NA,NA,NA,NA,NA
1.55219213930312,1.91789199944724,0.0392782000427399,-0.0479728869896675,1.63049044641202,0.156354341418724,0.296078262731896,-0.675845335334375
-0.844300426782738,-1.65871740492734,-0.864120400940273,1.29526794872103,0.247044007032124,0.156354341418724,0.296078262731896,-0.675845335334375
0.684097787360974,0.725688864655712,0.0392782000427399,-0.0479728869896675,-1.13640243234777,0.156354341418724,0.296078262731896,-0.675845335334375
-0.447790343994998,0.725688864655712,0.0392782000427399,-0.0479728869896675,0.247044007032124,-2.76226003173079,0.296078262731896,-0.675845335334375
-0.476603238207248,-0.466514270135814,0.0392782000427399,-0.0479728869896675,-1.13640243234777,0.156354341418724,-0.888234788195688,-0.675845335334375
-0.333878598890717,-0.466514270135814,0.942676801025752,-0.0479728869896675,0.247044007032124,0.156354341418724,-0.888234788195688,-0.675845335334375
