"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num"
NA,NA,NA,NA
0.189083105361519,0.122572584461365,0.504656075637413,0.56624412673969
1.30504826958007,-1.47087101353638,-3.24421762909766,0.56624412673969
0.0366962629432563,-1.47087101353638,0.504656075637413,-0.522686886221252
-1.3287606851386,0.122572584461365,0.504656075637413,-1.61161789918219
-0.800190285808669,0.122572584461365,0.504656075637413,-1.61161789918219
-1.16945405294207,0.122572584461365,0.504656075637413,-0.522686886221252
-1.40926140265314,1.71601618245911,0.504656075637413,0.56624412673969
0.288007021571553,0.122572584461365,0.504656075637413,0.56624412673969
-0.427796145723253,0.122572584461365,0.504656075637413,-1.61161789918219
-1.87856123779338,NA,NA,-0.522686886221252
0.0889829005739991,0.122572584461365,0.504656075637413,0.56624412673969
-0.260517655932317,1.71601618245911,0.504656075637413,-0.522686886221252
NA,NA,NA,NA
NA,NA,NA,NA
0.638651102452969,0.122572584461365,0.504656075637413,-0.522686886221252
0.225795784767058,1.71601618245911,-1.36978077673012,NA
1.26852116446838,-1.47087101353638,0.504656075637413,0.56624412673969
-0.81813042004185,0.122572584461365,0.504656075637413,-1.61161789918219
0.259051987307553,1.71601618245911,0.504656075637413,1.65517513970063
1.34919791022376,-1.47087101353638,0.504656075637413,1.65517513970063
0.592977218379027,0.122572584461365,0.504656075637413,1.65517513970063
NA,NA,NA,NA
NA,NA,NA,NA
1.40145998690994,0.122572584461365,0.504656075637413,0.56624412673969
-0.312191588329756,0.122572584461365,0.504656075637413,0.56624412673969
0.462239432552785,-1.47087101353638,-1.36978077673012,0.56624412673969
-0.880400349202931,0.122572584461365,0.504656075637413,-0.522686886221252
-0.0625579076376292,0.122572584461365,-1.36978077673012,-0.522686886221252
-1.39746870682528,0.122572584461365,0.504656075637413,-0.522686886221252
0.557485823396727,-1.47087101353638,-1.36978077673012,0.56624412673969
2.08209246754029,0.122572584461365,-1.36978077673012,NA
NA,NA,NA,NA
NA,NA,NA,NA
