"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num"
-0.144004160459445,-0.90686013420829,-1.86844513362858,-1.73444975369021,1.69090502061853,1.74963553055941,0.250106360353674,0.131122013621437
-0.144669707508962,-0.90686013420829,-1.86844513362858,-1.73444975369021,1.69090502061853,1.74963553055941,0.250106360353674,0.131122013621437
-0.143816316082159,-0.90686013420829,-0.0192623209652432,-0.848773283720741,0.454272990613934,0.524890659167824,1.63958614009631,1.44234214983581
-0.140241886985613,NA,NA,NA,0.454272990613934,-0.699854212223765,-1.13937341938896,0.131122013621437
-0.14414561640999,0.73246395455285,-0.943853727296912,-0.848773283720741,1.69090502061853,1.74963553055941,1.63958614009631,1.44234214983581
-0.142572358218944,-0.0871980898277201,0.905329085366425,-1.73444975369021,-0.782359039390663,-0.699854212223765,-1.13937341938896,0.131122013621437
-0.142236946680547,-0.90686013420829,-1.86844513362858,0.0369031862487278,0.454272990613934,-0.699854212223765,-2.52885319913159,1.44234214983581
-0.141432763890874,1.55212599893342,0.905329085366425,-0.848773283720741,1.69090502061853,1.74963553055941,1.63958614009631,1.44234214983581
6.92963420402985,-0.0871980898277201,-1.86844513362858,-1.73444975369021,1.69090502061853,1.74963553055941,1.63958614009631,1.44234214983581
-0.144392915441973,NA,NA,NA,1.69090502061853,1.74963553055941,0.250106360353674,0.131122013621437
-0.141566787458305,0.73246395455285,-1.86844513362858,-0.848773283720741,0.454272990613934,0.524890659167824,0.250106360353674,0.131122013621437
-0.144759954713937,-0.0871980898277201,-0.0192623209652432,0.0369031862487278,0.454272990613934,0.524890659167824,0.250106360353674,1.44234214983581
-0.143806080853853,NA,0.905329085366425,-1.73444975369021,1.69090502061853,1.74963553055941,1.63958614009631,1.44234214983581
-0.142802347575204,-0.90686013420829,-1.86844513362858,-1.73444975369021,0.454272990613934,0.524890659167824,0.250106360353674,-1.18009812259293
-0.141803161379323,-0.90686013420829,-0.0192623209652432,0.0369031862487278,-0.782359039390663,-0.699854212223765,-1.13937341938896,1.44234214983581
-0.140326786615549,1.55212599893342,0.905329085366425,-0.848773283720741,0.454272990613934,0.524890659167824,0.250106360353674,0.131122013621437
-0.142833515426375,-0.0871980898277201,-0.0192623209652432,0.922579656218197,-0.782359039390663,0.524890659167824,0.250106360353674,0.131122013621437
NA,NA,NA,NA,NA,NA,NA,NA
-0.142491022943377,-0.90686013420829,-0.0192623209652432,-0.848773283720741,-0.782359039390663,-0.699854212223765,-1.13937341938896,0.131122013621437
NA,NA,NA,NA,NA,NA,NA,NA
