"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num"
-0.14633809669468,NA,NA,1.03315553274742
-0.143267344912143,-1.06194793935192,1.00299442619335,-0.986193917622541
-0.147554175905864,-1.06194793935192,0.0668662950795565,1.03315553274742
-0.147070027167733,0.540289302477292,-1.80538996714802,1.03315553274742
-0.144198713554729,1.3414079233919,1.00299442619335,-0.986193917622541
NA,NA,NA,NA
-0.148122762160335,-0.260829318437314,1.00299442619335,1.03315553274742
-0.14535625861495,-1.06194793935192,1.00299442619335,1.03315553274742
-0.145645894770684,-1.06194793935192,-0.869261836034232,-0.986193917622541
NA,NA,NA,NA
NA,NA,NA,NA
-0.146062498325361,1.3414079233919,1.00299442619335,-0.986193917622541
-0.145568088704585,1.3414079233919,1.00299442619335,1.03315553274742
-0.148170274203813,-1.06194793935192,-0.869261836034232,-0.986193917622541
-0.146582765006937,0.540289302477292,-0.869261836034232,-0.986193917622541
-0.146636606742938,-0.260829318437314,-0.869261836034232,1.03315553274742
-0.146003377836469,NA,NA,NA
-0.146053821569594,NA,NA,NA
-0.145724515181187,-0.260829318437314,1.00299442619335,1.03315553274742
-0.145280448157867,1.3414079233919,1.00299442619335,-0.986193917622541
NA,NA,NA,NA
-0.144534695924189,1.3414079233919,-1.80538996714802,-0.986193917622541
-0.147440051305391,-0.260829318437314,1.00299442619335,0.360039049290769
-0.147530098428292,-0.260829318437314,-0.869261836034232,-0.313077434165886
-0.146613029871367,-1.06194793935192,0.0668662950795565,1.03315553274742
-0.147023147735642,-1.06194793935192,-1.80538996714802,1.03315553274742
NA,NA,NA,NA
-0.144036876319849,0.540289302477292,0.0668662950795565,-0.986193917622541
NA,NA,NA,NA
-0.1440925713592,1.3414079233919,1.00299442619335,-0.986193917622541
-0.14634559047431,-1.06194793935192,1.00299442619335,1.03315553274742
-0.144337786550916,0.540289302477292,1.00299442619335,-0.986193917622541
NA,NA,NA,NA
-0.143589250098955,-1.06194793935192,0.0668662950795565,-0.986193917622541
-0.147459028371155,-0.260829318437314,-0.869261836034232,1.03315553274742
-0.144598152208115,-0.260829318437314,1.00299442619335,1.03315553274742
NA,NA,NA,NA
-0.146198833376724,-1.06194793935192,1.00299442619335,1.03315553274742
-0.143156733204666,-1.06194793935192,1.00299442619335,1.03315553274742
NA,NA,NA,NA
NA,NA,NA,NA
-0.146217788161522,-1.06194793935192,-1.80538996714802,-0.986193917622541
6.70978362407394,0.540289302477292,0.0668662950795565,1.03315553274742
-0.147771634459973,NA,NA,NA
-0.144861231817645,1.3414079233919,0.0668662950795565,-0.986193917622541
-0.144502106308599,0.540289302477292,1.00299442619335,-0.986193917622541
-0.146714928849897,-1.06194793935192,-1.80538996714802,-0.986193917622541
-0.145703653973474,1.3414079233919,NA,-0.986193917622541
-0.147675273110527,-1.06194793935192,-0.869261836034232,1.03315553274742
-0.145958907207059,-0.260829318437314,0.0668662950795565,1.03315553274742
-0.145570586631128,-1.06194793935192,-0.869261836034232,-0.986193917622541
-0.146093275807598,-0.260829318437314,-0.869261836034232,NA
-0.144840722064161,1.3414079233919,-0.869261836034232,1.03315553274742
-0.145279632070817,1.3414079233919,0.0668662950795565,-0.986193917622541
-0.147995091821815,1.3414079233919,0.0668662950795565,-0.986193917622541
-0.143845828583224,1.3414079233919,1.00299442619335,-0.986193917622541
-0.146161448467859,-1.06194793935192,0.0668662950795565,1.03315553274742
