"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num"
0.670776909695152,0.443467624336418,1.00163666230625,0.614541123069268,0.306476579428413
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.435952457160517,0.443467624336418,-1.83156418250286,-1.47489869536624,-2.0091242429196
1.35573719541293,-2.71007992650033,1.00163666230625,-0.430178786148487,0.306476579428413
0.131096745909331,0.443467624336418,1.00163666230625,-0.430178786148487,0.306476579428413
-0.751433872085153,0.443467624336418,-0.887163900899821,1.65926103228702,0.306476579428413
-0.225182195776125,0.443467624336418,-0.887163900899821,1.65926103228702,0.306476579428413
-0.788673842897562,NA,0.0572363807032142,1.65926103228702,0.306476579428413
1.61927306330213,0.443467624336418,1.00163666230625,-0.430178786148487,-0.851323831745592
-1.39030615966414,0.443467624336418,0.0572363807032142,-0.430178786148487,0.306476579428413
-0.61327983844926,0.443467624336418,-0.887163900899821,0.614541123069268,1.46427699060242
-0.339209426049531,0.443467624336418,NA,0.614541123069268,-0.851323831745592
-1.56254713876643,0.443467624336418,-1.83156418250286,0.614541123069268,1.46427699060242
0.669195499186625,0.443467624336418,1.00163666230625,-0.430178786148487,0.306476579428413
-0.466953591327258,NA,-1.83156418250286,1.65926103228702,1.46427699060242
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.181163205164048,0.443467624336418,1.00163666230625,-0.430178786148487,0.306476579428413
-1.77354226327795,0.443467624336418,-0.887163900899821,-0.430178786148487,1.46427699060242
2.43005023788626,0.443467624336418,0.0572363807032142,-1.47489869536624,-0.851323831745592
0.18097571247048,-1.13330615108196,-0.887163900899821,-0.430178786148487,-2.0091242429196
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.146990200303071,-1.13330615108196,1.00163666230625,0.614541123069268,1.46427699060242
1.1917882081136,-1.13330615108196,1.00163666230625,-0.430178786148487,0.306476579428413
1.16019192133529,0.443467624336418,1.00163666230625,-1.47489869536624,-0.851323831745592
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.953282269472043,0.443467624336418,1.00163666230625,0.614541123069268,-0.851323831745592
0.0489199869584661,0.443467624336418,-0.887163900899821,0.614541123069268,0.306476579428413
1.3905965120484,0.443467624336418,0.0572363807032142,-0.430178786148487,-0.851323831745592
-1.15368103359255,0.443467624336418,-0.887163900899821,-0.430178786148487,0.306476579428413
-1.25592474943275,0.443467624336418,0.0572363807032142,0.614541123069268,1.46427699060242
-0.759793056069131,0.443467624336418,-0.887163900899821,0.614541123069268,1.46427699060242
-0.472583828179018,0.443467624336418,-0.887163900899821,1.65926103228702,-0.851323831745592
0.589984795083906,0.443467624336418,1.00163666230625,-1.47489869536624,-0.851323831745592
-0.149797881941931,0.443467624336418,1.00163666230625,-1.47489869536624,0.306476579428413
-0.313262923734384,-2.71007992650033,-0.887163900899821,-1.47489869536624,-0.851323831745592
0.36430362009542,0.443467624336418,0.0572363807032142,-0.430178786148487,-0.851323831745592
-1.13943253037706,0.443467624336418,1.00163666230625,0.614541123069268,-0.851323831745592
0.86955711667173,-2.71007992650033,1.00163666230625,-0.430178786148487,-0.851323831745592
