"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.251195126663214,1.93437335888013,-1.34271538882394,1.29903810567666,-0.25
-0.249708286594081,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
-0.249770145137687,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
-0.249521469204421,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
-0.24889362004702,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
-0.25095378289512,1.93437335888013,0.805629233294362,-0.433012701892219,-0.25
-0.250182041768516,0.261401805254071,-1.34271538882394,-0.433012701892219,-0.25
-0.249594251288469,-0.575083971558957,1.87980154435351,-0.433012701892219,-0.25
NA,NA,NA,NA,NA
-0.249959185957053,1.93437335888013,-0.268543077764787,-0.433012701892219,-0.25
-0.249754729855829,-0.575083971558957,1.87980154435351,-0.433012701892219,-0.25
3.74999933294046,-0.575083971558957,0.805629233294362,-0.433012701892219,-0.25
-0.250025233534464,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.249437559179925,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
-0.250255652216399,-0.575083971558957,-1.34271538882394,1.29903810567666,-0.25
-0.249881386475367,-0.575083971558957,-0.268543077764787,-0.433012701892219,-0.25
NA,NA,NA,NA,NA
-0.250866862122898,0.261401805254071,0.805629233294362,3.03108891324554,3.75
