"PROFICIENCIA_LP_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num"
-0.102223887902112,1.26710518724988,0.399957042366842,0.348991220226056,0.521749194749951,1.08972473588517,1.1496691395505
0.323219414934111,-0.223606797749979,0.399957042366842,-1.04697366067817,-0.968962790249909,0,-0.287417284887625
0.0485967269305367,-0.223606797749979,1.54269144912925,0.348991220226056,-0.968962790249909,1.08972473588517,-0.287417284887625
1.01025088751717,-1.71431878274984,0.399957042366842,0.348991220226056,0.521749194749951,1.08972473588517,1.1496691395505
NA,NA,NA,NA,NA,NA,NA
1.44203185276273,-0.223606797749979,0.399957042366842,0.348991220226056,0.521749194749951,0,-0.287417284887625
1.30167492017953,-1.71431878274984,-0.742777364395563,-1.04697366067817,-0.968962790249909,-1.08972473588517,1.1496691395505
-0.595306475455755,1.26710518724988,0.399957042366842,0.348991220226056,0.521749194749951,1.08972473588517,-1.72450370932575
-1.88570210035308,1.26710518724988,0.399957042366842,0.348991220226056,0.521749194749951,1.08972473588517,1.1496691395505
NA,NA,NA,NA,NA,NA,NA
-0.168112181315985,-0.223606797749979,0.399957042366842,0.348991220226056,0.521749194749951,0,-0.287417284887625
-1.69959819638102,-1.71431878274984,-0.742777364395563,-1.04697366067817,-0.968962790249909,-1.08972473588517,-0.287417284887625
0.691146203705711,-0.223606797749979,-0.742777364395563,-1.04697366067817,-0.968962790249909,-1.08972473588517,-0.287417284887625
0.342308495532824,-0.223606797749979,-0.742777364395563,-1.04697366067817,-0.968962790249909,-1.08972473588517,-0.287417284887625
-0.712293359405748,-0.223606797749979,-0.742777364395563,-1.04697366067817,0.521749194749951,0,-1.72450370932575
-0.0302697817823132,1.26710518724988,0.399957042366842,0.348991220226056,0.521749194749951,0,1.1496691395505
0.114270931032272,-0.223606797749979,-1.88551177115797,-1.04697366067817,-0.968962790249909,-1.08972473588517,-1.72450370932575
0.163026837828177,-0.223606797749979,-0.742777364395563,1.74495610113028,-0.968962790249909,0,1.1496691395505
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.407699522860172,1.26710518724988,1.54269144912925,1.74495610113028,2.01246117974981,1.08972473588517,-0.287417284887625
-1.17376232198793,1.26710518724988,1.54269144912925,1.74495610113028,2.01246117974981,1.08972473588517,-0.287417284887625
-0.687008907932641,-0.223606797749979,0.399957042366842,0.348991220226056,0.521749194749951,0,-0.287417284887625
2.02545046495369,-0.223606797749979,-1.88551177115797,-1.04697366067817,-0.968962790249909,-2.17944947177034,1.1496691395505
NA,NA,NA,NA,NA,NA,NA
