"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23h_num"
-0.588813336408429,0.521749194749951,-0.260494036125864,-1.49872611441989,-0.758253567696759,1.37292411841319,-1.66107295041896,-0.668624575923897
-1.46370511734821,0.521749194749951,1.04197614450346,-0.142735820420942,1.39678288786245,1.37292411841319,-0.430648542701212,1.00293686388585
0.885406287013636,-2.45967477524977,-1.56296421675518,1.21325447357801,1.39678288786245,0.274584823682638,-0.430648542701212,-0.668624575923897
-0.128222384671036,0.521749194749951,-0.260494036125864,-0.142735820420942,-0.758253567696759,-0.823754471047914,0.799775865016536,1.00293686388585
-0.787371655218458,0.521749194749951,-0.260494036125864,-0.142735820420942,0.678437402676048,1.37292411841319,-0.430648542701212,-0.668624575923897
-0.266611251151573,0.521749194749951,1.04197614450346,-0.142735820420942,1.39678288786245,0.274584823682638,0.799775865016536,-0.668624575923897
-0.336950582093722,0.521749194749951,-1.56296421675518,1.21325447357801,-0.758253567696759,1.37292411841319,-0.430648542701212,-0.668624575923897
0.164904276373614,0.521749194749951,1.04197614450346,-0.142735820420942,-0.758253567696759,-1.92209376577847,-0.430648542701212,1.00293686388585
0.183515441140274,-0.968962790249909,-1.56296421675518,-1.49872611441989,-0.758253567696759,-0.823754471047914,-0.430648542701212,-2.34018601573364
1.19085627615961,0.521749194749951,-0.260494036125864,-0.142735820420942,-0.758253567696759,-0.823754471047914,-0.430648542701212,1.00293686388585
0.559950061702213,-2.45967477524977,-1.56296421675518,-1.49872611441989,0.678437402676048,-0.823754471047914,0.799775865016536,-0.668624575923897
0.22381063383294,0.521749194749951,1.04197614450346,1.21325447357801,1.39678288786245,-0.823754471047914,-0.430648542701212,1.00293686388585
-0.999835388533759,0.521749194749951,1.04197614450346,-0.142735820420942,1.39678288786245,-0.823754471047914,-1.66107295041896,-0.668624575923897
-0.749609838064348,0.521749194749951,1.04197614450346,-1.49872611441989,-0.758253567696759,0.274584823682638,-0.430648542701212,1.00293686388585
-1.44683123116994,0.521749194749951,1.04197614450346,-0.142735820420942,NA,1.37292411841319,2.03020027273428,-0.668624575923897
0.629860139906273,-0.968962790249909,-0.260494036125864,1.21325447357801,-0.758253567696759,0.274584823682638,0.799775865016536,1.00293686388585
1.96967301353821,-0.968962790249909,-0.260494036125864,1.21325447357801,-0.758253567696759,0.274584823682638,2.03020027273428,1.00293686388585
1.1706513908395,0.521749194749951,1.04197614450346,-0.142735820420942,-0.758253567696759,-0.823754471047914,-0.430648542701212,-0.668624575923897
1.26203234461041,0.521749194749951,-0.260494036125864,1.21325447357801,-0.758253567696759,-0.823754471047914,0.799775865016536,1.00293686388585
-1.47270908045721,0.521749194749951,-0.260494036125864,NA,NA,0.274584823682638,-0.430648542701212,-0.668624575923897
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
