"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.875249938442764,1.14069489089906,-0.758253567696759,-0.668624575923897,-0.744041075682088
0.00228070825898889,-0.201299098393952,1.39678288786245,1.00293686388585,0.909383536944774
-0.435095586284202,-0.201299098393952,1.39678288786245,-0.668624575923897,0.909383536944774
-0.259499160950304,1.14069489089906,-0.758253567696759,1.00293686388585,0.909383536944774
0.141681598179143,-0.201299098393952,0.678437402676048,-0.668624575923897,-0.744041075682088
-1.06432222465745,-0.201299098393952,1.39678288786245,-0.668624575923897,-0.744041075682088
-0.400951125524723,-0.201299098393952,-0.758253567696759,-0.668624575923897,-0.744041075682088
0.126010313195418,1.14069489089906,-0.758253567696759,1.00293686388585,0.909383536944774
-0.11920843592557,-1.54329308768697,-0.758253567696759,-2.34018601573364,-2.39746568830895
1.85256274447743,1.14069489089906,-0.758253567696759,1.00293686388585,0.909383536944774
-0.789674311645193,-1.54329308768697,0.678437402676048,-0.668624575923897,-0.744041075682088
-1.22171825274046,-1.54329308768697,1.39678288786245,1.00293686388585,-0.744041075682088
-0.0634300842507603,1.14069489089906,1.39678288786245,-0.668624575923897,-0.744041075682088
0.682455215648671,-0.201299098393952,-0.758253567696759,1.00293686388585,0.909383536944774
-0.0997620089269399,1.14069489089906,NA,-0.668624575923897,0.909383536944774
-0.353325544475693,-1.54329308768697,-0.758253567696759,1.00293686388585,0.909383536944774
1.17284241783295,-0.201299098393952,-0.758253567696759,1.00293686388585,0.909383536944774
1.55511169343186,1.14069489089906,-0.758253567696759,-0.668624575923897,-0.744041075682088
1.90163428388037,-0.201299098393952,-0.758253567696759,1.00293686388585,0.909383536944774
-1.75234230108076,-0.201299098393952,NA,-0.668624575923897,-0.744041075682088
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
