"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
0.930679127894199,-0.869510429550315,-1.37852741642589,1.2152872405004,-0.893435036295209,-0.632455532033676,-0.540061724867322,0.717594961475923,1.79992877351955,-0.66321159825515,0.948683298050514,-0.393397896234721
0.318126893475289,0.521706257730189,0.091901827761726,NA,NA,-0.632455532033676,-2.16024689946929,-0.627895591291433,0.378932373372537,-0.66321159825515,0.948683298050514,-0.393397896234721
-0.513203496839093,0.521706257730189,1.56233107194934,1.2152872405004,1.56351131351662,0.948683298050514,-0.540061724867322,0.717594961475923,0.378932373372537,2.43177586026888,0.948683298050514,-0.393397896234721
-0.296354905559472,0.521706257730189,0.091901827761726,-0.75955452531275,NA,NA,NA,NA,NA,NA,NA,2.36038737740833
-1.08545535402207,0.521706257730189,0.091901827761726,NA,NA,0.948683298050514,1.08012344973464,2.06308551424328,0.378932373372537,0.884282131006867,-0.632455532033676,NA
0.58771325152922,-2.26072711683082,0.091901827761726,-0.75955452531275,0.744529196912675,-0.632455532033676,-0.540061724867322,-0.627895591291433,-1.04206402677448,-0.66321159825515,0.948683298050514,-0.393397896234721
-0.534162567615511,0.521706257730189,0.091901827761726,-0.75955452531275,-0.893435036295209,-0.632455532033676,1.08012344973464,0.717594961475923,0.378932373372537,-0.66321159825515,0.948683298050514,-0.393397896234721
-0.118344251631516,0.521706257730189,0.091901827761726,1.2152872405004,NA,0.948683298050514,-0.540061724867322,-0.627895591291433,0.378932373372537,NA,0.948683298050514,-0.393397896234721
-0.56169596734903,0.521706257730189,1.56233107194934,-0.75955452531275,-0.893435036295209,0.948683298050514,-0.540061724867322,0.717594961475923,0.378932373372537,0.884282131006867,-0.632455532033676,2.36038737740833
-0.0491223816592154,-0.869510429550315,-1.37852741642589,-0.75955452531275,-0.893435036295209,-0.632455532033676,1.08012344973464,-1.97338614405879,0.378932373372537,0.884282131006867,-0.632455532033676,-0.393397896234721
-1.0835057981353,0.521706257730189,1.56233107194934,-0.75955452531275,-0.893435036295209,0.948683298050514,1.08012344973464,0.717594961475923,0.378932373372537,-0.66321159825515,-0.632455532033676,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.673093403710307,0.521706257730189,0.091901827761726,NA,NA,-0.632455532033676,1.08012344973464,-0.627895591291433,-1.04206402677448,0.884282131006867,-0.632455532033676,NA
-0.774866244188928,0.521706257730189,-1.37852741642589,-0.75955452531275,-0.0744529196912674,0.948683298050514,1.08012344973464,-0.627895591291433,0.378932373372537,-0.66321159825515,-0.632455532033676,-0.393397896234721
-0.0710456788790244,0.521706257730189,0.091901827761726,1.2152872405004,0.744529196912675,0.948683298050514,-0.540061724867322,0.717594961475923,0.378932373372537,-0.66321159825515,-0.632455532033676,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.85878856980445,-2.26072711683082,-1.37852741642589,1.2152872405004,1.56351131351662,-2.21359436211787,-0.540061724867322,-0.627895591291433,-2.46306042692149,-0.66321159825515,0.948683298050514,-0.393397896234721
1.06554220688631,0.521706257730189,0.091901827761726,-0.75955452531275,-0.0744529196912674,-0.632455532033676,-0.540061724867322,-0.627895591291433,-1.04206402677448,-0.66321159825515,-2.21359436211787,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
