"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
1.39051599446761,-0.869510429550315,0.258198889747162,1.2152872405004,-0.893435036295209,1,-0.540061724867322,-0.66321159825515,0.948683298050514,-0.393397896234721
0.468575741560745,0.521706257730189,0.258198889747162,NA,NA,NA,-2.16024689946929,-0.66321159825515,0.948683298050514,-0.393397896234721
0.00660653419505129,0.521706257730189,0.258198889747162,1.2152872405004,1.56351131351662,1,-0.540061724867322,2.43177586026888,0.948683298050514,-0.393397896234721
-0.889654358730505,0.521706257730189,0.258198889747162,-0.75955452531275,NA,-2,NA,NA,NA,2.36038737740833
-0.79047074396552,0.521706257730189,0.258198889747162,NA,NA,NA,1.08012344973464,0.884282131006867,-0.632455532033676,NA
2.05446313202683,-2.26072711683082,-3.61478445646026,-0.75955452531275,0.744529196912675,-1,-0.540061724867322,-0.66321159825515,0.948683298050514,-0.393397896234721
-1.16239067098251,0.521706257730189,0.258198889747162,-0.75955452531275,-0.893435036295209,-1,1.08012344973464,-0.66321159825515,0.948683298050514,2.36038737740833
-0.266010298922796,0.521706257730189,NA,1.2152872405004,NA,1,-0.540061724867322,NA,0.948683298050514,-0.393397896234721
0.36038081465834,0.521706257730189,0.258198889747162,-0.75955452531275,-0.893435036295209,1,-0.540061724867322,0.884282131006867,-0.632455532033676,-0.393397896234721
-1.05203668053879,-0.869510429550315,0.258198889747162,-0.75955452531275,-0.893435036295209,-1,1.08012344973464,0.884282131006867,-0.632455532033676,-0.393397896234721
-0.348330670781074,0.521706257730189,0.258198889747162,-0.75955452531275,-0.893435036295209,0,1.08012344973464,-0.66321159825515,-0.632455532033676,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.10702970065607,0.521706257730189,0.258198889747162,NA,NA,NA,1.08012344973464,0.884282131006867,-0.632455532033676,NA
-0.5801806821896,0.521706257730189,0.258198889747162,-0.75955452531275,-0.0744529196912674,1,1.08012344973464,-0.66321159825515,-0.632455532033676,-0.393397896234721
-0.0259061346634059,0.521706257730189,0.258198889747162,1.2152872405004,0.744529196912675,0,-0.540061724867322,-0.66321159825515,-0.632455532033676,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.6715774513062,-2.26072711683082,0.258198889747162,1.2152872405004,1.56351131351662,0,-0.540061724867322,-0.66321159825515,0.948683298050514,-0.393397896234721
0.269890273215495,0.521706257730189,0.258198889747162,-0.75955452531275,-0.0744529196912674,0,-0.540061724867322,-0.66321159825515,-2.21359436211787,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
