"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
1.45574450906861,0.567021165710828,0.32394177193585,0.97182531580755,-0.428746462856272,-1.10194633003868,-1.34817257260807,-0.32394177193585,0.0692396868548563
1.02342858019601,1.84281878856019,0.32394177193585,-0.97182531580755,-0.428746462856272,0,1.16221773500696,-0.32394177193585,-1.17707467653256
-1.39594494866492,-0.708776457138535,0.32394177193585,0,-0.428746462856272,0,-0.511375803403063,-0.32394177193585,0.0692396868548563
0.939823105047185,-0.708776457138535,0.32394177193585,0,-0.428746462856272,0,-0.511375803403063,-2.26759240355095,-2.42338903991998
0.650283533119554,1.84281878856019,0.32394177193585,0,-0.428746462856272,1.10194633003868,-0.511375803403063,-0.32394177193585,0.0692396868548563
0.887670673003323,-0.708776457138535,0.32394177193585,0,-0.428746462856272,-1.10194633003868,-0.511375803403063,-0.32394177193585,0.0692396868548563
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.75094560842244,-0.708776457138535,-1.61970885967925,-0.97182531580755,1.02899151085505,1.10194633003868,1.16221773500696,-0.32394177193585,0.0692396868548563
0.376628004151813,-0.708776457138535,0.32394177193585,0.97182531580755,-0.428746462856272,1.10194633003868,-0.511375803403063,-0.32394177193585,-1.17707467653256
0.278151066149669,0.567021165710828,0.32394177193585,0.97182531580755,1.02899151085505,1.10194633003868,1.16221773500696,1.61970885967925,1.31555405024227
-0.312547038246022,-0.708776457138535,-3.56335949129435,0.97182531580755,-1.8864844365676,0,-1.34817257260807,-0.32394177193585,0.0692396868548563
0.992396936134927,-0.708776457138535,0.32394177193585,0.97182531580755,-1.8864844365676,-1.10194633003868,-1.34817257260807,-0.32394177193585,-1.17707467653256
-0.433224832598491,-0.708776457138535,0.32394177193585,0,1.02899151085505,-1.10194633003868,-0.511375803403063,-0.32394177193585,0.0692396868548563
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.803082608464049,0.567021165710828,0.32394177193585,0,1.02899151085505,0,1.16221773500696,1.61970885967925,1.31555405024227
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.96721810892855,-0.708776457138535,0.32394177193585,-1.9436506316151,1.02899151085505,1.10194633003868,1.16221773500696,1.61970885967925,1.31555405024227
0.519342984842081,0.567021165710828,0.32394177193585,-0.97182531580755,-0.428746462856272,-2.20389266007736,-0.511375803403063,-0.32394177193585,0.0692396868548563
-0.207552835006702,-0.708776457138535,0.32394177193585,0.97182531580755,1.02899151085505,1.10194633003868,1.16221773500696,-0.32394177193585,0.0692396868548563
-0.55990439752659,-0.708776457138535,0.32394177193585,-1.9436506316151,NA,0,-0.511375803403063,-0.32394177193585,0.0692396868548563
0.306950986144596,1.84281878856019,0.32394177193585,0.97182531580755,1.02899151085505,0,1.16221773500696,1.61970885967925,1.31555405024227
NA,NA,NA,NA,NA,NA,NA,NA,NA
