"PROFICIENCIA_LP_SAEB","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
0.512600064853372,-0.469026728900815,0.134370962471643,0
NA,NA,NA,NA
0.679699591544569,-1.5113083486804,-1.20933866224478,0
1.02276119030383,-0.469026728900815,-1.20933866224478,0
NA,NA,NA,NA
NA,NA,NA,NA
0.563681820188981,-0.469026728900815,0.134370962471643,0
-0.157073738253621,1.61553651065836,0.134370962471643,1.41421356237309
0.454070442181797,-0.469026728900815,-1.20933866224478,-1.41421356237309
1.28900033083475,0.573254890878773,0.134370962471643,0
1.51399162001625,-1.5113083486804,-1.20933866224478,-1.41421356237309
-0.569409330713046,0.573254890878773,0.134370962471643,0
0.816682053156364,-0.469026728900815,-1.20933866224478,0
0.917744519391911,-0.469026728900815,0.134370962471643,0
1.66326281652388,0.573254890878773,-1.20933866224478,0
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.998699845600271,-0.469026728900815,1.47808058718807,1.41421356237309
1.25161274060422,-0.469026728900815,0.134370962471643,0
-1.22456718477515,-0.469026728900815,1.47808058718807,1.41421356237309
NA,NA,NA,NA
-0.789451252449948,0.573254890878773,0.134370962471643,0
0.24669574386931,1.61553651065836,0.134370962471643,0
NA,NA,NA,NA
-0.566838049185476,-0.469026728900815,-1.20933866224478,-1.41421356237309
NA,NA,NA,NA
-1.58903945948015,0.573254890878773,1.47808058718807,0
-0.297343431706035,-1.5113083486804,-1.20933866224478,1.41421356237309
-0.241243490646059,-0.469026728900815,0.134370962471643,-1.41421356237309
NA,NA,NA,NA
-1.75900007312491,0.573254890878773,-1.20933866224478,0
NA,NA,NA,NA
0.721049337184668,-1.5113083486804,1.47808058718807,0
0.695225283705264,-0.469026728900815,0.134370962471643,0
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.745913994185056,-0.469026728900815,-1.20933866224478,-1.41421356237309
NA,NA,NA,NA
NA,NA,NA,NA
-0.289787040465004,-0.469026728900815,0.134370962471643,-1.41421356237309
NA,NA,NA,NA
-1.19682424225635,1.61553651065836,1.47808058718807,1.41421356237309
-0.619874387788664,0.573254890878773,NA,0
-2.02040365459153,-0.469026728900815,1.47808058718807,1.41421356237309
-1.59436068583894,1.61553651065836,1.47808058718807,1.41421356237309
-1.11580540626379,0.573254890878773,0.134370962471643,0
1.06497775802495,-1.5113083486804,-1.20933866224478,0
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.03340763039817,0.573254890878773,0.134370962471643,-1.41421356237309
-1.34599618671092,1.61553651065836,0.134370962471643,1.41421356237309
-0.413068731377678,0.573254890878773,0.134370962471643,-1.41421356237309
NA,NA,NA,NA
-0.427447067883366,-0.469026728900815,-1.20933866224478,0
0.374333956166177,1.61553651065836,1.47808058718807,1.41421356237309
-0.0498258898362243,1.61553651065836,1.47808058718807,1.41421356237309
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.617992586157282,NA,0.134370962471643,0
-0.845080082542674,-0.469026728900815,0.134370962471643,-1.41421356237309
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.16502123331303,-1.5113083486804,-1.20933866224478,-1.41421356237309
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
