"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
0.463645318889294,0,1.58113883008419,0.978349010482719,0,0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
1.05614571253501,-1.19522860933439,-0.790569415042095,-0.0489174505241358,0,-0.823754471047914,-0.255474412755014,-1.40466256555691,-0.560277539522576
-1.16864532884011,0,-0.790569415042095,0.978349010482719,1.16496474502144,0.823754471047914,1.44768833894508,1.71680980234734,2.96146699461933
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.849248169095164,1.19522860933439,-0.790569415042095,0.978349010482719,1.16496474502144,0.823754471047914,1.44768833894508,1.71680980234734,1.20059472754838
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.71918401281252,-1.19522860933439,1.58113883008419,-2.10345037253785,0,0.823754471047914,-1.9586371644551,-1.40466256555691,-0.560277539522576
-1.66328524122735,NA,NA,NA,NA,NA,NA,NA,1.20059472754838
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.763480751699655,1.19522860933439,0.790569415042095,0.978349010482719,0,0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
0.78170611997339,1.19522860933439,0.790569415042095,-0.0489174505241358,0,-0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
1.00427796278603,-1.19522860933439,1.58113883008419,-0.0489174505241358,0,-2.47126341314374,-1.9586371644551,-1.40466256555691,-0.560277539522576
0.272915739691021,1.19522860933439,-0.790569415042095,-2.10345037253785,NA,NA,NA,NA,1.20059472754838
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00638162747574502,-1.19522860933439,-0.790569415042095,0.978349010482719,0,-0.823754471047914,-0.255474412755014,-1.40466256555691,-0.560277539522576
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.0821788234462,0,-0.790569415042095,-1.07618391153099,0,0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
0.740966069950794,0,1.58113883008419,-0.0489174505241358,1.16496474502144,0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
-0.61371262452575,1.19522860933439,0.790569415042095,0.978349010482719,0,0.823754471047914,1.44768833894508,1.71680980234734,-0.560277539522576
-0.962904654097925,0,-0.790569415042095,0.978349010482719,1.16496474502144,0.823754471047914,-0.255474412755014,0.156073618395212,1.20059472754838
-0.0262834246333243,1.19522860933439,-0.790569415042095,-0.0489174505241358,1.16496474502144,-0.823754471047914,1.44768833894508,0.156073618395212,-0.560277539522576
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0808288762563905,1.19522860933439,-0.790569415042095,-0.0489174505241358,-2.32992949004287,-0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
0.834472420451333,-1.19522860933439,0,-1.07618391153099,-1.16496474502144,-0.823754471047914,-0.255474412755014,0.156073618395212,1.20059472754838
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.07980129069182,-1.19522860933439,-0.790569415042095,-1.07618391153099,-1.16496474502144,-0.823754471047914,-0.255474412755014,-1.40466256555691,-0.560277539522576
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.58252119706425,0,-0.790569415042095,-0.0489174505241358,-1.16496474502144,0.823754471047914,1.44768833894508,0.156073618395212,-0.560277539522576
0.872619527383435,-1.19522860933439,-0.790569415042095,-0.0489174505241358,-1.16496474502144,-0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
NA,0,0.790569415042095,0.978349010482719,1.16496474502144,0.823754471047914,-0.255474412755014,0.156073618395212,-0.560277539522576
-1.19336102206042,NA,NA,NA,NA,NA,NA,NA,NA
