"PROFICIENCIA_MT_SAEB","TX_RESP_Q23c_num"
-2.49507131668753,-0.48350116580804
0.966873794622968,1.2571030311009
NA,NA
-0.857765482619632,-0.48350116580804
0.143282285833675,1.2571030311009
0.448632070453453,-0.48350116580804
-0.394592303276597,-2.22410536271698
0.725946765447734,1.2571030311009
0.144042793976143,-0.48350116580804
-0.0673778766155995,1.2571030311009
-0.701801880183261,1.2571030311009
0.548906637231804,-0.48350116580804
0.745645916230745,-0.48350116580804
-0.136070797645741,-0.48350116580804
-0.00109348395019041,-0.48350116580804
1.56205783149433,-0.48350116580804
NA,NA
NA,NA
-0.369273220030631,-0.48350116580804
1.31712027824584,1.2571030311009
-1.5794620125275,-0.48350116580804
