"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
-0.0069540893926034,0.866025403784439,0.623231962511588,-0.0870388279778488,0.0963142660661774,-1.57416830901357,-1,-1.59348202154215,-1.32790168461846,-1.21746188389419
0.463095066124678,-0.288675134594813,-0.872524747516223,0.870388279778489,-2.02259958738973,-0.242179739848241,-1,1.32790168461846,1.59348202154215,1.46095426067302
-0.582772045333782,0.866025403784439,0.623231962511588,1.82781538753483,1.15577119279413,NA,NA,NA,NA,NA
-0.490309750505126,-1.44337567297406,-2.36828145754403,-1.04446593573419,0.0963142660661774,-0.242179739848241,1,0.354107115898256,-0.354107115898256,-1.21746188389419
1.10507176252152,0.866025403784439,0.623231962511588,-0.0870388279778488,-0.963142660661774,1.08980882931709,1,1.32790168461846,1.59348202154215,1.46095426067302
0.426458249284785,-1.44337567297406,0.623231962511588,NA,NA,1.08980882931709,0,0.354107115898256,-0.354107115898256,-0.324656502371783
-1.1277242170672,0.866025403784439,0.623231962511588,0.870388279778489,1.15577119279413,-0.242179739848241,2,0.354107115898256,0.619687452821947,0.56814887915062
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.80457656840864,0.866025403784439,-0.872524747516223,-1.04446593573419,0.0963142660661774,1.08980882931709,-1,0.354107115898256,-0.354107115898256,0.56814887915062
-0.226019666361062,-0.288675134594813,0.623231962511588,-0.0870388279778488,1.15577119279413,-1.57416830901357,-1,-1.59348202154215,-1.32790168461846,-1.21746188389419
-1.86289200683849,-1.44337567297406,0.623231962511588,0.870388279778489,0.0963142660661774,-0.242179739848241,0,-0.619687452821947,-0.354107115898256,-0.324656502371783
0.809524315977169,0.866025403784439,-0.872524747516223,-1.04446593573419,-0.963142660661774,1.08980882931709,0,0.354107115898256,0.619687452821947,0.56814887915062
-0.31205418681853,-0.288675134594813,0.623231962511588,-1.04446593573419,0.0963142660661774,-0.242179739848241,0,-0.619687452821947,-0.354107115898256,-0.324656502371783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
