"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
0.00142630511777172,1.44337567297406,-0.0870388279778488,0.526640075265064,-1.57416830901357,-1.55699788832305,-0.912870929175277,-1,-1.35240686518678,-2,-1.55699788832305,-1.32790168461846,-1.21746188389419
-1.25948557175557,0.288675134594813,0.870388279778489,-1.40437353404017,-0.242179739848241,-0.12974982402692,-0.912870929175277,-1,-0.20806259464412,0,0.155699788832304,1.59348202154215,1.46095426067302
-1.75331132731214,1.44337567297406,1.82781538753483,-2.36988033869279,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.416718148794187,-0.866025403784439,-1.04446593573419,0.526640075265064,-0.242179739848241,-0.12974982402692,0.912870929175277,1,-0.20806259464412,1,-0.700649049745371,-0.354107115898256,-1.21746188389419
0.613123586540601,0.288675134594813,-0.0870388279778488,-0.438866729387554,1.08980882931709,1.29749824026921,0.912870929175277,1,0.936281675898539,1,1.01204862740998,1.59348202154215,1.46095426067302
0.919627665575438,-0.866025403784439,NA,NA,1.08980882931709,-0.12974982402692,-0.912870929175277,0,0.936281675898539,0,0.155699788832304,-0.354107115898256,-0.324656502371783
1.2194525989569,0.288675134594813,0.870388279778489,0.526640075265064,-0.242179739848241,1.29749824026921,1.82574185835055,2,2.0806259464412,1,1.01204862740998,0.619687452821947,0.56814887915062
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.586410907108925,-0.866025403784439,-1.04446593573419,0.526640075265064,1.08980882931709,-0.12974982402692,0,-1,-0.20806259464412,0,0.155699788832304,-0.354107115898256,0.56814887915062
-1.13504788340991,1.44337567297406,-0.0870388279778488,0.526640075265064,-1.57416830901357,-1.55699788832305,-0.912870929175277,-1,-1.35240686518678,-1,-1.55699788832305,-1.32790168461846,-1.21746188389419
-0.312565261556981,-0.866025403784439,0.870388279778489,0.526640075265064,-0.242179739848241,-0.12974982402692,-0.912870929175277,0,-0.20806259464412,-1,-0.700649049745371,-0.354107115898256,-0.324656502371783
1.29104347059565,-0.866025403784439,-1.04446593573419,0.526640075265064,1.08980882931709,-0.12974982402692,0,0,-0.20806259464412,0,1.01204862740998,0.619687452821947,0.56814887915062
0.246043658933508,-0.866025403784439,-1.04446593573419,0.526640075265064,-0.242179739848241,1.29749824026921,0.912870929175277,0,-0.20806259464412,1,1.01204862740998,-0.354107115898256,-0.324656502371783
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
