"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.38612406946203,-0.322054692133164,-1.62018517460197,0.691082006438195,0.490418669306327,-0.215472901842834,-0.665912091816292,-1.32626330680388,-1.13814879044733,1.8706080464387,1.36667574252047
0.447714734331235,-0.322054692133164,0,NA,NA,NA,NA,NA,NA,-0.660214604625424,-0.482356144418991
1.53968557310372,0.912488294377298,0.810092587300983,0.691082006438195,-0.630538289108135,1.292837411057,0.951302988308988,0.0947330933431345,1.28041738925324,-0.660214604625424,-0.482356144418991
0.736022603040661,0.912488294377298,0.810092587300983,-0.537508227229707,-0.630538289108135,-0.215472901842834,-0.665912091816292,0.0947330933431345,0.0711342994029576,-0.660214604625424,-0.482356144418991
2.03358343878194,0.912488294377298,0.810092587300983,-1.76609846089761,-0.630538289108135,-1.72378321474267,0.951302988308988,0.0947330933431345,0.0711342994029576,-0.660214604625424,-0.482356144418991
1.69840369634777,-0.322054692133164,0,0.691082006438195,0.490418669306327,-0.215472901842834,0.951302988308988,0.0947330933431345,0.0711342994029576,-0.660214604625424,-0.482356144418991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.576792234922751,-0.322054692133164,0.810092587300983,NA,NA,NA,NA,NA,NA,0.605196720906638,-0.482356144418991
-0.777103384155692,0.912488294377298,0.810092587300983,NA,NA,NA,NA,NA,NA,-0.660214604625424,-0.482356144418991
-0.305446845947871,-1.55659767864362,0.810092587300983,0.691082006438195,1.61137562772079,-0.215472901842834,-0.665912091816292,0.0947330933431345,1.28041738925324,0.605196720906638,-0.482356144418991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.465911536622566,0.912488294377298,0,-0.537508227229707,0.490418669306327,-0.215472901842834,-0.665912091816292,-1.32626330680388,-1.13814879044733,-0.660214604625424,-0.482356144418991
-1.16794707429722,-1.55659767864362,-1.62018517460197,NA,NA,NA,NA,NA,-1.13814879044733,-0.660214604625424,-0.482356144418991
0.300193973322333,-1.55659767864362,-0.810092587300983,NA,NA,NA,NA,NA,NA,0.605196720906638,1.36667574252047
-0.962573642080893,-1.55659767864362,-1.62018517460197,0.691082006438195,-0.630538289108135,NA,0.951302988308988,1.51572949349015,-2.34743188029761,-0.660214604625424,1.36667574252047
0.836430848667501,0.912488294377298,0.810092587300983,-0.537508227229707,-0.630538289108135,-0.215472901842834,-0.665912091816292,0.0947330933431345,0.0711342994029576,-0.660214604625424,-0.482356144418991
-1.17122666539334,-1.55659767864362,0,0.691082006438195,1.61137562772079,1.292837411057,-2.28312717194157,NA,0.0711342994029576,1.8706080464387,-0.482356144418991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.537781952892408,-0.322054692133164,0.810092587300983,0.691082006438195,-0.630538289108135,1.292837411057,0.951302988308988,0.0947330933431345,0.0711342994029576,1.8706080464387,1.36667574252047
1.07740461439603,0.912488294377298,0.810092587300983,-0.537508227229707,0.490418669306327,-1.72378321474267,-0.665912091816292,1.51572949349015,1.28041738925324,-0.660214604625424,-0.482356144418991
-0.254172410991171,0.912488294377298,0.810092587300983,-1.76609846089761,-1.7514952475226,1.292837411057,0.951302988308988,0.0947330933431345,0.0711342994029576,0.605196720906638,-0.482356144418991
-0.491554768777445,-0.322054692133164,-1.62018517460197,1.9196722401061,1.61137562772079,NA,-0.665912091816292,-1.32626330680388,0.0711342994029576,1.8706080464387,3.21570762945994
-1.07377618472121,0.912488294377298,NA,NA,NA,NA,NA,NA,NA,-0.660214604625424,-0.482356144418991
-0.443955965433119,0.912488294377298,-1.62018517460197,-0.537508227229707,-0.630538289108135,-0.215472901842834,0.951302988308988,-1.32626330680388,0.0711342994029576,-0.660214604625424,-0.482356144418991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.06150291977552,0.912488294377298,0,-0.537508227229707,-0.630538289108135,-0.215472901842834,0.951302988308988,1.51572949349015,1.28041738925324,-0.660214604625424,-0.482356144418991
-0.116575666069005,-0.322054692133164,0.810092587300983,NA,NA,NA,-0.665912091816292,NA,NA,-0.660214604625424,-0.482356144418991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
