"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-0.623910562514641,-0.715557232638412,-0.215472901842834,-1.32626330680388,1.8706080464387
-0.387621449584119,1.77006262810555,NA,NA,-0.660214604625424
1.49235893640508,0.112982720942907,1.292837411057,0.0947330933431345,-0.660214604625424
0.291999243373785,-0.715557232638412,-0.215472901842834,0.0947330933431345,-0.660214604625424
2.57011257600192,1.77006262810555,-1.72378321474267,0.0947330933431345,-0.660214604625424
1.3329597255577,-0.715557232638412,-0.215472901842834,0.0947330933431345,-0.660214604625424
NA,NA,NA,NA,NA
-0.170011287248009,-0.715557232638412,NA,NA,0.605196720906638
-1.20089440666066,1.77006262810555,NA,NA,-0.660214604625424
-0.153995521592087,0.112982720942907,-0.215472901842834,0.0947330933431345,0.605196720906638
NA,NA,NA,NA,NA
-0.463735085292763,-0.715557232638412,-0.215472901842834,-1.32626330680388,-0.660214604625424
0.171415993698583,-0.715557232638412,NA,NA,-0.660214604625424
-0.0703684788803788,-0.715557232638412,NA,NA,0.605196720906638
0.52577405740039,0.941522674524227,NA,1.51572949349015,-0.660214604625424
0.947377112722649,0.941522674524227,-0.215472901842834,0.0947330933431345,-0.660214604625424
-0.747862403643699,-0.715557232638412,1.292837411057,NA,1.8706080464387
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.19851833944495,-0.715557232638412,1.292837411057,0.0947330933431345,1.8706080464387
1.64280090720076,1.77006262810555,-1.72378321474267,1.51572949349015,-0.660214604625424
-0.564174263771781,-0.715557232638412,1.292837411057,0.0947330933431345,0.605196720906638
-0.587274556710555,-0.715557232638412,NA,-1.32626330680388,1.8706080464387
-1.10380253208235,NA,NA,NA,-0.660214604625424
-0.924298231417144,0.112982720942907,-0.215472901842834,-1.32626330680388,-0.660214604625424
NA,NA,NA,NA,NA
-0.150018448579349,-0.715557232638412,-0.215472901842834,1.51572949349015,-0.660214604625424
-0.628312984938381,-0.715557232638412,NA,NA,-0.660214604625424
NA,NA,NA,NA,NA
