"PROFICIENCIA_LP_SAEB","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.125286270895196,1.00888754440384,1.40359303982282
NA,NA,NA
0.32795650033574,-1.28403869287762,-0.493154311289098
-1.14522320509108,1.00888754440384,-0.493154311289098
0.413586928987661,-0.137575574236888,-0.493154311289098
0.97009304483455,1.00888754440384,-0.493154311289098
0.38173204992063,-0.137575574236888,-0.493154311289098
0.702163876053399,-0.137575574236888,-0.493154311289098
0.210744226127863,-0.137575574236888,-0.493154311289098
NA,NA,NA
0.849478775405329,-0.137575574236888,-0.493154311289098
-0.146280163070771,-2.43050181151835,-0.493154311289098
-1.45348017962251,-1.28403869287762,-0.493154311289098
-0.942483038122487,-0.137575574236888,-0.493154311289098
1.87943067650718,1.00888754440384,-0.493154311289098
0.458608817134752,1.00888754440384,-0.493154311289098
-1.54714000382674,1.00888754440384,1.40359303982282
-1.21814679141045,-1.28403869287762,1.40359303982282
0.904243899876718,-1.28403869287762,-0.493154311289098
-0.31912407960713,-0.137575574236888,-0.493154311289098
-0.968219732948148,-1.28403869287762,-0.493154311289098
1.40550548302932,-0.137575574236888,-0.493154311289098
1.05683354607675,-0.137575574236888,-0.493154311289098
NA,NA,NA
NA,NA,NA
0.465488424016383,-0.137575574236888,-0.493154311289098
NA,-0.137575574236888,-0.493154311289098
NA,NA,NA
0.57029252919224,-0.137575574236888,-0.493154311289098
1.67400635862208,1.00888754440384,-0.493154311289098
0.107451379467423,-0.137575574236888,3.30034039093474
-0.273850958749977,NA,NA
NA,NA,NA
-0.286114269951579,-0.137575574236888,-0.493154311289098
-0.505634934584647,1.00888754440384,-0.493154311289098
0.802022689388979,1.00888754440384,-0.493154311289098
NA,NA,NA
2.28601850044242,1.00888754440384,1.40359303982282
-1.59592921929495,-0.137575574236888,1.40359303982282
-0.385998699810013,-2.43050181151835,-0.493154311289098
NA,NA,NA
NA,NA,NA
-1.35924478635165,1.00888754440384,1.40359303982282
1.21594900729055,1.00888754440384,-0.493154311289098
0.219347887817396,-1.28403869287762,-0.493154311289098
0.548997404390512,1.00888754440384,-0.493154311289098
-0.211778098752959,-0.137575574236888,-0.493154311289098
NA,NA,NA
NA,NA,NA
0.692380923648707,1.00888754440384,-0.493154311289098
-0.0309893607429285,-0.137575574236888,-0.493154311289098
-1.59881718559766,-2.43050181151835,-0.493154311289098
NA,NA,NA
-0.274225248489446,-0.137575574236888,1.40359303982282
-1.53878629518445,-0.137575574236888,1.40359303982282
-1.10099731374679,-0.137575574236888,3.30034039093474
0.507803080783138,1.00888754440384,-0.493154311289098
NA,NA,NA
NA,NA,NA
0.0496829329073943,1.00888754440384,-0.493154311289098
-0.956657560635023,-1.28403869287762,1.40359303982282
0.321207628460391,1.00888754440384,-0.493154311289098
1.48716991089177,1.00888754440384,-0.493154311289098
-1.39576682836323,-0.137575574236888,-0.493154311289098
-1.12802225675948,1.00888754440384,-0.493154311289098
NA,NA,NA
