"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num"
-0.0596568705469193,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,1.20371899397263
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.936212370941974,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,-0.677956674766192
-0.721410311663433,NA,NA,1.32579683256446,1.20371899397263
1.65729193948576,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,-0.677956674766192
0.809371033538711,-1.16433720049773,0.781831990430976,-0.0828623020352785,0.262881159603217
0.916950199774455,1.12616221031748,-1.25772972373679,-0.0828623020352785,1.20371899397263
0.736585042802069,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,0.262881159603217
NA,NA,NA,NA,NA
0.848745645866784,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,-0.677956674766192
1.22994861907385,-0.0190874950901266,-1.25772972373679,-1.49152143663502,-1.6187945091356
0.887239894651472,-0.0190874950901266,0.781831990430976,-1.49152143663502,0.262881159603217
1.2947884615455,1.12616221031748,-1.25772972373679,-1.49152143663502,-1.6187945091356
0.922833498289716,-1.16433720049773,-1.25772972373679,-0.0828623020352785,-0.677956674766192
-0.340231213552353,NA,NA,-0.0828623020352785,0.262881159603217
0.83004718700904,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,0.262881159603217
-0.685863421808106,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,-0.677956674766192
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.619002261324341,-1.16433720049773,0.781831990430976,1.32579683256446,1.20371899397263
0.387879862838851,1.12616221031748,-1.25772972373679,-1.49152143663502,-0.677956674766192
NA,NA,NA,NA,NA
0.19050951328757,-0.0190874950901266,0.781831990430976,-0.0828623020352785,-0.677956674766192
-0.681879974163105,NA,NA,-0.0828623020352785,-1.6187945091356
NA,NA,NA,NA,NA
-0.380578599424384,-2.30958690590533,-1.25772972373679,-0.0828623020352785,0.262881159603217
0.41304922646142,-0.0190874950901266,-1.25772972373679,-0.0828623020352785,1.20371899397263
