"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num"
-0.774478120349382,0.894059341018905,0.3659625273557,-1.04667495206705,0.428174419288837,-0.652791209833867,-0.75,-1.03509833901353
-0.0978364357497553,-0.695379487459148,0.3659625273557,-1.04667495206705,0.428174419288837,-0.652791209833867,1.25,-1.03509833901353
0.295821371437247,0.894059341018905,0.3659625273557,NA,NA,-0.652791209833867,-0.75,2.07019667802706
1.78922520883481,-0.695379487459148,-2.5617376914899,NA,NA,-0.652791209833867,-0.75,-1.03509833901353
0.380126237876265,-2.2848183159372,0.3659625273557,-0.149524993152435,-2.14087209644419,1.43614066163451,1.25,0
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.259165650955507,-0.695379487459148,0.3659625273557,1.64477492467679,0.428174419288837,-0.652791209833867,-0.75,1.03509833901353
0.672998523756191,0.894059341018905,0.3659625273557,-1.04667495206705,0.428174419288837,1.43614066163451,1.25,0
-0.68481630391657,-0.695379487459148,0.3659625273557,0.747624965762176,0.428174419288837,-0.652791209833867,-0.75,0
-2.27759368060965,-0.695379487459148,0.3659625273557,NA,NA,-0.652791209833867,-0.75,-1.03509833901353
0.586496708244283,0.894059341018905,-2.5617376914899,NA,NA,-0.652791209833867,-0.75,0
0.517351746515961,0.894059341018905,0.3659625273557,-1.04667495206705,0.428174419288837,-0.652791209833867,-0.75,1.03509833901353
1.33257591318221,0.894059341018905,0.3659625273557,0.747624965762176,-2.14087209644419,1.43614066163451,1.25,1.03509833901353
-1.20945636562999,-0.695379487459148,0.3659625273557,0.747624965762176,0.428174419288837,-0.652791209833867,-0.75,-1.03509833901353
-0.806062220339867,-0.695379487459148,0.3659625273557,0.747624965762176,0.428174419288837,-0.652791209833867,-0.75,1.03509833901353
-0.366413479343595,0.894059341018905,0.3659625273557,0.747624965762176,0.428174419288837,1.43614066163451,1.25,-1.03509833901353
0.382895245136317,0.894059341018905,0.3659625273557,-1.04667495206705,0.428174419288837,1.43614066163451,1.25,0
