"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
-1.37214851780067,-0.433012701892219,0.428174419288837,0.357873958946168,-0.521706257730189,-0.433012701892219,-1.52362350055011,-0.201893213271812
-1.72114497634095,-0.433012701892219,0.428174419288837,1.5030706275739,0.869510429550315,1.29903810567666,-1.52362350055011,-0.201893213271812
1.32696482459412,1.29903810567666,NA,-1.93251937830931,-0.521706257730189,-2.1650635094611,-0.457087050165033,-0.201893213271812
1.23015606830737,1.29903810567666,NA,0.357873958946168,-0.521706257730189,-0.433012701892219,NA,1.41325249290268
0.561641872384444,-0.433012701892219,-2.14087209644419,0.357873958946168,0.869510429550315,-0.433012701892219,0.609449400220044,-0.201893213271812
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.201472105388344,-0.433012701892219,0.428174419288837,-0.787322709681569,0.869510429550315,-0.433012701892219,-1.52362350055011,-1.81703891944631
-1.70626924123688,-0.433012701892219,0.428174419288837,0.357873958946168,0.869510429550315,-0.433012701892219,-0.457087050165033,-0.201893213271812
-0.524380358158773,-0.433012701892219,0.428174419288837,0.357873958946168,-0.521706257730189,-0.433012701892219,0.609449400220044,-0.201893213271812
-0.0695060626238489,-0.433012701892219,NA,-0.787322709681569,-0.521706257730189,-0.433012701892219,0.609449400220044,-0.201893213271812
-0.115939325798456,-2.1650635094611,NA,0.357873958946168,-1.91292294501069,1.29903810567666,1.67598585060512,-1.81703891944631
1.57815732819921,1.29903810567666,0.428174419288837,-0.787322709681569,-0.521706257730189,-0.433012701892219,NA,-0.201893213271812
0.420543223985995,-0.433012701892219,-2.14087209644419,0.357873958946168,0.869510429550315,-0.433012701892219,0.609449400220044,-0.201893213271812
0.013269145651256,-0.433012701892219,0.428174419288837,0.357873958946168,-0.521706257730189,1.29903810567666,0.609449400220044,1.41325249290268
-0.0447305478679046,-0.433012701892219,0.428174419288837,0.357873958946168,-0.521706257730189,1.29903810567666,0.609449400220044,-0.201893213271812
0.789543307624647,1.29903810567666,0.428174419288837,-1.93251937830931,-0.521706257730189,-0.433012701892219,-0.457087050165033,1.41325249290268
-0.16468463553122,1.29903810567666,0.428174419288837,1.5030706275739,2.26072711683082,1.29903810567666,0.609449400220044,1.41325249290268
