"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q19_num"
0.046737547157546,-0.33383047504632,0.639634598885429,0.184787287071959,-1.29099444873581,0.405839724956714,0.356753034006338,-0.740958573634948
-0.793367984792944,-0.33383047504632,-1.75899514693493,-1.66308558364763,0.258198889747161,0.405839724956714,0.356753034006338,1.4819171472699
-0.365342205332535,0.91803380637738,0.639634598885429,1.10872372243175,-0.516397779494322,0.405839724956714,0.356753034006338,1.4819171472699
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.872229751554062,-1.58569475647002,-0.559680274024751,0.184787287071959,-1.29099444873581,0.405839724956714,0.356753034006338,0.370479286817474
-0.139969766053654,0.91803380637738,0.639634598885429,-1.66308558364763,-1.29099444873581,-1.62335889982686,-1.42701213602535,1.4819171472699
NA,NA,NA,NA,NA,NA,NA,NA
-0.464195341187814,-0.33383047504632,0.639634598885429,-0.739149148287836,0.258198889747161,1.4204390373485,0.356753034006338,-0.740958573634948
-1.09806540241378,0.91803380637738,-0.559680274024751,-0.739149148287836,-0.516397779494322,-0.608759587435071,0.356753034006338,-0.740958573634948
-0.0613208093635153,0.91803380637738,0.639634598885429,-0.739149148287836,1.03279555898864,-0.608759587435071,0.356753034006338,-0.740958573634948
1.31726879980799,0.91803380637738,0.639634598885429,1.10872372243175,1.03279555898864,-1.62335889982686,0.356753034006338,-0.740958573634948
0.0680863436950096,-1.58569475647002,0.639634598885429,1.10872372243175,1.03279555898864,-0.608759587435071,0.356753034006338,-0.740958573634948
1.92192721128915,0.91803380637738,0.639634598885429,0.184787287071959,1.03279555898864,0.405839724956714,0.356753034006338,-0.740958573634948
-0.547644121833776,-0.33383047504632,0.639634598885429,1.10872372243175,1.03279555898864,-0.608759587435071,0.356753034006338,-0.740958573634948
2.13098067438724,0.91803380637738,0.639634598885429,0.184787287071959,1.03279555898864,-0.608759587435071,-3.21077730605704,-0.740958573634948
-0.345771052732914,-1.58569475647002,-1.75899514693493,1.10872372243175,-1.29099444873581,1.4204390373485,0.356753034006338,1.4819171472699
-0.797094141071938,-0.33383047504632,-1.75899514693493,-0.739149148287836,-0.516397779494322,1.4204390373485,0.356753034006338,0.370479286817474
NA,NA,NA,NA,NA,NA,NA,NA
