"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num"
-0.0797284861272004,-0.254122269789712,-0.191468489712396,0.132733699086154,0.198935390454513
0.278089639307095,-1.62002946990941,0.929989807174493,0.132733699086154,1.5914831236361
NA,NA,NA,NA,NA
-0.324547616338723,-0.254122269789712,0.929989807174493,0.132733699086154,0.198935390454513
1.71583572211765,1.11178493032999,-1.31292678659928,0.132733699086154,0.198935390454513
0.234803568148047,1.11178493032999,NA,NA,NA
0.490977427037064,-0.254122269789712,-0.191468489712396,0.132733699086154,0.198935390454513
NA,NA,NA,NA,NA
-1.48300932192737,-0.254122269789712,0.929989807174493,-1.22778671654692,-1.19361234272708
-0.300250971985887,1.11178493032999,0.929989807174493,0.132733699086154,0.198935390454513
0.383390837583605,-0.254122269789712,-0.191468489712396,0.132733699086154,0.198935390454513
0.801835492667315,-0.254122269789712,-1.31292678659928,0.132733699086154,0.198935390454513
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.627160816862963,1.11178493032999,-2.43438508348617,-2.58830713218,-1.19361234272708
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.0067453736368,-1.62002946990941,0.929989807174493,1.49325411471923,0.198935390454513
NA,NA,NA,NA,NA
-0.656190013692542,-0.254122269789712,-1.31292678659928,1.49325411471923,0.198935390454513
-0.867431468105757,1.11178493032999,0.929989807174493,0.132733699086154,0.198935390454513
0.528699862300327,-1.62002946990941,-1.31292678659928,0.132733699086154,0.198935390454513
1.82361431360318,1.11178493032999,-0.191468489712396,0.132733699086154,0.198935390454513
0.488880061866766,-0.254122269789712,-0.191468489712396,0.132733699086154,-1.19361234272708
1.04367488591431,1.11178493032999,-1.31292678659928,1.49325411471923,1.5914831236361
-0.00943301552309544,-0.254122269789712,-0.191468489712396,-1.22778671654692,-1.19361234272708
-0.50103844392915,-0.254122269789712,0.929989807174493,0.132733699086154,0.198935390454513
1.33686504736343,-0.254122269789712,0.929989807174493,0.132733699086154,0.198935390454513
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.15259844276298,-0.254122269789712,0.929989807174493,0.132733699086154,-1.19361234272708
-1.07782609968571,1.11178493032999,0.929989807174493,-1.22778671654692,-1.19361234272708
-0.691295683116229,1.11178493032999,NA,0.132733699086154,0.198935390454513
0.625639196805777,-1.62002946990941,-0.191468489712396,1.49325411471923,1.5914831236361
-1.87352933886347,1.11178493032999,0.929989807174493,0.132733699086154,0.198935390454513
0.660238593502093,-1.62002946990941,0.929989807174493,1.49325411471923,1.5914831236361
NA,NA,NA,NA,NA
-0.83143032247271,-0.254122269789712,0.929989807174493,0.132733699086154,0.198935390454513
-0.328061199413981,-0.254122269789712,-0.191468489712396,-1.22778671654692,-1.19361234272708
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.13265624302845,1.11178493032999,0.929989807174493,0.132733699086154,0.198935390454513
1.25268484899807,-0.254122269789712,-0.191468489712396,0.132733699086154,0.198935390454513
-0.0380835018134997,1.11178493032999,0.929989807174493,1.49325411471923,1.5914831236361
-1.55806760044422,1.11178493032999,0.929989807174493,NA,0.198935390454513
NA,NA,NA,NA,NA
-0.967028340356378,-0.254122269789712,0.929989807174493,0.132733699086154,1.5914831236361
0.555377910609538,-0.254122269789712,0.929989807174493,0.132733699086154,0.198935390454513
1.17246794806198,1.11178493032999,-0.191468489712396,1.49325411471923,1.5914831236361
-0.998646706115397,1.11178493032999,-1.31292678659928,-1.22778671654692,-1.19361234272708
NA,NA,NA,NA,NA
-0.664332302048176,-0.254122269789712,-1.31292678659928,0.132733699086154,-1.19361234272708
-1.25144506058694,1.11178493032999,-0.191468489712396,-1.22778671654692,-2.58616007590867
-1.05419879215585,-0.254122269789712,-1.31292678659928,-2.58830713218,0.198935390454513
-0.682911445379663,-1.62002946990941,0.929989807174493,0.132733699086154,-1.19361234272708
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.12647307430935,-1.62002946990941,-1.31292678659928,-1.22778671654692,-1.19361234272708
NA,NA,NA,NA,NA
2.31941054337797,-1.62002946990941,-1.31292678659928,0.132733699086154,0.198935390454513
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
