"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num"
NA,NA,NA,NA
0.504310254911695,0.559713438101434,-1.17986936123721,0.847904227378517
-0.297479108702491,0.559713438101434,-1.17986936123721,-1.17668341758651
1.07654392536313,-0.790183677319672,1.01131659534618,0.847904227378517
-1.03340283323955,0.559713438101434,-1.17986936123721,-1.17668341758651
NA,NA,NA,NA
NA,NA,NA,NA
2.16170625099231,0.559713438101434,1.01131659534618,0.847904227378517
0.852059105583802,0.559713438101434,-1.17986936123721,-1.17668341758651
0.321763713956677,-0.790183677319672,1.01131659534618,-1.17668341758651
-1.61555205911108,0.559713438101434,-1.17986936123721,-1.17668341758651
0.700431608389295,-0.790183677319672,1.01131659534618,-1.17668341758651
0.00336716171828472,0.559713438101434,-0.449474042376081,0.847904227378517
-0.798004168130649,0.559713438101434,-0.449474042376081,-1.17668341758651
-1.93666759340943,0.559713438101434,-1.17986936123721,-1.17668341758651
-0.221162646988986,0.559713438101434,1.01131659534618,0.847904227378517
0.145667678182133,0.559713438101434,0.280921276485051,0.847904227378517
NA,NA,NA,NA
NA,NA,NA,NA
1.19578868025512,-2.14008079274078,1.01131659534618,0.847904227378517
0.708851480783495,0.559713438101434,0.280921276485051,0.847904227378517
NA,NA,NA,NA
-0.741003669313171,0.559713438101434,-0.449474042376081,0.17304167905684
0.399613754290901,-0.790183677319672,1.01131659534618,0.847904227378517
NA,NA,NA,NA
NA,NA,NA,NA
0.00912488469729508,0.559713438101434,0.280921276485051,0.847904227378517
NA,NA,NA,NA
-0.467398205510585,0.559713438101434,-1.17986936123721,-1.17668341758651
-0.246598716206702,0.559713438101434,-1.17986936123721,0.847904227378517
0.829481778583468,0.559713438101434,1.01131659534618,0.847904227378517
NA,NA,NA,NA
0.928697669105838,0.559713438101434,1.01131659534618,0.847904227378517
1.06339660438329,-2.14008079274078,1.01131659534618,0.847904227378517
NA,NA,NA,NA
-1.52854912563694,0.559713438101434,-1.17986936123721,0.847904227378517
0.485517715515137,0.559713438101434,0.280921276485051,0.847904227378517
0.380560696114269,-2.14008079274078,1.01131659534618,-1.17668341758651
-2.3533042299772,0.559713438101434,1.01131659534618,0.847904227378517
-1.04493721624751,0.559713438101434,-1.17986936123721,0.847904227378517
1.45462206288412,0.559713438101434,-1.17986936123721,0.847904227378517
-0.333369547223147,-2.14008079274078,1.01131659534618,0.847904227378517
0.104475446042545,-0.790183677319672,1.01131659534618,0.847904227378517
-0.906799282608443,0.559713438101434,1.01131659534618,-1.17668341758651
NA,NA,NA,NA
NA,NA,NA,NA
-1.62958752988249,0.559713438101434,-1.17986936123721,-1.17668341758651
0.32793947070094,-2.14008079274078,NA,NA
-0.197600056018171,0.559713438101434,1.01131659534618,-1.17668341758651
NA,NA,NA,NA
NA,NA,NA,NA
0.987688858126299,-2.14008079274078,-1.17986936123721,-1.17668341758651
1.22391292927108,0.559713438101434,NA,NA
0.519454177205447,0.559713438101434,-0.449474042376081,-1.17668341758651
NA,NA,NA,NA
-0.891546402418966,0.559713438101434,-1.17986936123721,-1.17668341758651
NA,NA,NA,NA
-0.142013516431058,0.559713438101434,1.01131659534618,0.847904227378517
NA,NA,NA,NA
NA,NA,NA,NA
