"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num"
-1.6348772048428,0.623231962511588,-0.199637352376172,0.647905804468655,0.626783170528009,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.432914330706289,0.623231962511588,0.998186761880863,0.647905804468655,-0.626783170528009,1.08980882931709,2.23606797749979,-1,0.539359889970594,0.16854996561581
-0.0909205220374043,0.623231962511588,0.998186761880863,0.647905804468655,0.626783170528009,-1.57416830901357,-1.11803398874989,-2,-0.943879807448539,-1.68549965615811
-1.09187381581529,0.623231962511588,0.998186761880863,0.647905804468655,0.626783170528009,-0.242179739848241,0,0,-0.943879807448539,0.16854996561581
-0.894242320998364,-0.872524747516223,-1.39746146663321,0.647905804468655,0.626783170528009,-1.57416830901357,0,-1,0.539359889970594,0.16854996561581
1.37155497845402,-2.36828145754403,-0.199637352376172,-1.57348552513816,-1.88034951158403,1.08980882931709,0,1,-0.943879807448539,0.16854996561581
-0.59536113459592,0.623231962511588,0.998186761880863,0.647905804468655,0.626783170528009,-0.242179739848241,0,1,0.539359889970594,0.16854996561581
-0.0356648968101572,-0.872524747516223,-1.39746146663321,-0.462789860334753,0.626783170528009,-0.242179739848241,-1.11803398874989,1,0.539359889970594,0.16854996561581
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16982782229959,0.623231962511588,-0.199637352376172,0.647905804468655,-0.626783170528009,-0.242179739848241,0,1,0.539359889970594,0.16854996561581
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.549896018322499,0.623231962511588,0.998186761880863,-1.57348552513816,0.626783170528009,1.08980882931709,1.11803398874989,0,2.02259958738973,2.02259958738973
1.34990156923816,-0.872524747516223,-1.39746146663321,-1.57348552513816,-1.88034951158403,1.08980882931709,-1.11803398874989,0,-0.943879807448539,-1.68549965615811
1.15357242638216,0.623231962511588,-0.199637352376172,0.647905804468655,0.626783170528009,-0.242179739848241,0,0,-0.943879807448539,0.16854996561581
0.280893447754791,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
