"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q23h_num"
-0.252895334630801,-0.262256135377204,-0.346551070873297,-0.136070330728942
-2.20851558702932,-1.96692101532903,-0.346551070873297,-0.136070330728942
NA,NA,NA,NA
-0.310189906273788,-0.262256135377204,-0.346551070873297,-0.136070330728942
NA,NA,NA,NA
NA,NA,NA,NA
-1.10759265619391,-0.262256135377204,-0.346551070873297,-2.78944177994331
-0.627843436312198,1.44240874457462,-0.346551070873297,-0.136070330728942
0.0892958212291472,1.44240874457462,0.850625355779913,1.19061539387824
NA,NA,NA,NA
-1.57331376172711,-1.96692101532903,-0.346551070873297,-0.136070330728942
0.350155134670105,-0.262256135377204,-0.346551070873297,-0.136070330728942
0.151042008258255,1.44240874457462,0.850625355779913,1.19061539387824
2.42327320185116,1.44240874457462,2.04780178243312,-0.136070330728942
-0.263840807764088,-0.262256135377204,-0.346551070873297,-0.136070330728942
0.320897446813966,-0.262256135377204,-1.54372749752651,-0.136070330728942
1.13582215170465,-1.96692101532903,-1.54372749752651,1.19061539387824
0.448142464503261,1.44240874457462,2.04780178243312,-0.136070330728942
1.11882093405342,-0.262256135377204,-0.346551070873297,1.19061539387824
-1.44674304959157,-0.262256135377204,0.850625355779913,-0.136070330728942
-0.233907757780143,-0.262256135377204,-0.346551070873297,-0.136070330728942
0.176510552652766,-0.262256135377204,-0.346551070873297,-0.136070330728942
0.543778340779297,-0.262256135377204,-0.346551070873297,-0.136070330728942
0.819338979127622,-0.262256135377204,-0.346551070873297,-0.136070330728942
-1.26963465286543,-0.262256135377204,-0.346551070873297,-0.136070330728942
1.33245177201453,-0.262256135377204,0.850625355779913,-0.136070330728942
1.1213087432933,1.44240874457462,2.04780178243312,1.19061539387824
0.395294148534434,1.44240874457462,0.850625355779913,1.19061539387824
-1.71495408206026,1.44240874457462,0.850625355779913,-0.136070330728942
-0.0466248219732507,-0.262256135377204,-0.346551070873297,-1.46275605533612
1.03558539494598,-0.262256135377204,0.850625355779913,1.19061539387824
NA,NA,NA,NA
-0.171793268250344,-0.262256135377204,NA,-0.136070330728942
-0.3620600459943,-0.262256135377204,-1.54372749752651,-2.78944177994331
1.62990548898796,1.44240874457462,2.04780178243312,1.19061539387824
-0.0463886104382769,-0.262256135377204,-0.346551070873297,-0.136070330728942
-0.53350781847343,-0.262256135377204,-1.54372749752651,-1.46275605533612
0.519072143371926,-0.262256135377204,-0.346551070873297,1.19061539387824
0.494300438373936,-0.262256135377204,0.850625355779913,-0.136070330728942
-0.721340480149287,-0.262256135377204,-1.54372749752651,-1.46275605533612
-1.40952590131861,-1.96692101532903,-0.346551070873297,-0.136070330728942
-0.493461433861436,-0.262256135377204,-0.346551070873297,-0.136070330728942
-0.479046786307386,-0.262256135377204,-0.346551070873297,1.19061539387824
1.16818503382921,1.44240874457462,-0.346551070873297,1.19061539387824
NA,NA,NA,NA
NA,NA,NA,NA
