"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num"
-0.527978231958173,0.683130051063974,NA,-0.20835271227699,NA,NA,0.928190961784514,1.20702550474532,0.378932373372537,0
1.11041742832979,0.683130051063974,0.393397896234721,1.35429262980044,0.884282131006866,-0.393397896234721,-0.232047740446129,0.0754390940465826,-1.04206402677448,0
0.250178743699042,-1.36626010212795,0.393397896234721,-0.20835271227699,0.884282131006866,-0.393397896234721,-1.39228644267677,-1.05614731665215,-2.46306042692149,-1.3228756555323
-0.41982762584487,0.683130051063974,0.393397896234721,-1.77099805435442,0.884282131006866,0.983494740586804,-0.232047740446129,-1.05614731665215,0.378932373372537,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.552207289577191,-1.36626010212795,0.393397896234721,-0.20835271227699,-1.43695846288616,-0.393397896234721,0.928190961784514,0.0754390940465826,0.378932373372537,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.509473093630175,0.683130051063974,0.393397896234721,-0.20835271227699,-1.43695846288616,-1.77029053305625,-0.232047740446129,1.20702550474532,0.378932373372537,0
0.92478277846146,0.683130051063974,0.393397896234721,-0.20835271227699,0.884282131006866,-0.393397896234721,0.928190961784514,0.0754390940465826,0.378932373372537,1.3228756555323
0.571176133811955,0.683130051063974,0.393397896234721,1.35429262980044,-0.66321159825515,0.983494740586804,-0.232047740446129,-1.05614731665215,0.378932373372537,0
1.00045563700351,0.683130051063974,0.393397896234721,-0.20835271227699,0.884282131006866,0.983494740586804,0.928190961784514,1.20702550474532,1.79992877351955,1.3228756555323
-0.712842057651281,0.683130051063974,0.393397896234721,1.35429262980044,0.884282131006866,-0.393397896234721,-0.232047740446129,0.0754390940465826,0.378932373372537,0
-1.2573033749747,0.683130051063974,0.393397896234721,-1.77099805435442,-0.66321159825515,-0.393397896234721,0.928190961784514,1.20702550474532,0.378932373372537,0
0.735092146272418,-1.36626010212795,0.393397896234721,1.35429262980044,0.884282131006866,0.983494740586804,-0.232047740446129,-1.05614731665215,-1.04206402677448,-2.64575131106459
1.84561495722549,0.683130051063974,0.393397896234721,-0.20835271227699,-0.66321159825515,0.983494740586804,-2.55252514490741,-1.05614731665215,-1.04206402677448,1.3228756555323
-0.756925219201127,-1.36626010212795,-2.36038737740833,-0.20835271227699,0.110535266375858,-1.77029053305625,-0.232047740446129,-1.05614731665215,0.378932373372537,0
-1.70116093196615,-1.36626010212795,-2.36038737740833,-0.20835271227699,-1.43695846288616,0.983494740586804,0.928190961784514,1.20702550474532,0.378932373372537,0
