"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
-0.132830480642939,-0.316227766016838,-0.942809041582063,-0.20333142711014,0.843274042711568,-1.49078803979366,0,-0.572077553547355,0.316227766016838,-0.474341649025257,-0.176166065854411,-0.135526185435788,-0.316227766016838,-0.774596669241483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.78273018475031,-0.316227766016838,-0.942809041582063,-1.11832284910577,-1.05409255338946,-0.135526185435788,1.06066017177982,2.28831021418942,0.316227766016838,-0.474341649025257,-1.93782672439852,-1.49078803979366,-0.316227766016838,-0.774596669241483
-0.52599875648833,-0.316227766016838,0.471404520791032,-2.0333142711014,-0.105409255338946,1.21973566892209,1.06066017177982,0.858116330321033,0.316227766016838,-0.474341649025257,-0.176166065854411,-0.135526185435788,-0.316227766016838,-0.774596669241483
-0.241950871396809,-0.316227766016838,0.471404520791032,0.711659994885488,-2.00277585143997,1.21973566892209,0,0.858116330321033,0.316227766016838,1.89736659610103,-0.176166065854411,1.21973566892209,-0.316227766016838,-0.774596669241483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.227077440131148,-0.316227766016838,0.471404520791032,0.711659994885488,-0.105409255338946,-1.49078803979366,-2.12132034355964,-0.572077553547355,0.316227766016838,-0.474341649025257,-0.176166065854411,-0.135526185435788,-0.316227766016838,-0.774596669241483
0.79953748207115,-0.316227766016838,NA,NA,NA,-0.135526185435788,0,-0.572077553547355,0.316227766016838,-0.474341649025257,-0.176166065854411,-0.135526185435788,-0.316227766016838,1.16189500386223
-1.14281865916628,-0.316227766016838,-0.942809041582063,-0.20333142711014,-0.105409255338946,1.21973566892209,0,-0.572077553547355,0.316227766016838,1.89736659610103,-0.176166065854411,-0.135526185435788,2.84604989415154,1.16189500386223
1.53313195438892,-0.316227766016838,0.471404520791032,0.711659994885488,0.843274042711568,-0.135526185435788,-1.06066017177982,-0.572077553547355,-2.84604989415154,-0.474341649025257,1.5854945926897,1.21973566892209,-0.316227766016838,1.16189500386223
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23357443081706,-0.316227766016838,-0.942809041582063,0.711659994885488,0.843274042711568,-0.135526185435788,0,-0.572077553547355,0.316227766016838,-0.474341649025257,-0.176166065854411,-1.49078803979366,-0.316227766016838,-0.774596669241483
1.03300764503639,2.84604989415154,1.88561808316413,0.711659994885488,0.843274042711568,-0.135526185435788,1.06066017177982,-0.572077553547355,0.316227766016838,-0.474341649025257,1.5854945926897,1.21973566892209,-0.316227766016838,1.16189500386223
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
