Variavel,VIF_MT,VIF_LP,Status_MT,Status_LP
TIPO_ESCOLA_Privada,1.104334928749649,1.104334928749649,OK (<5),OK (<5)
AREA_Interior,1.0414164401788801,1.0414164401788801,OK (<5),OK (<5)
LOCALIZACAO_Rural,1.1093916052272996,1.1093916052272996,OK (<5),OK (<5)
INSE_MEDIO_norm,1.235919940053139,1.235919940053139,OK (<5),OK (<5)
