Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),290.6494403588668,3.6829590230699134,78.91737011958317,0,***,283.43084067364975,297.86804004408384
INSE_MEDIO_norm,12.257243377943116,0.40721516619908926,30.100164226080167,2.4894608856341395e-168,***,11.459101652192901,13.05538510369333
TIPO_ESCOLA_Publica,-24.77259912165752,3.3038765919661217,-7.498040084758572,9.164366247177456e-14,***,-31.24819724191112,-18.29700100140392
AREA_Interior,9.448423377105549,1.5766145552510527,5.992855606740879,2.3838622042908803e-9,***,6.3582588488134855,12.538587905397613
LOCALIZACAO_Urbana,-5.077977547555771,1.537474579927279,-3.3028042309460193,9.717581844133819e-4,***,-8.091427724213238,-2.064527370898304
