"ID_SAEB","ID_REGIAO","ID_UF","ID_MUNICIPIO","ID_AREA","ID_ESCOLA","IN_PUBLICA","ID_LOCALIZACAO","ID_TURMA","ID_SERIE","ID_ALUNO","IN_SITUACAO_CENSO","IN_PREENCHIMENTO_LP","IN_PREENCHIMENTO_MT","IN_PRESENCA_LP","IN_PRESENCA_MT","ID_CADERNO_LP","ID_BLOCO_1_LP","ID_BLOCO_2_LP","ID_CADERNO_MT","ID_BLOCO_1_MT","ID_BLOCO_2_MT","TX_RESP_BLOCO1_LP","TX_RESP_BLOCO2_LP","TX_RESP_BLOCO1_MT","TX_RESP_BLOCO2_MT","IN_PROFICIENCIA_LP","IN_PROFICIENCIA_MT","IN_AMOSTRA","ESTRATO","PESO_ALUNO_LP","PROFICIENCIA_LP","ERRO_PADRAO_LP","PROFICIENCIA_LP_SAEB","ERRO_PADRAO_LP_SAEB","PESO_ALUNO_MT","PROFICIENCIA_MT","ERRO_PADRAO_MT","PROFICIENCIA_MT_SAEB","ERRO_PADRAO_MT_SAEB","IN_PREENCHIMENTO_QUESTIONARIO","IN_INSE","INSE_ALUNO","NU_TIPO_NIVEL_INSE","PESO_ALUNO_INSE","TX_RESP_Q01","TX_RESP_Q02","TX_RESP_Q03","TX_RESP_Q04","TX_RESP_Q05a","TX_RESP_Q05b","TX_RESP_Q05c","TX_RESP_Q06","TX_RESP_Q07a","TX_RESP_Q07b","TX_RESP_Q07c","TX_RESP_Q07d","TX_RESP_Q07e","TX_RESP_Q08","TX_RESP_Q09","TX_RESP_Q10a","TX_RESP_Q10b","TX_RESP_Q10c","TX_RESP_Q10d","TX_RESP_Q10e","TX_RESP_Q10f","TX_RESP_Q11a","TX_RESP_Q11b","TX_RESP_Q11c","TX_RESP_Q12a","TX_RESP_Q12b","TX_RESP_Q12c","TX_RESP_Q12d","TX_RESP_Q12e","TX_RESP_Q12f","TX_RESP_Q12g","TX_RESP_Q13a","TX_RESP_Q13b","TX_RESP_Q13c","TX_RESP_Q13d","TX_RESP_Q13e","TX_RESP_Q13f","TX_RESP_Q13g","TX_RESP_Q13h","TX_RESP_Q13i","TX_RESP_Q14","TX_RESP_Q15a","TX_RESP_Q15b","TX_RESP_Q16","TX_RESP_Q17","TX_RESP_Q18","TX_RESP_Q19","TX_RESP_Q20","TX_RESP_Q21a","TX_RESP_Q21b","TX_RESP_Q21c","TX_RESP_Q21d","TX_RESP_Q21e","TX_RESP_Q22a","TX_RESP_Q22b","TX_RESP_Q22c","TX_RESP_Q22d","TX_RESP_Q22e","TX_RESP_Q22f","TX_RESP_Q22g","TX_RESP_Q22h","TX_RESP_Q23a","TX_RESP_Q23b","TX_RESP_Q23c","TX_RESP_Q23d","TX_RESP_Q23e","TX_RESP_Q23f","TX_RESP_Q23g","TX_RESP_Q23h","TX_RESP_Q23i","TX_RESP_Q24","TX_RESP_Q25","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num","Q01_masculino","Q01_feminino","Q04_Branca","Q04_Preta","Q04_Parda","Q04_Amarela","Q04_Indigena"
2023,3,31,6324479,1,61412109,1,1,1605008,12,52146317,1,0,0,0,0,6,6,7,6,6,7,".............",".............",".............",".............",0,0,0,"63244792112",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149659,1,1,1,1,1,16,2,5,16,2,5,"EEAECABCCCCBB","EAACACDABDDCA","AADEBDBCAEABD","BEDEDABCBBDAC",1,1,0,"63244792112",1.0512820513,"1.617862",0.370179,339.118448,20.394406,1.0512820513,1.490543,0.451616,333.274299,25.24187,1,1,6.69,7,1.0512820513,"A","B","A","C","A","A","A","C","B","B","A","A","B","E","D","C","A","C","A","B","A","B","B","B","B","C","D","D","D","B","D","B","B","B","B","B","B","B","B","B","A","A","A","C","B","A","A","A","C","D","C","A","D","B","B","C","C","C","C","B","B","B","C","B","B","D","B","B","C","B","C","A",3,1,3,1,2,1,3,4,3,1,4,3,3,2,2,2,2,3,3,3,2,3,3,1,3,3,2,3,1,1,1,0,0,0,1,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149968,1,1,1,1,1,17,3,6,17,3,6,"DBBEDBDCBCDEC","ECEBCADBDBECB","BCAACABBDBBDC","EBEEDABABBECB",1,1,0,"63244792112",1.0512820513,"1.320158",0.359169,322.716934,19.787828,1.0512820513,0.586893,0.641658,282.767197,35.863759,1,1,4.79,4,1.0512820513,"A","B","A","C","A","A","A","B","B","A","A","A","B","D","F","B","B","C","C","C","B","B","B","B","C","B","D","A","C","A","D","A","B","B","B","A","A","B","A","B","B","A","A","D","B","C","A","A","C","B","D","D","D","B","C","A","C","C","C","B","A","B","C","B","C","B","B","C","A","B","C","A",2,2,3,3,3,2,3,2,4,4,4,3,2,4,2,2,2,3,4,3,2,3,2,3,3,2,4,3,1,1,1,0,0,0,1,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149969,1,1,1,1,1,3,3,4,3,3,4,"DDBEDEDBBADDC","BBAEDECACDAEB","CBABCCCACCDBD","BBDAEDBCCBCDA",1,1,0,"63244792112",1.0512820513,"0.670385",0.319651,286.918754,17.610649,1.0512820513,-0.390105,0.752652,228.160504,42.067472,1,1,4.67,4,1.0512820513,"B","B","A","C","A","A","A","D","B","B","A","A","B","D","F","B","C","C","C","C","B","B","B","B","B","B","B","B","B","B","D","A","B","A","A","B","A","B","A","B","B","A","B","D","C","A","A","A","C","D","B","A","C","B","B","B","B","B","B","B","B","A","A","A","A","C","A","A","A","C","C","A",2,3,3,3,3,2,3,4,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,4,4,2,1,1,0,1,0,0,1,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149970,1,1,1,1,1,10,3,5,10,3,5,"BEABCCDDBDDAA","EBEBABBADDDBC","CBBDAACCDBAEE","BADBCAACCCABC",1,1,0,"63244792112",1.0512820513,"-0.826658",0.549892,204.441621,30.295399,1.0512820513,1.333926,0.470761,324.52061,26.311928,1,1,6.88,7,1.0512820513,"A","B","A","C","A","A","A","D","B","B","A","A","B","D","D","C","C","C","A","C","A","B","B","B","C","D","D","D","C","C","D","B","B","B","B","B","B","B","B","B","A","A","A","F","A","B","A","A","D","A","A",".","D","B","B","B","B","B","B","B","B","D","D","B","B","C","B","D","B","B","B","A",3,3,3,1,3,1,4,1,1,NA,4,3,3,3,3,3,3,3,3,1,1,3,3,2,3,1,3,3,1,1,1,0,0,0,1,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149971,1,1,1,1,1,11,4,6,11,4,6,"ABABCDACACADA","AAABBBBCAABDB","BCAADBABCAAAB","CCCBAAAADAACB",1,1,0,"63244792112",1.0512820513,"-1.367453",0.516988,174.647406,28.482607,1.0512820513,0.078514,0.648869,254.352711,36.266799,1,1,6.06,7,1.0512820513,"A","B","A","B","B","A","A","C","B","B","A","A","B","D","D","A","A","A","B","C","A","B","B","B","C","B","D","D","B","B","D","B","B","B","B","B","B","B","B","B","A","A","A","D","B","A","A","A","A","A","B","A","C","A","A","A","B","B","D","A","A","B","D","B","B","B","D","A","B","A","B","A",1,1,1,2,3,1,1,1,2,1,3,4,4,4,3,3,1,4,4,3,1,3,3,3,1,4,3,4,1,1,1,0,0,1,0,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149972,1,1,1,1,1,4,4,5,4,4,5,"BADEDECADBAEB","EAADACDACDECA","CDEADDABBDABC","ABDCCABBDDDDD",1,1,0,"63244792112",1.0512820513,"1.539451",0.385803,334.798522,21.255185,1.0512820513,0.946336,0.45393,302.857303,25.371204,1,1,5.37,5,1.0512820513,"B","B","A","A","A","A","A","A","B","A","A","A","A","C","F","C","C","B","A","B","B","B","B","B","B","B","C","B","C","B","C","B","B","B","B","B","B","B","B","B","B","B","B","D","A","C","A","A","D","B","D","A","C","A","C","B","A","A","A","A","A","A","A","A","A","B","B","A","A","A",".","A",3,3,2,1,2,2,4,2,4,1,3,4,2,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,1,0,1,1,0,0,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149973,1,1,1,1,1,6,6,7,6,6,7,"DAEACCBBBDECA","ADCBABDCAEACD","BECABDBADBAEB","EACBEACDBBACD",1,1,0,"63244792112",1.0512820513,"-0.301487",0.445262,233.375057,24.530981,1.0512820513,-0.670193,0.621334,212.505734,34.727804,1,1,6.66,7,1.0512820513,"B","B","A","A","A","A","A","C","B","B",".",".","B","E","E","B","B","C","C","C","B","B","B","B","B","B","D","C","D","C","D","B","B","A","B","B","B","B","B","B","A","A","A","F","B","C","A","A","B","B","B","A","C","A","C","B","B","C","B","B","B","B","B","B","B","B","B","B","B","B","A","A",2,2,3,3,3,2,2,2,2,1,3,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,0,0,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149974,1,1,1,1,1,15,1,4,15,1,4,"BEDCDCCACEABC","EABEDECADCCBD","DBCDEBABACEEC","BEAADDABBDBBB",1,1,0,"63244792112",1.0512820513,"1.427474",0.345647,328.629333,19.042856,1.0512820513,0.809293,0.432885,295.197651,24.19495,1,1,5.24,5,1.0512820513,"A","C","A","C","A","A","A","E","B","B","B","A","B","D","F","B","B","B","A","A","C","B","B","B","B","A","D","D","D","A","D","B","B","A","B","A","A","B","B","B","B","A","A","D","A","A","A","A","B","A","B","A","D","A","D","C","C","C","C","B","B","C","C","B","B","B","C","B","B","B","C","A",2,2,2,1,1,3,2,1,2,1,4,4,1,2,2,2,2,3,3,2,2,3,3,3,2,3,3,3,1,1,1,0,0,0,1,0,0
2023,3,31,6324479,1,61412109,1,1,1605008,12,52149975,1,1,1,1,1,9,2,4,9,2,4,"EEACCDDDBCCBB","BBAEDECADCAED","ACDDBDACCEECB","DAECBACACBEED",1,1,0,"63244792112",1.0512820513,"1.48602",0.367721,331.854829,20.258986,1.0512820513,0.273822,0.516831,265.26893,28.886888,1,1,5.67,6,1.0512820513,"B","B","A","C","A","A","A","B","B","B","A","A","A","D","D","A","B","C","C","C","A","B","B","B","B","B","C","D","B","B","D","B","B","B","A","B","B","B","B","B","A","B","B","D","A","A","A","A","C","A","C","D","D","B","C","B","C","C","C","B","B","C","C","B","B","C","B","B","B","A","C","A",1,2,3,3,3,1,3,1,3,4,4,3,2,3,2,2,2,3,3,2,2,3,3,2,3,3,3,4,1,1,0,1,0,0,1,0,0
