"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num"
0.971995517284486,-1.03774904332554,-1.98191495950515,-1.28388147753274,1.055774088515,0.385164443259822,-0.277350098112614,-0.101273936708367,1.09815997695581,-0.699062073642556,-1.22474487139159,-1.09544511501033
-1.30087408595197,0.889499179993322,0.594574487851546,0.941513083524009,0.197957641596563,0.385164443259822,1.52542553961938,1.2152872405004,1.09815997695581,0.815572419249648,1.22474487139159,1.09544511501033
1.09307466220062,-1.03774904332554,-1.98191495950515,-1.28388147753274,-1.51767525224031,0.385164443259822,-0.277350098112614,-1.41783511391713,-0.48807110086925,-2.21369656653476,0,1.09544511501033
1.69080106742797,-1.03774904332554,0.594574487851546,-1.28388147753274,1.055774088515,0.385164443259822,-0.277350098112614,-0.101273936708367,-0.48807110086925,-0.699062073642556,0,-1.09544511501033
0.608805734407903,0.889499179993322,0.594574487851546,0.941513083524009,-0.659858805321876,0.385164443259822,-0.277350098112614,-0.101273936708367,-0.48807110086925,-0.699062073642556,0,0
-1.10338931313854,0.889499179993322,0.594574487851546,-0.171184197004365,-0.659858805321876,0.385164443259822,1.52542553961938,-1.41783511391713,-0.48807110086925,-0.699062073642556,0,0
-0.973230042636052,-1.03774904332554,-0.693670235826803,-0.171184197004365,0.197957641596563,-1.28388147753274,-0.277350098112614,-0.101273936708367,-0.48807110086925,-0.699062073642556,1.22474487139159,1.09544511501033
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.242945566704659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.25979564071355,0.889499179993322,0.594574487851546,0.941513083524009,-1.51767525224031,-1.28388147753274,-0.277350098112614,-0.101273936708367,1.09815997695581,0.815572419249648,1.22474487139159,0
-0.125433682985567,0.889499179993322,0.594574487851546,-0.171184197004365,-0.659858805321876,-1.28388147753274,-0.277350098112614,1.2152872405004,1.09815997695581,0.815572419249648,0,0
0.0221068646926388,-1.03774904332554,-0.693670235826803,-0.171184197004365,1.055774088515,-1.28388147753274,1.52542553961938,1.2152872405004,1.09815997695581,0.815572419249648,0,0
NA,-1.03774904332554,0.594574487851546,-0.171184197004365,-0.659858805321876,2.05421036405238,-0.277350098112614,-0.101273936708367,-0.48807110086925,0.815572419249648,0,1.09544511501033
-0.676089413828081,0.889499179993322,0.594574487851546,-0.171184197004365,1.055774088515,0.385164443259822,-0.277350098112614,1.2152872405004,-0.48807110086925,0.815572419249648,0,0
0.809082766535487,0.889499179993322,0.594574487851546,2.05421036405238,1.055774088515,0.385164443259822,-2.08012573584461,-1.41783511391713,-2.07430217869431,0.815572419249648,-2.44948974278318,-2.19089023002066
