"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.491560393082291,-1.01813769273646,-1.55699788832305,-0.741619848709566,0.428174419288837,0.353553390593274,1.08012344973464,-0.449466574975495,0,-0.449466574975494,-0.449466574975494
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.236522211629893,0.0925579720669506,0.583874208121143,0.741619848709566,0.428174419288837,0.353553390593274,-1.08012344973464,0.786566506207116,0,-0.449466574975494,-0.449466574975494
1.14198487193953,-1.01813769273646,0.583874208121143,-0.741619848709566,0.428174419288837,0.353553390593274,-1.08012344973464,-0.449466574975495,0,-0.449466574975494,-0.449466574975494
-0.371353257537159,1.20325363687036,0.583874208121143,0.741619848709566,0.428174419288837,NA,NA,-0.449466574975495,0,2.02259958738973,2.02259958738973
-1.28941285734035,1.20325363687036,NA,-0.741619848709566,-2.14087209644419,NA,NA,NA,NA,NA,NA
-0.59344242082048,-1.01813769273646,0.583874208121143,0.741619848709566,0.428174419288837,0.353553390593274,0,-0.449466574975495,0,-0.449466574975494,-0.449466574975494
0.879061878203579,1.20325363687036,0.583874208121143,0.741619848709566,0.428174419288837,NA,NA,-0.449466574975495,-2.23606797749979,-0.449466574975494,-0.449466574975494
-1.8570944975547,0.0925579720669506,-1.55699788832305,-2.2248595461287,0.428174419288837,NA,NA,2.02259958738973,2.23606797749979,2.02259958738973,2.02259958738973
1.53294066138103,0.0925579720669506,0.583874208121143,0.741619848709566,0.428174419288837,-2.47487373415292,-1.08012344973464,-0.449466574975495,0,-0.449466574975494,-0.449466574975494
0.242000636860401,-1.01813769273646,0.583874208121143,0.741619848709566,0.428174419288837,0.353553390593274,0,-1.68549965615811,0,-0.449466574975494,-0.449466574975494
0.308603480271463,-1.01813769273646,0.583874208121143,0.741619848709566,0.428174419288837,0.353553390593274,1.08012344973464,0.786566506207116,0,-0.449466574975494,-0.449466574975494
-0.72137110011551,1.20325363687036,-1.55699788832305,-0.741619848709566,-2.14087209644419,0.353553390593274,1.08012344973464,0.786566506207116,0,-0.449466574975494,-0.449466574975494
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
