"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
0.609850845343117,-1.01813769273646,0.67700320038633,-1.55699788832305,-0.741619848709566,0.428174419288837,-0.282038037408883,0.935414346693485,0.353553390593274,1.08012344973464,-1.29749824026921,-0.301511344577763,0.804030252207369,-0.109369659814952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.320215536895279,0.0925579720669506,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,-0.282038037408883,-0.935414346693485,0.353553390593274,-1.08012344973464,0.12974982402692,-0.301511344577763,-0.301511344577764,-0.109369659814952
0.283342417007359,-1.01813769273646,-1.35400640077266,0.583874208121143,-0.741619848709566,0.428174419288837,-0.282038037408883,0,0.353553390593274,-1.08012344973464,0.12974982402692,-1.95982373975546,-0.301511344577764,-0.109369659814952
-0.778220329249311,1.20325363687036,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,NA,NA,NA,NA,-1.29749824026921,-0.301511344577763,-0.301511344577764,-0.109369659814952
-0.176147102738512,1.20325363687036,0.67700320038633,NA,-0.741619848709566,-2.14087209644419,NA,NA,NA,NA,NA,NA,NA,NA
-1.16434464840344,-1.01813769273646,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,-0.282038037408883,-1.87082869338697,0.353553390593274,0,0.12974982402692,-0.301511344577763,0.804030252207369,1.09369659814952
1.90451918209744,1.20325363687036,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,NA,NA,NA,NA,-1.29749824026921,-0.301511344577763,-2.51259453814803,-2.51550217574389
0.25053550732616,0.0925579720669506,-1.35400640077266,-1.55699788832305,-2.2248595461287,0.428174419288837,NA,NA,NA,NA,1.55699788832305,1.35680105059994,0.804030252207369,1.09369659814952
-0.956479451353771,0.0925579720669506,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,-0.282038037408883,0,-2.47487373415292,-1.08012344973464,1.55699788832305,1.35680105059994,0.804030252207369,1.09369659814952
-0.516685903441324,-1.01813769273646,-1.35400640077266,0.583874208121143,0.741619848709566,0.428174419288837,1.97426626186218,0,0.353553390593274,0,0.12974982402692,-0.301511344577763,0.804030252207369,-0.109369659814952
-0.834571698187379,-1.01813769273646,0.67700320038633,0.583874208121143,0.741619848709566,0.428174419288837,0.846114112226649,0.935414346693485,0.353553390593274,1.08012344973464,0.12974982402692,1.35680105059994,-0.301511344577764,-0.109369659814952
1.69841671849495,1.20325363687036,-1.35400640077266,-1.55699788832305,-0.741619848709566,-2.14087209644419,-1.41019018704442,0.935414346693485,0.353553390593274,1.08012344973464,0.12974982402692,-0.301511344577763,-0.301511344577764,-0.109369659814952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
