"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.07272541735613,-1.6583123951777,-0.889910118351366,-0.583874208121142,-1.87766904049703,-0.232210182006412,1.55699788832305,0.338501600193165,1.3797993165117,-0.34687296754716,-0.105091277976944,-0.552770798392567,-0.288675134594813
-0.421068872709613,1.6583123951777,1.36909248977133,-0.583874208121142,0.375533808099406,-0.232210182006412,0.486561840100952,0.338501600193165,-1.3797993165117,0.92499458012576,-0.105091277976944,1.6583123951777,-0.288675134594813
-0.906945698555888,0,-0.889910118351366,-0.583874208121142,0.375533808099406,2.55431200207053,0.486561840100952,0.338501600193165,-0.4599331055039,0.92499458012576,-0.105091277976944,-0.552770798392567,3.17542648054294
0.042108412537736,0,NA,-0.583874208121142,0.375533808099406,-0.232210182006412,NA,-0.67700320038633,0.4599331055039,0.92499458012576,-0.105091277976944,1.6583123951777,-0.288675134594813
0.871084386326975,0,-0.136909248977133,1.55699788832305,0.375533808099406,-1.62547127404488,-0.583874208121142,-0.67700320038633,0.4599331055039,NA,1.15600405774638,-0.552770798392567,-0.288675134594813
1.33782604270766,0,0.6160916203971,NA,0.375533808099406,-0.232210182006412,-1.65431025634324,0.338501600193165,-0.4599331055039,-0.34687296754716,1.15600405774638,-0.552770798392567,-0.288675134594813
-0.334984400335746,0,-0.889910118351366,-0.583874208121142,-0.751067616198811,1.16105091003206,-0.583874208121142,-1.69250800096583,-1.3797993165117,-0.34687296754716,-1.36618661370027,-0.552770798392567,-0.288675134594813
-0.695446715672964,0,-0.889910118351366,1.55699788832305,0.375533808099406,-0.232210182006412,-0.583874208121142,0.338501600193165,-0.4599331055039,-0.34687296754716,-1.36618661370027,-0.552770798392567,-0.288675134594813
0.366822743459929,0,1.36909248977133,-0.583874208121142,1.50213523239762,-0.232210182006412,-0.583874208121142,1.35400640077266,-0.4599331055039,-1.61874051522008,1.15600405774638,-0.552770798392567,-0.288675134594813
-1.60282353605442,-1.6583123951777,-0.889910118351366,-0.583874208121142,-1.87766904049703,-0.232210182006412,1.55699788832305,1.35400640077266,-0.4599331055039,0.92499458012576,-0.105091277976944,1.6583123951777,-0.288675134594813
1.00719055721011,0,-0.136909248977133,-0.583874208121142,0.375533808099406,-0.232210182006412,-0.583874208121142,-1.69250800096583,1.3797993165117,0.92499458012576,-1.36618661370027,-0.552770798392567,-0.288675134594813
1.40896249844235,1.6583123951777,1.36909248977133,1.55699788832305,0.375533808099406,-0.232210182006412,0.486561840100952,0.338501600193165,1.3797993165117,-1.61874051522008,1.15600405774638,-0.552770798392567,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
