"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA
-0.304675173949043,-2.14985597332137,-1.26491106406735,0,-0.365720256705995
0.678621529918416,-0.66884408058887,-1.26491106406735,0,-0.365720256705995
1.08242685928193,-0.66884408058887,0,0,-0.365720256705995
NA,NA,NA,NA,NA
0.183936189479597,-0.66884408058887,0,0,-0.365720256705995
NA,NA,NA,NA,NA
0.564245555811215,0.812167812143628,-1.26491106406735,0,-0.365720256705995
1.47312767453222,-0.66884408058887,0,0,-0.365720256705995
-0.896644493393995,0.812167812143628,0,0,-0.365720256705995
-0.629479294692046,2.29317970487612,0,1.51185789203691,-0.365720256705995
1.67700582245956,-0.66884408058887,0,0,-0.365720256705995
0.39566002935758,0.812167812143628,-1.26491106406735,0,-0.365720256705995
-1.45722805204488,0.812167812143628,1.26491106406735,1.51185789203691,-0.365720256705995
0.67832497887586,-0.66884408058887,1.26491106406735,-1.51185789203691,-0.365720256705995
NA,NA,NA,NA,NA
1.58355572955778,-0.66884408058887,0,0,-0.365720256705995
-1.44718183109464,-0.66884408058887,0,0,2.65147186111847
-0.829550928783032,-0.66884408058887,NA,NA,2.65147186111847
1.24693821682941,-0.66884408058887,0,0,-0.365720256705995
-1.09443497817717,0.812167812143628,1.26491106406735,0,-0.365720256705995
NA,NA,NA,NA,NA
-1.23396459727944,-0.66884408058887,0,-1.51185789203691,2.65147186111847
0.952035605171926,-0.66884408058887,-1.26491106406735,-3.02371578407382,-0.365720256705995
-1.41253855273778,0.812167812143628,1.26491106406735,0,-0.365720256705995
0.306109178611553,-0.66884408058887,0,0,-0.365720256705995
NA,NA,NA,NA,NA
-0.206857408508112,-0.66884408058887,-1.26491106406735,-1.51185789203691,-0.365720256705995
0.669210965951035,-0.66884408058887,-1.26491106406735,0,-0.365720256705995
0.0854340629209149,-0.66884408058887,-1.26491106406735,0,-0.365720256705995
NA,NA,NA,NA,NA
-0.774742206741383,2.29317970487612,0,1.51185789203691,-0.365720256705995
-0.468290810758757,NA,1.26491106406735,0,-0.365720256705995
0.671984870500672,NA,1.26491106406735,1.51185789203691,-0.365720256705995
NA,NA,NA,NA,NA
-0.591995232029371,0.812167812143628,1.26491106406735,0,-0.365720256705995
NA,NA,NA,NA,NA
1.7611442289505,-0.66884408058887,-1.26491106406735,-1.51185789203691,-0.365720256705995
-1.57811903406865,0.812167812143628,1.26491106406735,1.51185789203691,-0.365720256705995
-0.0260600412694712,0.812167812143628,1.26491106406735,1.51185789203691,2.65147186111847
0.33466171920567,NA,-1.26491106406735,0,NA
-1.26428885281401,0.812167812143628,0,0,-0.365720256705995
-0.128371729074073,0.812167812143628,1.26491106406735,0,-0.365720256705995
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
