"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21d_num",90,31,34.44
"TX_RESP_Q22f_num",90,31,34.44
"TX_RESP_Q21b_num",90,30,33.33
"TX_RESP_Q21c_num",90,30,33.33
"TX_RESP_Q22g_num",90,30,33.33
"TX_RESP_Q19_num",90,30,33.33
"TX_RESP_Q21a_num",90,29,32.22
"TX_RESP_Q21e_num",90,29,32.22
"TX_RESP_Q22c_num",90,29,32.22
"TX_RESP_Q22d_num",90,29,32.22
"TX_RESP_Q23c_num",90,29,32.22
"TX_RESP_Q23d_num",90,29,32.22
"TX_RESP_Q20_num",90,29,32.22
"TX_RESP_Q10b_num",90,28,31.11
"TX_RESP_Q22e_num",90,28,31.11
"TX_RESP_Q22h_num",90,28,31.11
"TX_RESP_Q23a_num",90,28,31.11
"TX_RESP_Q23b_num",90,28,31.11
"TX_RESP_Q23e_num",90,28,31.11
"TX_RESP_Q23f_num",90,28,31.11
"TX_RESP_Q23g_num",90,28,31.11
"TX_RESP_Q23h_num",90,28,31.11
"TX_RESP_Q23i_num",90,28,31.11
"TX_RESP_Q10c_num",90,27,30
"TX_RESP_Q10e_num",90,27,30
"TX_RESP_Q22a_num",90,27,30
"TX_RESP_Q22b_num",90,27,30
"TX_RESP_Q10a_num",90,26,28.89
"TX_RESP_Q10d_num",90,26,28.89
"TX_RESP_Q10f_num",90,26,28.89
"TX_RESP_Q01",90,0,0
"TX_RESP_Q02",90,0,0
"TX_RESP_Q03",90,0,0
"TX_RESP_Q04",90,0,0
"TX_RESP_Q05a",90,0,0
"TX_RESP_Q05b",90,0,0
"TX_RESP_Q05c",90,0,0
"TX_RESP_Q06",90,0,0
"TX_RESP_Q07a",90,0,0
"TX_RESP_Q07b",90,0,0
"TX_RESP_Q07c",90,0,0
"TX_RESP_Q07d",90,0,0
"TX_RESP_Q07e",90,0,0
"TX_RESP_Q08",90,0,0
"TX_RESP_Q09",90,0,0
"TX_RESP_Q10a",90,0,0
"TX_RESP_Q10b",90,0,0
"TX_RESP_Q10c",90,0,0
"TX_RESP_Q10d",90,0,0
"TX_RESP_Q10e",90,0,0
"TX_RESP_Q10f",90,0,0
"TX_RESP_Q11a",90,0,0
"TX_RESP_Q11b",90,0,0
"TX_RESP_Q11c",90,0,0
"TX_RESP_Q12a",90,0,0
"TX_RESP_Q12b",90,0,0
"TX_RESP_Q12c",90,0,0
"TX_RESP_Q12d",90,0,0
"TX_RESP_Q12e",90,0,0
"TX_RESP_Q12f",90,0,0
"TX_RESP_Q12g",90,0,0
"TX_RESP_Q13a",90,0,0
"TX_RESP_Q13b",90,0,0
"TX_RESP_Q13c",90,0,0
"TX_RESP_Q13d",90,0,0
"TX_RESP_Q13e",90,0,0
"TX_RESP_Q13f",90,0,0
"TX_RESP_Q13g",90,0,0
"TX_RESP_Q13h",90,0,0
"TX_RESP_Q13i",90,0,0
"TX_RESP_Q14",90,0,0
"TX_RESP_Q15a",90,0,0
"TX_RESP_Q15b",90,0,0
"TX_RESP_Q16",90,0,0
"TX_RESP_Q17",90,0,0
"TX_RESP_Q18",90,0,0
"TX_RESP_Q19",90,0,0
"TX_RESP_Q20",90,0,0
"TX_RESP_Q21a",90,0,0
"TX_RESP_Q21b",90,0,0
"TX_RESP_Q21c",90,0,0
"TX_RESP_Q21d",90,0,0
"TX_RESP_Q21e",90,0,0
"TX_RESP_Q22a",90,0,0
"TX_RESP_Q22b",90,0,0
"TX_RESP_Q22c",90,0,0
"TX_RESP_Q22d",90,0,0
"TX_RESP_Q22e",90,0,0
"TX_RESP_Q22f",90,0,0
"TX_RESP_Q22g",90,0,0
"TX_RESP_Q22h",90,0,0
"TX_RESP_Q23a",90,0,0
"TX_RESP_Q23b",90,0,0
"TX_RESP_Q23c",90,0,0
"TX_RESP_Q23d",90,0,0
"TX_RESP_Q23e",90,0,0
"TX_RESP_Q23f",90,0,0
"TX_RESP_Q23g",90,0,0
"TX_RESP_Q23h",90,0,0
"TX_RESP_Q23i",90,0,0
"TX_RESP_Q24",90,0,0
"TX_RESP_Q25",90,0,0
