"PROFICIENCIA_MT_SAEB","TX_RESP_Q23i_num"
-1.20778040306943,-0.570692968051316
1.81306268119529,0.870306776278257
NA,NA
-0.201347672665884,-0.570692968051316
1.16954163379379,0.870306776278257
1.56929964570996,0.870306776278257
1.08578430882918,0.870306776278257
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.530294569927722,0.870306776278257
0.00194613148092401,-0.570692968051316
-0.224387088594198,0.870306776278257
-0.282114013356677,-0.570692968051316
-0.384313160241017,0.870306776278257
0.89696779960263,0.870306776278257
NA,NA
-1.36357246810517,-0.570692968051316
NA,NA
0.182002778167747,-0.570692968051316
0.481068072469772,-0.570692968051316
-0.23737725506771,0.870306776278257
-0.69146021481892,-3.45269245671046
0.724709099178302,NA
-0.764984679757089,0.870306776278257
NA,NA
-1.8348361018039,NA
-0.223833568550284,-0.570692968051316
-1.60523575781661,-0.570692968051316
-1.41868723320836,-2.01169271238089
-1.04068437421451,NA
-1.31489563052645,-0.570692968051316
NA,NA
-0.395605543566135,NA
-1.4677840245373,-0.570692968051316
-0.807160655340611,-0.570692968051316
0.589613973464944,NA
-0.471346616168746,NA
NA,NA
-0.857157692220423,NA
-1.3269893886366,0.870306776278257
-1.79751458202104,-0.570692968051316
-0.594133514859954,-0.570692968051316
-1.15477179437079,0.870306776278257
NA,NA
-0.107797960038533,0.870306776278257
0.768230962539832,0.870306776278257
-0.736022323632844,0.870306776278257
-0.370418865074771,0.870306776278257
NA,NA
-1.39428910824074,-0.570692968051316
NA,NA
-0.159739348086301,-0.570692968051316
0.214020362735295,0.870306776278257
NA,NA
-1.22561601829266,-0.570692968051316
NA,NA
1.00866779980694,-0.570692968051316
1.14450267553332,-0.570692968051316
-0.133399422416686,0.870306776278257
0.483689239180007,0.870306776278257
NA,NA
1.48463564158665,0.870306776278257
1.94437571864512,-0.570692968051316
1.22814957221521,-0.570692968051316
0.377485814790769,0.870306776278257
1.15589266587989,0.870306776278257
-0.858291684529568,-0.570692968051316
-0.5850949851931,-0.570692968051316
0.949069729142588,0.870306776278257
0.383606542472711,0.870306776278257
2.16247948119064,-0.570692968051316
NA,NA
-0.20282457627164,0.870306776278257
-0.800487694336317,-0.570692968051316
2.18098805179146,0.870306776278257
0.553820711264514,0.870306776278257
1.31855802987188,NA
1.0277863913146,0.870306776278257
-0.6521288589314,-0.570692968051316
-0.658866018150831,-2.01169271238089
0.153798140204073,0.870306776278257
0.911309000740405,0.870306776278257
-1.25405952692369,-0.570692968051316
-0.990743838197626,-0.570692968051316
0.797172777073407,-2.01169271238089
1.11540675311538,0.870306776278257
0.599871258223923,0.870306776278257
-0.059628389458955,-0.570692968051316
0.520372476135975,0.870306776278257
0.0518648391855727,0.870306776278257
-1.10303460443967,-0.570692968051316
-0.0308252881053351,-0.570692968051316
NA,NA
-0.728494060423709,-0.570692968051316
-1.43292310699531,0.870306776278257
-1.25107879046803,-3.45269245671046
-0.69237461430699,0.870306776278257
-0.697095503813947,NA
0.835104317763114,0.870306776278257
1.46721609697177,0.870306776278257
1.64517042444158,0.870306776278257
NA,NA
NA,NA
-1.11897209856254,-0.570692968051316
-1.13682956507517,-0.570692968051316
1.78596248689915,0.870306776278257
-0.348569965295702,0.870306776278257
NA,NA
NA,NA
-0.790591289021495,-3.45269245671046
0.42151110796393,-0.570692968051316
-0.626619833711265,-0.570692968051316
0.17991716335388,-0.570692968051316
0.23984401435482,-0.570692968051316
-1.66779786053347,0.870306776278257
-0.371478388373441,-0.570692968051316
NA,NA
0.653041672159152,-0.570692968051316
NA,NA
NA,NA
1.10685366213544,-0.570692968051316
NA,NA
-0.274299362691031,-0.570692968051316
1.28725191042014,0.870306776278257
NA,NA
0.506397301328609,0.870306776278257
NA,NA
0.949679750049432,0.870306776278257
0.843744721991989,-0.570692968051316
-0.611050916384763,0.870306776278257
0.80261671219024,0.870306776278257
1.92548058012322,-0.570692968051316
NA,NA
0.344177556586576,0.870306776278257
NA,NA
-0.974082011743321,0.870306776278257
0.0523027610833294,-0.570692968051316
-0.912818257038143,-0.570692968051316
NA,NA
