"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
1.54282477388099,1.76383420737639,0.18490006540841,0.20333142711014,-0.666666666666667,-0.942809041582063,-1.05409255338946,0,0,0.666666666666667,0.18490006540841,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.203952143308724,-0.50395263067897,0.18490006540841,-0.711659994885488,-0.666666666666667,0.471404520791032,0.843274042711568,0,0,-1.33333333333333,0.18490006540841,-0.50395263067897
-0.326078971436131,1.76383420737639,0.18490006540841,-0.711659994885488,1.33333333333333,0.471404520791032,0.843274042711568,0,0,0.666666666666667,0.18490006540841,-0.50395263067897
-0.425140803934466,-0.50395263067897,1.8490006540841,1.11832284910577,-0.666666666666667,-0.942809041582063,0.843274042711568,0,0,0.666666666666667,-1.47920052326728,-0.50395263067897
-0.376734859094733,-0.50395263067897,-1.47920052326728,-0.711659994885488,-0.666666666666667,0.471404520791032,-1.05409255338946,0,0,0.666666666666667,0.18490006540841,-0.50395263067897
1.64643509597124,-0.50395263067897,-1.47920052326728,-0.711659994885488,1.33333333333333,1.88561808316413,-1.05409255338946,-2,-2,-1.33333333333333,-1.47920052326728,-0.50395263067897
-1.39188764399248,-0.50395263067897,0.18490006540841,0.20333142711014,-0.666666666666667,-0.942809041582063,0.843274042711568,2,2,0.666666666666667,1.8490006540841,1.76383420737639
-0.681232206333574,-0.50395263067897,0.18490006540841,2.0333142711014,-0.666666666666667,-0.942809041582063,0.843274042711568,0,0,0.666666666666667,0.18490006540841,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.192137528369578,-0.50395263067897,0.18490006540841,-0.711659994885488,1.33333333333333,0.471404520791032,-1.05409255338946,0,0,-1.33333333333333,0.18490006540841,1.76383420737639
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
