"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
2.18752767568692,1.76383420737639,1.05409255338946,0.894427190999916,-0.942809041582063,-1.05409255338946,-0.942809041582063,-0.942809041582063,0,0,0.666666666666667,0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.825779034030392,-0.50395263067897,0.105409255338946,0,0.471404520791032,0.843274042711568,-0.942809041582063,-0.942809041582063,0,0,-1.33333333333333,0.18490006540841
0.452256608574871,1.76383420737639,1.05409255338946,0.894427190999916,0.471404520791032,0.843274042711568,0.471404520791032,0.471404520791032,0,0,0.666666666666667,0.18490006540841
-0.441564409655846,-0.50395263067897,1.05409255338946,0.894427190999916,-0.942809041582063,0.843274042711568,1.88561808316413,1.88561808316413,0,0,0.666666666666667,-1.47920052326728
0.355388046497185,-0.50395263067897,-0.843274042711568,-0.894427190999916,0.471404520791032,-1.05409255338946,-0.942809041582063,-0.942809041582063,0,0,0.666666666666667,0.18490006540841
-1.26892762194049,-0.50395263067897,-1.79195734076208,-1.78885438199983,1.88561808316413,0.843274042711568,0.471404520791032,0.471404520791032,-2,-2,-1.33333333333333,-1.47920052326728
0.255513554199251,-0.50395263067897,-0.843274042711568,0.894427190999916,-0.942809041582063,-1.05409255338946,-0.942809041582063,-0.942809041582063,2,2,0.666666666666667,1.8490006540841
-0.161839717289514,-0.50395263067897,0.105409255338946,-0.894427190999916,-0.942809041582063,0.843274042711568,0.471404520791032,0.471404520791032,0,0,0.666666666666667,0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.552575102041985,-0.50395263067897,0.105409255338946,0,0.471404520791032,-1.05409255338946,0.471404520791032,0.471404520791032,0,0,-1.33333333333333,0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
