"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
-1.42143997466006,0.483235432803188,-0.141893405772868,-0.795559897565255,-0.597848801166183,-0.392165757537379,-0.667797205321617,1.13975089108721,-1.3484186692218,-0.208563702419436
-0.377437412171926,-2.02958881777338,-2.36489009621446,-0.795559897565255,-0.597848801166183,-0.392165757537379,-0.667797205321617,-0.341925267326162,-1.3484186692218,-0.208563702419436
0.110526935361106,0.483235432803188,-0.141893405772868,-0.795559897565255,-0.597848801166183,-0.392165757537379,-0.667797205321617,-0.341925267326162,-1.3484186692218,-0.208563702419436
-1.27428437412291,0.483235432803188,0.96960493944793,0.337510259573139,-0.597848801166183,-0.392165757537379,-0.667797205321617,-0.341925267326162,0.026439581749447,-0.208563702419436
-0.12232335187714,-2.02958881777338,-1.25339175099367,-0.795559897565255,-1.84137430759184,-1.5917316041223,-1.72008371067689,-1.82360142573953,0.026439581749447,-0.208563702419436
1.08245265465651,0.483235432803188,-1.25339175099367,1.47058041671153,1.88920221168514,2.00696593563247,1.43677580538893,-0.341925267326162,0.026439581749447,-0.208563702419436
-0.0163461249626815,0.483235432803188,0.96960493944793,1.47058041671153,0.645676705259478,-0.392165757537379,0.384489300033658,-0.341925267326162,0.026439581749447,-0.208563702419436
-0.590444823223434,0.483235432803188,-0.141893405772868,1.47058041671153,0.645676705259478,0.807400089047543,1.43677580538893,-0.341925267326162,0.026439581749447,-0.208563702419436
1.12176182081343,0.483235432803188,0.96960493944793,0.337510259573139,0.645676705259478,0.807400089047543,1.43677580538893,1.13975089108721,1.4012978327207,-0.208563702419436
-0.789485734652055,-2.02958881777338,-0.141893405772868,0.337510259573139,-1.84137430759184,-1.5917316041223,-1.72008371067689,-0.341925267326162,0.026439581749447,-0.208563702419436
-1.00275356404349,0.483235432803188,-1.25339175099367,-0.795559897565255,-0.597848801166183,-0.392165757537379,-0.667797205321617,-1.82360142573953,0.026439581749447,-0.208563702419436
1.65148703326915,0.483235432803188,-0.141893405772868,0.337510259573139,-0.597848801166183,-0.392165757537379,0.384489300033658,-0.341925267326162,0.026439581749447,-0.208563702419436
1.10735428480222,0.483235432803188,-0.141893405772868,1.47058041671153,1.88920221168514,2.00696593563247,1.43677580538893,1.13975089108721,1.4012978327207,-0.208563702419436
0.0823153466899131,0.483235432803188,0.96960493944793,0.337510259573139,0.645676705259478,0.807400089047543,0.384489300033658,-0.341925267326162,0.026439581749447,-0.208563702419436
1.64133033680039,0.483235432803188,0.96960493944793,0.337510259573139,0.645676705259478,-0.392165757537379,0.384489300033658,1.13975089108721,1.4012978327207,-0.208563702419436
