"ID_ESCOLA","n_alunos","n_variaveis_total","n_validas","n_degeneradas","n_cor_MT","n_cor_LP"
"61449628",71,104,32,72,1,2
"61449631",67,104,32,72,1,1
"61449632",13,104,31,73,17,13
"61449633",57,104,32,72,4,1
"61449634",24,104,32,72,6,7
"61449642",49,104,31,73,6,2
"61449645",126,104,32,72,1,1
"61449647",69,104,32,72,4,3
"61449651",156,104,32,72,0,2
"61449652",40,104,31,73,1,6
"61449654",45,104,32,72,2,2
"61449656",26,104,32,72,4,4
"61449657",58,104,32,72,0,0
"61449660",30,104,31,73,13,16
"61449661",44,104,32,72,1,1
"61449662",79,104,31,73,5,10
"61449663",183,104,32,72,0,1
"61449670",245,104,32,72,0,1
"61449671",13,104,31,73,22,18
"61449672",27,104,31,73,10,10
"61449673",220,104,32,72,0,0
"61449683",18,104,31,73,8,18
"61449695",114,104,32,72,1,1
"61449697",26,104,32,72,2,8
"61449713",116,104,32,72,0,1
"61449842",39,104,32,72,7,6
"61449843",20,104,32,72,4,6
"61449844",69,104,32,72,0,1
"61449850",70,104,31,73,0,1
"61449856",15,104,31,73,9,15
"61450125",24,104,32,72,1,4
"61450127",37,104,32,72,5,7
"61450139",181,104,32,72,0,0
"61450143",46,104,32,72,2,2
"61450144",32,104,32,72,9,5
"61450147",250,104,32,72,2,0
"61450153",101,104,32,72,0,3
"61450156",120,104,32,72,1,1
"61450162",32,104,32,72,5,5
"61450168",50,104,32,72,6,6
"61450173",129,104,32,72,0,1
"61450175",13,104,27,77,13,8
"61450177",21,104,31,73,9,3
"61450184",85,104,31,73,0,1
"61450207",55,104,32,72,1,2
"61451113",46,104,32,72,11,11
"61451129",65,104,31,73,1,2
"61451131",34,104,31,73,5,8
"61451133",207,104,32,72,0,0
"61451135",13,104,32,72,8,18
"61451136",110,104,32,72,0,2
"61451138",67,104,32,72,2,0
"61451139",224,104,32,72,0,0
"61451144",59,104,32,72,3,3
"61451145",29,104,31,73,3,8
"61451147",43,104,30,74,8,7
"61451148",50,104,32,72,3,2
"61451157",77,104,31,73,2,2
"61451158",22,104,31,73,6,7
"61451159",25,104,32,72,13,10
"61451160",20,104,31,73,10,6
"61451166",61,104,32,72,5,2
"61454081",316,104,32,72,0,0
"61454084",44,104,32,72,4,8
"61454086",154,104,32,72,0,2
"61454094",37,104,31,73,9,6
"61454096",40,104,32,72,4,6
"61454098",46,104,32,72,3,3
"61454099",175,104,32,72,4,3
"61454101",98,104,32,72,2,5
"61454102",53,104,31,73,11,1
"61454103",69,104,32,72,4,6
"61454104",70,104,32,72,1,5
"61454105",196,104,32,72,1,0
"61454108",284,104,32,72,0,0
"61454109",218,104,32,72,0,0
"61454111",137,104,32,72,0,2
"61454113",69,104,32,72,0,2
"61454114",162,104,32,72,0,0
"61454115",61,104,32,72,3,8
"61454116",76,104,32,72,1,0
"61454117",49,104,32,72,5,1
"61454118",17,104,31,73,4,14
"61454120",120,104,32,72,1,5
"61454122",13,104,29,75,9,6
"61454123",77,104,32,72,4,3
"61454124",29,104,32,72,9,9
"61454126",38,104,32,72,2,3
"61454127",131,104,32,72,0,3
"61454130",63,104,32,72,0,0
"61454131",49,104,32,72,0,2
"61454133",19,104,32,72,3,11
"61454137",93,104,32,72,0,1
"61454138",15,104,32,72,17,10
"61454139",76,104,31,73,0,1
"61454143",84,104,32,72,0,9
"61454145",147,104,32,72,0,0
"61454146",57,104,32,72,2,3
"61454594",30,104,30,74,2,8
"61454598",27,104,32,72,2,8
"61454599",13,104,30,74,16,7
"61454600",98,104,32,72,3,1
"61454601",108,104,32,72,2,2
"61454602",62,104,32,72,5,5
"61454606",88,104,32,72,2,4
"61454613",14,104,29,75,13,14
"61454614",58,104,31,73,1,5
"61454618",58,104,32,72,4,4
"61454619",207,104,32,72,0,1
"61454623",27,104,32,72,9,5
"61454627",112,104,32,72,0,1
"61454630",47,104,32,72,3,0
"61454636",14,104,32,72,15,20
"61454637",25,104,32,72,8,8
"61454639",85,104,32,72,4,0
"61454640",20,104,31,73,10,7
"61454644",26,104,32,72,6,5
"61454645",62,104,32,72,0,2
"61454651",122,104,32,72,0,0
"61454652",68,104,32,72,2,3
"61454655",51,104,31,73,2,8
"61454656",26,104,32,72,3,4
"61454659",17,104,31,73,5,7
"61454660",140,104,32,72,0,2
"61454661",67,104,32,72,1,2
"61454663",272,104,32,72,0,0
"61454665",81,104,32,72,0,1
"61454666",25,104,32,72,7,8
"61454669",43,104,32,72,6,1
"61454670",277,104,32,72,0,1
"61454671",98,104,32,72,0,1
"61454672",21,104,32,72,6,12
"61454680",48,104,31,73,3,4
"61454681",17,104,31,73,4,7
"61454683",101,104,32,72,0,0
"61454685",56,104,31,73,2,8
"61454698",127,104,32,72,0,0
"61454701",36,104,32,72,4,4
"61454716",19,104,31,73,8,6
"61454719",117,104,32,72,0,0
"61454726",115,104,32,72,0,0
"61454731",24,104,31,73,9,9
"61455416",154,104,32,72,0,0
"61455424",29,104,32,72,6,1
"61455435",47,104,31,73,2,4
"61455436",127,104,32,72,1,0
"61455437",48,104,32,72,10,6
"61455438",146,104,32,72,0,1
"61455442",114,104,31,73,0,1
"61455444",73,104,32,72,4,3
"61455446",128,104,32,72,0,0
"61455447",139,104,32,72,0,0
"61455451",37,104,32,72,12,5
"61455452",92,104,32,72,3,5
"61455454",58,104,32,72,2,0
"61455455",70,104,32,72,4,8
"61455457",96,104,32,72,0,0
"61455458",29,104,32,72,10,14
"61455459",21,104,31,73,14,12
"61455463",30,104,31,73,8,9
"61455464",22,104,32,72,8,5
"61455465",69,104,32,72,0,4
"61455467",30,104,32,72,6,4
"61455468",26,104,30,74,2,10
"61455471",42,104,32,72,6,6
"61455472",62,104,32,72,3,4
"61455478",14,104,31,73,11,18
"61455481",31,104,32,72,14,9
"61455482",71,104,32,72,2,4
"61455484",44,104,32,72,4,4
"61455486",42,104,32,72,4,7
"61455487",57,104,32,72,2,3
"61455935",25,104,30,74,5,11
"61455936",22,104,30,74,5,13
"61455937",14,104,30,74,15,12
"61455940",79,104,32,72,0,2
"61455943",18,104,30,74,9,13
"61455944",55,104,31,73,3,1
"61455945",59,104,32,72,2,4
"61455950",15,104,31,73,8,11
"61455951",13,104,32,72,12,11
"61455952",15,104,32,72,9,16
"61455953",62,104,32,72,2,2
"61455965",87,104,32,72,3,4
"61455967",15,104,31,73,1,6
"61455969",16,104,31,73,18,21
"61455971",239,104,32,72,0,1
"61455974",215,104,32,72,0,0
"61455976",231,104,32,72,0,0
"61455978",247,104,32,72,0,0
"61455979",34,104,32,72,8,10
"61455980",164,104,32,72,0,1
"61455981",117,104,32,72,1,1
"61455982",196,104,32,72,0,0
"61455983",69,104,32,72,8,12
"61455984",89,104,32,72,2,3
"61455986",82,104,32,72,1,2
"61455987",19,104,31,73,6,12
"61455989",15,104,31,73,10,11
"61455992",61,104,32,72,3,7
"61455993",63,104,32,72,3,0
"61455995",37,104,32,72,8,8
"61455996",17,104,31,73,10,11
"61455997",32,104,32,72,5,3
"61455998",13,104,25,79,11,11
"61456002",40,104,32,72,5,3
"61456003",211,104,32,72,0,1
"61456004",33,104,32,72,7,4
"61456006",53,104,32,72,3,6
"61456007",31,104,32,72,9,6
"61456011",14,104,29,75,12,9
"61456018",23,104,30,74,5,10
"61456019",31,104,31,73,3,0
"61456020",46,104,32,72,6,4
"61456024",27,104,32,72,13,14
"61456025",48,104,32,72,2,1
"61456026",16,104,32,72,14,12
"61456027",87,104,32,72,2,4
"61456033",29,104,32,72,11,8
"61456042",76,104,32,72,0,1
"61456045",250,104,32,72,0,1
"61456053",54,104,32,72,10,6
"61456055",94,104,32,72,7,1
"61456062",76,104,32,72,1,2
"61456066",22,104,31,73,13,15
"61456074",28,104,32,72,9,6
"61457584",404,104,32,72,0,0
"61457589",79,104,32,72,2,0
"61457592",67,104,32,72,2,0
"61457595",58,104,32,72,1,4
"61457596",87,104,32,72,0,1
"61457597",237,104,32,72,0,1
"61457599",247,104,32,72,0,0
"61457600",84,104,32,72,4,5
"61457601",47,104,32,72,0,3
"61457603",96,104,32,72,0,1
"61457604",105,104,32,72,1,3
"61457605",100,104,32,72,3,1
"61457607",151,104,32,72,4,3
"61457608",174,104,32,72,1,1
"61457609",148,104,32,72,0,1
"61457610",37,104,32,72,2,7
"61457614",50,104,32,72,5,2
"61457615",25,104,32,72,4,12
"61457617",218,104,32,72,1,1
"61457618",58,104,32,72,4,1
"61457620",100,104,32,72,2,2
"61457625",26,104,30,74,8,5
"61457626",21,104,31,73,13,4
"61457627",114,104,32,72,4,7
"61457628",12,104,30,74,9,8
"61457629",27,104,31,73,8,7
"61457631",14,104,29,75,11,8
"61457632",30,104,32,72,6,4
"61457633",16,104,32,72,5,22
"61457634",68,104,32,72,1,0
"61457635",206,104,32,72,0,0
"61457638",44,104,32,72,9,17
"61457642",31,104,31,73,3,6
"61457643",36,104,31,73,1,5
"61457646",23,104,31,73,3,10
"61457647",172,104,32,72,1,1
"61457650",54,104,31,73,3,0
"61457652",203,104,32,72,0,0
"61457653",22,104,31,73,9,3
"61457655",19,104,32,72,14,11
"61457665",32,104,32,72,2,6
"61457668",32,104,32,72,9,5
"61457669",66,104,32,72,3,9
"61457671",13,104,30,74,19,18
"61457673",33,104,32,72,6,5
"61457675",91,104,32,72,0,2
"61457676",20,104,32,72,11,9
"61457678",101,104,32,72,0,2
"61457680",75,104,32,72,1,2
"61457681",17,104,30,74,13,15
"61457686",69,104,32,72,2,0
"61457687",80,104,32,72,1,4
"61457688",84,104,32,72,2,0
"61457693",42,104,31,73,6,7
"61457702",121,104,32,72,1,1
"61457703",49,104,31,73,1,2
"61457708",73,104,32,72,12,14
"61457713",135,104,32,72,0,2
"61457715",467,104,32,72,0,0
"61457718",137,104,32,72,1,0
"61457719",22,104,31,73,11,9
"61458687",183,104,32,72,0,0
"61458778",31,104,32,72,9,13
"61458783",101,104,32,72,2,6
"61458788",151,104,32,72,0,1
"61458790",158,104,32,72,0,0
"61458791",55,104,32,72,9,7
"61458794",47,104,32,72,3,4
"61458795",16,104,31,73,9,13
"61458796",15,104,30,74,5,8
"61458797",133,104,32,72,0,0
"61458798",18,104,32,72,5,4
"61458803",65,104,32,72,3,8
"61458804",70,104,32,72,1,11
"61458807",184,104,32,72,2,3
"61458808",94,104,32,72,0,3
"61458809",122,104,32,72,0,1
"61458810",62,104,32,72,0,2
"61458812",68,104,32,72,1,2
"61458813",18,104,30,74,9,13
"61458814",61,104,32,72,1,2
"61458823",19,104,30,74,8,15
"61458828",44,104,32,72,4,4
"61458829",20,104,31,73,5,14
"61458830",109,104,32,72,1,2
"61458832",47,104,31,73,3,0
"61458833",22,104,32,72,6,9
"61458834",110,104,32,72,2,4
"61458835",35,104,32,72,1,3
"61459141",46,104,32,72,7,3
"61459143",190,104,32,72,0,1
"61459148",230,104,32,72,1,3
"61459154",108,104,31,73,1,0
"61459157",174,104,32,72,0,0
"61459158",21,104,30,74,8,9
"61459159",157,104,32,72,1,0
"61459160",16,104,30,74,12,11
"61459161",47,104,32,72,10,6
"61459162",129,104,32,72,1,0
"61459163",66,104,32,72,2,1
"61459165",93,104,32,72,0,1
"61459166",119,104,32,72,1,0
"61459167",45,104,32,72,8,3
"61459171",29,104,31,73,2,4
"61459172",112,104,32,72,1,2
"61459177",117,104,32,72,0,2
"61459179",113,104,32,72,1,0
"61459180",47,104,31,73,1,2
"61459181",96,104,32,72,0,1
"61459183",33,104,32,72,8,3
"61459184",23,104,32,72,12,9
"61459185",124,104,32,72,0,0
"61459186",15,104,32,72,6,11
"61459188",18,104,32,72,9,12
"61459189",69,104,32,72,0,1
"61459190",156,104,32,72,1,1
"61459192",34,104,30,74,1,2
"61459193",39,104,32,72,2,6
"61459196",46,104,32,72,3,4
"61459197",53,104,32,72,11,8
"61459200",55,104,32,72,5,5
"61459201",68,104,32,72,0,4
"61459204",79,104,32,72,1,3
"61459205",57,104,30,74,4,1
"61459206",106,104,31,73,1,3
"61459207",12,104,30,74,17,20
"61459208",189,104,32,72,0,0
"61459210",70,104,32,72,1,1
"61459211",72,104,32,72,1,2
"61459213",152,104,32,72,2,0
"61459216",14,104,31,73,7,7
"61459228",37,104,32,72,9,7
"61459229",150,104,32,72,2,2
"61459231",20,104,29,75,3,3
"61459234",75,104,32,72,1,4
"61459237",16,104,30,74,9,10
"61459238",112,104,32,72,0,0
"61459241",49,104,32,72,4,3
"61459244",69,104,32,72,0,2
"61459249",118,104,32,72,1,4
"61459250",115,104,32,72,4,5
"61459252",37,104,32,72,2,11
"61459253",39,104,32,72,3,4
"61459258",56,104,32,72,1,2
"61459260",55,104,31,73,2,3
"61459262",160,104,32,72,1,3
"61459264",72,104,32,72,0,3
"61459266",80,104,32,72,3,0
"61459268",69,104,32,72,0,3
"61459272",85,104,32,72,1,0
"61459276",58,104,31,73,5,7
"61459288",44,104,32,72,0,3
"61459289",70,104,31,73,2,2
"61459293",58,104,32,72,4,5
"61459294",64,104,32,72,0,5
"61459299",309,104,32,72,0,0
"61459302",59,104,32,72,7,7
"61459304",35,104,31,73,3,7
"61459305",66,104,32,72,0,1
"61459306",140,104,32,72,0,0
"61459307",27,104,31,73,5,7
"61459309",40,104,32,72,1,3
"61459311",23,104,30,74,9,8
"61459312",15,104,32,72,9,13
"61459317",14,104,31,73,13,12
"61459324",60,104,32,72,6,7
"61459327",16,104,31,73,14,12
"61459330",17,104,29,75,14,10
"61459331",120,104,32,72,4,4
"61459335",52,104,32,72,2,1
"61459336",179,104,32,72,0,2
"61459338",105,104,32,72,3,3
"61459340",187,104,32,72,0,0
"61459345",36,104,32,72,4,5
"61459347",149,104,32,72,0,0
"61459349",37,104,32,72,3,11
"61459356",85,104,32,72,1,2
"61459370",68,104,32,72,1,1
"61459371",23,104,32,72,12,10
"61459377",40,104,32,72,3,4
"61459384",37,104,32,72,2,2
"61459385",13,104,32,72,9,11
"61459394",20,104,32,72,8,6
"61459406",30,104,31,73,6,5
"61459438",21,104,30,74,1,6
"61459440",71,104,32,72,1,1
"61459442",167,104,32,72,0,0
"61459446",77,104,32,72,2,3
"61459457",13,104,30,74,10,7
"61459462",22,104,31,73,6,12
"61459466",18,104,31,73,11,13
"61459469",50,104,31,73,1,4
"61459473",239,104,32,72,0,1
"61459477",45,104,32,72,3,2
"61459479",32,104,32,72,5,4
"61459481",12,104,30,74,6,13
"61459483",30,104,31,73,2,9
"61459491",70,104,31,73,1,1
"61459495",37,104,32,72,3,1
"61459496",129,104,32,72,3,0
"61459735",114,104,32,72,1,4
"61459736",20,104,31,73,7,6
"61459744",359,104,32,72,2,0
"61459752",77,104,31,73,1,2
"61459753",19,104,30,74,15,21
"61459756",139,104,32,72,0,0
"61459757",57,104,32,72,0,3
"61459758",32,104,32,72,5,4
"61459766",44,104,32,72,6,5
"61459767",39,104,32,72,6,6
"61459770",39,104,32,72,14,11
"61459775",52,104,32,72,1,4
"61459776",16,104,31,73,12,9
"61459792",22,104,29,75,8,12
"61459793",32,104,32,72,8,12
"61459797",37,104,30,74,0,2
"61459800",48,104,32,72,1,3
"61465780",118,104,32,72,0,0
"61465781",216,104,32,72,0,0
"61465783",14,104,32,72,11,12
"61465785",40,104,32,72,5,7
"61465787",152,104,32,72,0,0
"61465792",51,104,31,73,7,2
"61465793",72,104,32,72,4,2
"61465795",116,104,32,72,1,2
"61465798",63,104,32,72,2,2
"61465801",48,104,32,72,7,2
"61465802",19,104,29,75,6,7
"61465803",24,104,31,73,10,9
"61465807",140,104,32,72,0,0
"61465808",121,104,32,72,1,1
"61465810",50,104,32,72,5,3
"61465811",120,104,32,72,1,0
"61465812",25,104,31,73,5,8
"61465813",193,104,32,72,3,1
"61465814",63,104,32,72,1,3
"61465816",14,104,29,75,12,15
"61465817",25,104,32,72,6,5
"61465818",84,104,31,73,1,1
"61465820",73,104,32,72,1,2
"61465822",69,104,32,72,6,3
"61465824",16,104,31,73,6,12
"61465826",17,104,32,72,4,8
"61465827",53,104,32,72,5,1
"61465829",12,104,30,74,12,11
"61465831",18,104,32,72,5,9
"61465834",60,104,32,72,0,1
"61465837",41,104,31,73,1,2
"61465838",36,104,31,73,10,7
"61465839",30,104,32,72,5,4
"61465841",42,104,32,72,3,9
"61465842",177,104,32,72,0,1
"61465843",59,104,32,72,2,0
"61466101",158,104,32,72,1,0
"61466106",70,104,32,72,2,0
"61466114",15,104,30,74,15,9
"61466115",115,104,32,72,2,4
"61466118",37,104,32,72,5,6
"61466119",328,104,32,72,0,0
"61466120",307,104,32,72,0,0
"61466121",15,104,31,73,14,17
"61466124",288,104,32,72,0,0
"61466125",333,104,32,72,0,0
"61466127",105,104,32,72,0,3
"61466128",78,104,32,72,0,3
"61466129",55,104,32,72,11,12
"61466131",63,104,32,72,6,4
"61466132",124,104,32,72,1,0
"61466133",202,104,32,72,0,0
"61466134",47,104,32,72,4,8
"61466135",107,104,32,72,1,0
"61466136",74,104,32,72,0,4
"61466137",59,104,32,72,5,2
"61466138",38,104,32,72,4,5
"61466141",25,104,29,75,8,7
"61466143",20,104,31,73,13,10
"61466148",69,104,32,72,2,1
"61466149",20,104,32,72,14,10
"61466152",57,104,32,72,5,5
"61466153",16,104,31,73,8,11
"61466158",24,104,32,72,4,9
"61466159",16,104,30,74,6,19
"61466162",89,104,32,72,1,0
"61466163",53,104,32,72,1,2
"61466165",71,104,32,72,0,0
"61466167",85,104,32,72,2,3
"61466174",93,104,32,72,0,1
"61466175",17,104,32,72,10,10
"61466176",76,104,32,72,1,0
"61466177",57,104,32,72,2,5
"61466178",17,104,31,73,7,8
"61466179",122,104,32,72,2,3
"61466180",138,104,32,72,0,0
"61466182",109,104,32,72,0,1
"61466189",159,104,32,72,0,0
"61466190",39,104,32,72,7,11
"61466193",127,104,32,72,3,0
"61466195",56,104,32,72,1,5
"61466198",81,104,32,72,1,3
"61466199",126,104,32,72,1,1
"61466200",63,104,32,72,6,1
"61466201",25,104,31,73,10,9
"61466202",66,104,32,72,0,1
"61466203",25,104,32,72,5,13
"61466207",19,104,32,72,8,7
"61466208",43,104,32,72,4,3
"61466213",26,104,32,72,3,10
"61466215",50,104,32,72,3,9
"61466217",50,104,32,72,7,3
"61466224",43,104,32,72,3,3
"61466227",211,104,32,72,0,0
"61466229",35,104,32,72,5,9
"61466241",20,104,31,73,14,10
"61466246",47,104,32,72,6,2
"61466247",34,104,30,74,10,5
"61466256",57,104,32,72,2,1
"61466261",192,104,32,72,0,0
"61466262",177,104,32,72,0,0
"61466263",68,104,32,72,3,2
"61466267",93,104,32,72,0,2
"61466270",14,104,31,73,17,16
"61466271",12,104,32,72,15,22
"61466274",36,104,32,72,7,7
"61466276",15,104,31,73,12,12
"61466277",72,104,32,72,0,1
"61466440",182,104,32,72,0,1
"61466441",269,104,32,72,0,1
"61466442",63,104,32,72,1,1
"61466444",12,104,32,72,13,11
"61466445",25,104,32,72,11,13
"61466446",81,104,32,72,1,1
"61466447",38,104,31,73,2,3
"61466449",25,104,32,72,8,11
"61466450",43,104,32,72,2,3
"61466451",63,104,32,72,1,6
"61466453",87,104,32,72,2,1
"61466455",25,104,32,72,14,7
"61466457",42,104,31,73,4,5
"61466460",12,104,32,72,15,14
"61466462",63,104,32,72,2,2
"61466465",21,104,31,73,8,11
"61466469",62,104,31,73,1,1
"61466470",23,104,30,74,6,5
"61466473",73,104,32,72,4,3
"61466474",50,104,32,72,3,8
"61466479",179,104,32,72,0,2
"61466481",133,104,32,72,0,2
"61466482",52,104,31,73,1,8
"61466485",89,104,31,73,0,3
"61466487",71,104,32,72,1,3
"61466498",21,104,32,72,8,5
"61466499",60,104,32,72,2,0
"61466500",61,104,32,72,1,2
"61466501",66,104,31,73,1,1
"61466502",31,104,32,72,12,12
"61466504",64,104,32,72,3,4
"61466509",20,104,32,72,5,10
"61466510",198,104,32,72,1,1
"61466511",254,104,32,72,1,2
"61466513",113,104,32,72,0,0
"61466514",49,104,32,72,3,4
"61466515",37,104,32,72,3,2
"61466516",48,104,31,73,0,3
"61466517",12,104,29,75,11,15
"61466518",60,104,32,72,2,1
"61466520",39,104,31,73,2,3
"61466523",62,104,32,72,1,2
"61466525",29,104,31,73,11,8
"61466528",26,104,32,72,7,5
"61466530",18,104,31,73,6,8
"61466531",66,104,32,72,4,7
"61466532",22,104,30,74,8,7
"61466533",24,104,31,73,4,5
"61466535",27,104,32,72,6,12
"61466542",94,104,32,72,6,6
"61466543",125,104,32,72,1,0
"61466544",143,104,32,72,0,0
"61466546",85,104,32,72,2,5
"61466547",27,104,32,72,11,10
"61466548",33,104,31,73,8,3
"61466549",29,104,32,72,4,6
"61466554",73,104,32,72,1,2
"61466556",90,104,32,72,0,0
"61466566",41,104,32,72,4,1
"61466568",43,104,32,72,4,3
"61466569",173,104,32,72,0,0
"61466571",112,104,32,72,0,1
"61466574",18,104,29,75,9,3
"61466579",66,104,32,72,5,2
"61466901",32,104,32,72,3,3
"61466903",77,104,32,72,1,2
"61466909",114,104,31,73,0,1
"61466929",25,104,32,72,2,6
"61466934",173,104,32,72,0,0
"61466940",103,104,32,72,0,0
"61466942",97,104,32,72,0,1
"61466946",16,104,31,73,12,13
"61466953",40,104,32,72,3,3
"61466974",50,104,32,72,6,8
"61466976",49,104,31,73,2,6
"61470048",113,104,32,72,0,1
"61470058",196,104,32,72,0,0
"61470062",31,104,23,81,14,14
"61470063",43,104,32,72,2,4
"61470064",123,104,32,72,0,2
"61470065",182,104,32,72,0,0
"61470066",60,104,32,72,3,3
"61470070",79,104,32,72,1,3
"61470075",78,104,32,72,3,5
"61470076",15,104,30,74,16,13
"61470078",146,104,32,72,0,2
"61470079",59,104,32,72,3,0
"61470083",12,104,31,73,10,16
"61470085",35,104,32,72,3,5
"61470088",106,104,32,72,2,7
"61470089",101,104,32,72,0,1
"61470092",26,104,31,73,2,4
"61470094",64,104,32,72,0,7
"61470096",33,104,32,72,6,4
"61470097",27,104,31,73,5,1
"61470099",33,104,32,72,3,9
"61470100",52,104,32,72,2,2
"61470101",87,104,32,72,0,1
"61470105",12,104,32,72,19,16
"61470108",115,104,32,72,1,1
"61470109",116,104,32,72,0,3
"61470116",68,104,31,73,2,3
"61470119",53,104,32,72,2,6
"61470120",160,104,32,72,0,0
"61470132",38,104,32,72,7,5
"61470135",87,104,32,72,1,3
"61470139",279,104,32,72,0,0
"61470140",18,104,32,72,17,13
"61470141",35,104,31,73,3,3
"61470142",106,104,32,72,0,1
"61470145",78,104,32,72,3,5
"61470148",64,104,32,72,4,0
"61470149",16,104,32,72,12,13
"61470161",43,104,31,73,4,6
"61470162",56,104,32,72,0,4
"61470164",23,104,29,75,9,9
"61470165",29,104,32,72,9,10
"61470466",165,104,32,72,0,0
"61470470",159,104,32,72,0,0
"61470481",82,104,32,72,1,7
"61470484",55,104,32,72,1,6
"61470486",127,104,32,72,0,1
"61470489",70,104,31,73,1,1
"61470491",12,104,28,76,13,13
"61470492",52,104,32,72,2,2
"61470496",120,104,32,72,4,4
"61470511",45,104,32,72,6,2
"61470512",17,104,31,73,12,4
"61470515",35,104,31,73,1,4
"61470528",87,104,32,72,2,2
"61470534",41,104,32,72,7,2
"61470535",16,104,31,73,9,13
"61470537",89,104,32,72,1,0
"61470538",81,104,32,72,3,2
"61470543",46,104,32,72,1,0
"61470544",114,104,32,72,0,2
"61470546",26,104,31,73,9,16
"61470552",52,104,32,72,2,3
"61470556",50,104,32,72,0,6
"61470558",157,104,32,72,0,1
"61470576",12,104,29,75,11,12
