"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num"
0.114530203930966,-0.611775290321498,0.333333333333333,0.438397299480953,-1.11832284910577,0.50395263067897,0,-0.18490006540841
1.14590657430286,-0.611775290321498,-2.66666666666667,-0.547996624351191,0.711659994885488,0.50395263067897,0,1.47920052326728
-1.22253832302515,0.764719112901872,0.333333333333333,0.438397299480953,0.711659994885488,0.50395263067897,-1.41421356237309,-0.18490006540841
0.518481314931274,-0.611775290321498,0.333333333333333,0.438397299480953,-0.20333142711014,0.50395263067897,0,1.47920052326728
-1.47575453999191,0.764719112901872,0.333333333333333,0.438397299480953,-0.20333142711014,-1.76383420737639,1.41421356237309,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA
-0.0802707420338746,0.764719112901872,0.333333333333333,0.438397299480953,0.711659994885488,0.50395263067897,0,-1.8490006540841
0.88137178241091,0.764719112901872,0.333333333333333,-2.52078447201548,0.711659994885488,0.50395263067897,-1.41421356237309,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA
1.04459430152848,-1.98826969354487,0.333333333333333,0.438397299480953,0.711659994885488,0.50395263067897,0,-0.18490006540841
-0.92632057205356,0.764719112901872,0.333333333333333,0.438397299480953,-2.0333142711014,-1.76383420737639,1.41421356237309,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
