"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
-0.0300727490427048,-0.611775290321498,0.333333333333333,-0.942809041582063,-0.50395263067897,-1.05409255338946,-0.843274042711568,-0.933333333333333,0,1.33333333333333,0.843274042711568,0.105409255338946,-0.18490006540841
1.37964715015515,-0.611775290321498,-2.66666666666667,0.471404520791032,-0.50395263067897,0.843274042711568,0.105409255338946,0.266666666666667,0,1.33333333333333,0.843274042711568,1.05409255338946,1.47920052326728
-0.909067250005365,0.764719112901872,0.333333333333333,1.88561808316413,-0.50395263067897,0.843274042711568,1.05409255338946,1.46666666666667,-1.41421356237309,-0.666666666666667,0.843274042711568,0.105409255338946,-0.18490006540841
1.54605348910436,-0.611775290321498,0.333333333333333,-0.942809041582063,0.629940788348712,-0.105409255338946,-0.843274042711568,0.266666666666667,0,-0.666666666666667,-1.05409255338946,1.05409255338946,1.47920052326728
-0.798300212671794,0.764719112901872,0.333333333333333,0.471404520791032,-0.50395263067897,-0.105409255338946,0.105409255338946,0.266666666666667,1.41421356237309,-0.666666666666667,-1.05409255338946,0.105409255338946,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.622985740152456,0.764719112901872,0.333333333333333,0.471404520791032,0.629940788348712,0.843274042711568,1.05409255338946,0.266666666666667,0,-0.666666666666667,0.843274042711568,-1.79195734076208,-1.8490006540841
-0.868053540040463,0.764719112901872,0.333333333333333,0.471404520791032,-1.63784604970665,0.843274042711568,1.05409255338946,0.266666666666667,-1.41421356237309,-0.666666666666667,0.843274042711568,-0.843274042711568,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.87741827818473,-1.98826969354487,0.333333333333333,-0.942809041582063,0.629940788348712,-0.105409255338946,0.105409255338946,0.266666666666667,0,-0.666666666666667,-1.05409255338946,-0.843274042711568,-0.18490006540841
-0.574639425531465,0.764719112901872,0.333333333333333,-0.942809041582063,1.76383420737639,-2.00277585143997,-1.79195734076208,-2.13333333333333,1.41421356237309,1.33333333333333,-1.05409255338946,1.05409255338946,-0.18490006540841
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
