"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num"
-1.44877250250116,-0.887958900538704
0.720111150806189,0.979031608286263
1.14230236117503,0.0455363538737797
-0.477310917563037,0.0455363538737797
1.99313168920376,0.979031608286263
NA,NA
-0.665130045792854,0.0455363538737797
NA,NA
NA,NA
NA,NA
NA,NA
1.34854555765053,0.0455363538737797
-0.622309885082336,-1.82145415495119
NA,NA
-1.5136652951271,0.979031608286263
-0.218738081316536,0.0455363538737797
0.202646309803773,0.979031608286263
NA,NA
0.216699271003738,0.0455363538737797
-0.0238146152055082,-0.887958900538704
0.662308677116474,0.979031608286263
NA,NA
-0.744942610683103,0.979031608286263
NA,NA
-0.62307330353095,-1.82145415495119
-0.0206690420130303,0.0455363538737797
-0.277495465291791,-0.887958900538704
0.436695423256564,-0.887958900538704
0.555138291708571,0.0455363538737797
0.809006810283148,0.979031608286263
0.840029785486428,0.979031608286263
-0.0529481842022205,0.979031608286263
0.125001444556862,0.979031608286263
0.0560081684529026,0.979031608286263
NA,NA
NA,NA
-1.12070085077434,-0.887958900538704
-1.78128039723129,-1.82145415495119
0.183181804122253,-0.887958900538704
NA,NA
-1.33299647764932,0.979031608286263
NA,NA
-0.929936585507593,0.0455363538737797
-2.26749629154038,-1.82145415495119
0.120157980166554,0.979031608286263
0.207446373394159,-1.82145415495119
-1.25615460830231,-0.887958900538704
1.25936266041819,NA
1.30106705213891,0.979031608286263
1.47249958619481,-0.887958900538704
1.18290247712368,0.979031608286263
1.51793039886651,0.979031608286263
-0.234265534295189,0.979031608286263
0.3717336944962,0.0455363538737797
-1.1122062738152,-0.887958900538704
NA,NA
NA,NA
