"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.54422568568563,0.316227766016838,0.621059003408118,NA,-2.66666666666667,-0.316227766016838,0,0.135526185435788,-0.316227766016838,-1.9260727134667,-1.44913767461894,-0.333333333333333
0.2991649465061,0.316227766016838,0.621059003408118,0.942809041582063,0.333333333333333,-0.316227766016838,2.12132034355964,1.49078803979366,-0.316227766016838,-0.444478318492315,0.621059003408118,-0.333333333333333
-0.165989659750326,0.316227766016838,0.621059003408118,0.942809041582063,NA,-0.316227766016838,0,-1.21973566892209,0.737864787372622,1.03711607648207,0.621059003408118,NA
0.586677045244397,0.316227766016838,0.621059003408118,-0.471404520791032,0.333333333333333,-0.316227766016838,0,0.135526185435788,0.737864787372622,-0.444478318492315,0.621059003408118,-0.333333333333333
-0.252410873520902,0.316227766016838,0.621059003408118,0.942809041582063,0.333333333333333,1.26491106406735,0,-1.21973566892209,0.737864787372622,1.03711607648207,0.621059003408118,-0.333333333333333
-0.204341434990274,0.316227766016838,0.621059003408118,-0.471404520791032,0.333333333333333,-0.316227766016838,0,1.49078803979366,0.737864787372622,1.03711607648207,0.621059003408118,-0.333333333333333
-1.77093114966691,-2.84604989415154,-1.44913767461894,-0.471404520791032,0.333333333333333,-0.316227766016838,0,-1.21973566892209,-2.42441287279576,1.03711607648207,0.621059003408118,2.66666666666667
1.37983661465551,0.316227766016838,-1.44913767461894,0.942809041582063,0.333333333333333,-1.89736659610103,0,0.135526185435788,0.737864787372622,-0.444478318492315,-1.44913767461894,-0.333333333333333
-0.761297272952587,0.316227766016838,-1.44913767461894,-0.471404520791032,0.333333333333333,1.26491106406735,-2.12132034355964,0.135526185435788,-0.316227766016838,-0.444478318492315,-1.44913767461894,-0.333333333333333
-0.654933901210639,0.316227766016838,0.621059003408118,-1.88561808316413,0.333333333333333,1.26491106406735,0,0.135526185435788,-0.316227766016838,-0.444478318492315,0.621059003408118,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
