"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num"
2.84672038683593,0.47026997156298,0.419322312840655,-0.678889600088933,-1.13603082605,-1.39254634130405,-1
-1.21044271605986,-3.29188980094086,-3.43844296529337,1.26079497159373,-0.189338471008334,0.856951594648644,1
-0.714759322061497,0.47026997156298,0.419322312840655,1.26079497159373,1.704046239075,0.856951594648644,1
-0.0877339617812703,0.47026997156298,-1.50956032622636,-0.678889600088933,-0.189338471008334,0.856951594648644,1
-1.36854804087022,NA,NA,1.26079497159373,-1.13603082605,0.856951594648644,1
-1.07360115810808,0.47026997156298,0.419322312840655,0.2909526857524,1.704046239075,0.856951594648644,0
-0.797806707966365,-1.41080991468894,-1.50956032622636,1.26079497159373,0.757353884033334,NA,NA
-0.989702445144468,0.47026997156298,0.419322312840655,0.2909526857524,0.757353884033334,0.856951594648644,1
1.02914934852143,0.47026997156298,0.419322312840655,-1.64873188593027,-1.13603082605,-0.267797373327701,0
0.197065064699772,0.47026997156298,0.419322312840655,-0.678889600088933,-0.189338471008334,-1.39254634130405,-2
-0.917661723366612,-1.41080991468894,-1.50956032622636,-0.678889600088933,-1.13603082605,0.856951594648644,-1
-1.57039009113998,0.47026997156298,0.419322312840655,1.26079497159373,1.704046239075,-2.51729530928039,0
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.0788900588720625,0.47026997156298,0.419322312840655,0.2909526857524,-0.189338471008334,-0.267797373327701,0
NA,NA,NA,NA,NA,NA,NA
0.238594418788441,0.47026997156298,0.419322312840655,NA,NA,0.856951594648644,1
1.03952132514245,0.47026997156298,0.419322312840655,NA,NA,-0.267797373327701,-1
-0.114459646796009,-1.41080991468894,0.419322312840655,0.2909526857524,0.757353884033334,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.252798541584998,0.47026997156298,0.419322312840655,NA,NA,-0.267797373327701,0
-0.378782175024924,NA,NA,NA,NA,NA,NA
0.501208699158117,0.47026997156298,0.419322312840655,-1.64873188593027,-1.13603082605,-1.39254634130405,-2
-0.592090486071238,0.47026997156298,0.419322312840655,NA,NA,-0.267797373327701,1
0.653215531260913,NA,NA,-0.678889600088933,-0.189338471008334,-0.267797373327701,0
0.561274635118109,0.47026997156298,0.419322312840655,0.2909526857524,0.757353884033334,-0.267797373327701,0
-0.154374903112604,0.47026997156298,NA,NA,NA,NA,NA
0.0133773011192059,-1.41080991468894,0.419322312840655,-1.64873188593027,-1.13603082605,0.856951594648644,-1
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.40207538388137,0.47026997156298,0.419322312840655,NA,NA,NA,NA
1.45788101154855,0.47026997156298,0.419322312840655,0.2909526857524,-0.189338471008334,0.856951594648644,1
0.204178754141768,0.47026997156298,0.419322312840655,0.2909526857524,-0.189338471008334,NA,NA
