"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q10a_num","Spearman",-0.31073549811823,-0.0566417347506825,"OK"
"TX_RESP_Q10c_num","Spearman",-0.331104127885511,-0.240344620749381,"OK"
"TX_RESP_Q10e_num","Spearman",-0.346230712408199,-0.265555594953862,"OK"
"TX_RESP_Q21e_num","Spearman",0.354788873337129,0.429125589655385,"OK"
"TX_RESP_Q22a_num","Spearman",-0.370605955246574,-0.203657909791651,"OK"
"TX_RESP_Q22b_num","Spearman",-0.327704574248571,-0.417486649385166,"OK"
"TX_RESP_Q22d_num","Spearman",-0.336437330889503,-0.339183758080438,"OK"
"TX_RESP_Q22h_num","Spearman",-0.518314758752783,-0.607631498430718,"OK"
"TX_RESP_Q23a_num","Spearman",-0.328795347393118,-0.113960576459638,"OK"
"TX_RESP_Q23g_num","Spearman",-0.307041456958376,-0.300790025571597,"OK"
"TX_RESP_Q23h_num","Spearman",-0.395718091243653,-0.402630197640922,"OK"
"TX_RESP_Q19_num","Spearman",-0.403874234835745,-0.323099387868596,"OK"
"TX_RESP_Q20_num","Spearman",-0.43566712572593,0,"OK"
