"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
1.57843146468968,-0.989685940523338,1.4991203273971,-0.781511729130985,0.776646479041062,0,-0.853324642533104,-0.118602260364981
-0.333079239741313,0.432987598978961,-0.068141833063505,-0.781511729130985,0.776646479041062,0,0.656403571179311,-0.118602260364981
-0.840996446459798,-0.989685940523338,-1.63540399352411,-0.781511729130985,0.776646479041062,0,0.656403571179311,-0.118602260364981
-0.810869877976244,0.432987598978961,-0.068141833063505,-0.781511729130985,0.776646479041062,0,-0.853324642533104,1.24532373383231
-0.456913234326112,1.85566113848126,-0.068141833063505,0.0355232604150447,0.776646479041062,0,0.656403571179311,-0.118602260364981
2.24976617998049,-0.989685940523338,-0.068141833063505,1.6695932395071,-1.28445379226022,0,0.656403571179311,-0.118602260364981
0.246073341598622,0.432987598978961,-0.068141833063505,1.6695932395071,-0.597420368493124,-1.6583123951777,-0.853324642533104,1.24532373383231
-0.134554878483916,1.85566113848126,-0.068141833063505,-0.781511729130985,0.776646479041062,0,0.656403571179311,-0.118602260364981
1.13435090426969,-0.989685940523338,-0.068141833063505,0.0355232604150447,-1.28445379226022,1.6583123951777,2.16613178489173,1.24532373383231
NA,NA,NA,NA,NA,NA,NA,NA
NA,0.432987598978961,-0.068141833063505,-0.781511729130985,-1.28445379226022,0,-0.853324642533104,-0.118602260364981
0.422852789880692,0.432987598978961,1.4991203273971,1.6695932395071,-1.28445379226022,0,0.656403571179311,-0.118602260364981
-0.784936149821662,0.432987598978961,-0.068141833063505,1.6695932395071,0.776646479041062,0,0.656403571179311,1.24532373383231
-1.33799699192141,0.432987598978961,-1.63540399352411,-0.781511729130985,-1.28445379226022,0,-0.853324642533104,-0.118602260364981
-0.254999529292709,-0.989685940523338,-1.63540399352411,-0.781511729130985,0.776646479041062,0,0.656403571179311,-0.118602260364981
0.622070818605928,-0.989685940523338,1.4991203273971,1.6695932395071,-1.28445379226022,1.6583123951777,0.656403571179311,1.24532373383231
0.235535667354953,-0.989685940523338,-0.068141833063505,0.852558249961074,-1.28445379226022,1.6583123951777,-0.853324642533104,-1.48252825456227
0.250852703743452,-0.989685940523338,-0.068141833063505,0.0355232604150447,0.776646479041062,0,0.656403571179311,-0.118602260364981
-1.65933760782513,0.432987598978961,-0.068141833063505,0.0355232604150447,0.776646479041062,0,-0.853324642533104,-1.48252825456227
-0.4030411097027,-0.989685940523338,-0.068141833063505,-0.781511729130985,0.776646479041062,0,0.656403571179311,-0.118602260364981
-1.36363609349227,0.432987598978961,1.4991203273971,-0.781511729130985,0.776646479041062,-3.3166247903554,-2.36305285624552,-2.84645424875956
1.52074277935813,0.432987598978961,1.4991203273971,0.0355232604150447,-1.28445379226022,0,0.656403571179311,1.24532373383231
-0.210774538497377,1.85566113848126,-0.068141833063505,-0.781511729130985,0.776646479041062,0,-0.853324642533104,-0.118602260364981
0.330459048059,-0.989685940523338,-1.63540399352411,-0.781511729130985,0.776646479041062,0,-0.853324642533104,-0.118602260364981
