"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q23i_num"
1.16925542135842,1.4991203273971,1.27026442869723,-1.24641300336747,-0.781511729130985,-0.118602260364981
-1.09043761035298,-0.068141833063505,-0.267424090252047,0.0566551365167033,-0.781511729130985,-0.118602260364981
-2.02051966064882,-1.63540399352411,1.27026442869723,-1.24641300336747,-0.781511729130985,-0.118602260364981
0.249344689761214,-0.068141833063505,-0.267424090252047,0.0566551365167033,-0.781511729130985,1.24532373383231
-0.0611637480484787,-0.068141833063505,1.27026442869723,1.35972327640088,0.0355232604150447,-0.118602260364981
0.330356656715616,-0.068141833063505,-0.267424090252047,0.0566551365167033,1.6695932395071,-0.118602260364981
0.610704450639535,-0.068141833063505,-0.267424090252047,0.0566551365167033,1.6695932395071,1.24532373383231
0.599011897526892,-0.068141833063505,1.27026442869723,0.0566551365167033,-0.781511729130985,-0.118602260364981
-0.157270424042184,-0.068141833063505,-0.267424090252047,0.0566551365167033,0.0355232604150447,1.24532373383231
NA,NA,NA,NA,NA,NA
NA,-0.068141833063505,-0.267424090252047,0.0566551365167033,-0.781511729130985,-0.118602260364981
0.308888822431093,1.4991203273971,1.27026442869723,1.35972327640088,1.6695932395071,-0.118602260364981
0.87323321044836,-0.068141833063505,-0.267424090252047,1.35972327640088,1.6695932395071,1.24532373383231
0.00382686459816742,-1.63540399352411,-1.80511260920132,0.0566551365167033,-0.781511729130985,-0.118602260364981
-0.813244320531786,-1.63540399352411,-1.80511260920132,-1.24641300336747,-0.781511729130985,-0.118602260364981
0.148696787336044,1.4991203273971,-0.267424090252047,0.0566551365167033,1.6695932395071,1.24532373383231
-0.0949624962421086,-0.068141833063505,-0.267424090252047,2.66279141628506,0.852558249961074,-1.48252825456227
1.06098113711026,-0.068141833063505,1.27026442869723,0.0566551365167033,0.0355232604150447,-0.118602260364981
-0.245156129067348,-0.068141833063505,-0.267424090252047,0.0566551365167033,0.0355232604150447,-1.48252825456227
-2.03968056035434,-0.068141833063505,-0.267424090252047,-1.24641300336747,-0.781511729130985,-0.118602260364981
-1.4829475954551,1.4991203273971,-0.267424090252047,-1.24641300336747,-0.781511729130985,-2.84645424875956
1.74729928977604,1.4991203273971,-0.267424090252047,0.0566551365167033,0.0355232604150447,1.24532373383231
1.11241852363768,-0.068141833063505,1.27026442869723,0.0566551365167033,-0.781511729130985,-0.118602260364981
-0.20863520659618,-1.63540399352411,-1.80511260920132,-1.24641300336747,-0.781511729130985,-0.118602260364981
