"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num"
1.0325350337794,0.0263993631738124,0.029820096418098,-0.027685527149528,-0.954785924496252,-0.05840567543842,0.840771402774938,0.091867769723874,0.139338148130114
-1.70004709636475,-2.08554969073118,1.3419043388144,1.19047766742969,1.25629726907401,1.13891067104919,0.840771402774938,1.37801654585811,1.56755416646378
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0181869519732751,0.0263993631738124,1.3419043388144,1.19047766742969,1.25629726907401,1.13891067104919,0.840771402774938,-1.19428100641036,0.139338148130114
0.025673419796249,-1.02957516377869,-1.2822641459782,-1.24584872172875,-0.954785924496252,-1.25572202192603,-0.840771402774938,0.091867769723874,-1.28887787020355
0.188967329990849,1.08237389012631,0.029820096418098,-0.027685527149528,0.150755672288882,-0.05840567543842,0.840771402774938,0.091867769723874,0.139338148130114
-0.306258017401236,0.0263993631738124,1.3419043388144,-0.027685527149528,0.150755672288882,1.13891067104919,-0.840771402774938,NA,1.56755416646378
-0.321443641877779,1.08237389012631,0.029820096418098,-0.027685527149528,0.150755672288882,-0.05840567543842,-0.840771402774938,0.091867769723874,0.139338148130114
-0.514297109917173,-1.02957516377869,0.029820096418098,-0.027685527149528,0.150755672288882,-0.05840567543842,-0.840771402774938,-1.19428100641036,0.139338148130114
0.0149873830753324,0.0263993631738124,-1.2822641459782,-1.24584872172875,-0.954785924496252,-1.25572202192603,-0.840771402774938,-2.48042978254459,-1.28887787020355
-0.484298748364301,0.0263993631738124,0.029820096418098,1.19047766742969,1.25629726907401,1.13891067104919,-0.840771402774938,0.091867769723874,0.139338148130114
-0.139334967254988,-1.02957516377869,0.029820096418098,-0.027685527149528,0.150755672288882,-0.05840567543842,0.840771402774938,0.091867769723874,0.139338148130114
0.17793959044191,1.08237389012631,0.029820096418098,-1.24584872172875,-0.954785924496252,-1.25572202192603,-0.840771402774938,0.091867769723874,0.139338148130114
2.37213017914138,NA,0.029820096418098,1.19047766742969,0.150755672288882,-1.25572202192603,0.840771402774938,-2.48042978254459,0.139338148130114
0.536764163110484,-1.02957516377869,0.029820096418098,-0.027685527149528,0.150755672288882,-0.05840567543842,-0.840771402774938,0.091867769723874,0.139338148130114
1.3524316416639,1.08237389012631,-1.2822641459782,-0.027685527149528,0.150755672288882,-0.05840567543842,-0.840771402774938,-1.19428100641036,0.139338148130114
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.48166523112416,0.0263993631738124,0.029820096418098,-0.027685527149528,-0.954785924496252,-0.05840567543842,0.840771402774938,0.091867769723874,-1.28887787020355
0.205681564310008,1.08237389012631,0.029820096418098,-0.027685527149528,-0.954785924496252,NA,NA,0.091867769723874,0.139338148130114
-0.448475987900261,-1.02957516377869,1.3419043388144,-1.24584872172875,-2.06032752128138,-2.45303836841364,0.840771402774938,0.091867769723874,0.139338148130114
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.664290114577181,NA,-1.2822641459782,-1.24584872172875,0.150755672288882,-1.25572202192603,-0.840771402774938,0.091867769723874,-1.28887787020355
