"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num"
-1.48367416056784,-1.35267278910455,0.98058067569092,0.0433680416555446,0.456298376293636
-0.552117904528329,-1.35267278910455,0,1.21430516635524,-1.59704431702772
0.10764118000031,1.15943381923247,0,0.0433680416555446,0.456298376293636
-0.794608112624195,-0.0966194849360391,-0.98058067569092,1.21430516635524,1.48296972295432
-0.12246017887661,1.15943381923247,0,0.0433680416555446,0.456298376293636
1.57527995635192,1.15943381923247,0,1.21430516635524,-0.570372970367044
-0.397171389608566,1.15943381923247,0.98058067569092,0.0433680416555446,0.456298376293636
1.34127325934054,-0.0966194849360391,0,0.0433680416555446,0.456298376293636
0.402579122389819,-0.0966194849360391,-0.98058067569092,0.0433680416555446,-0.570372970367044
-0.78929302535239,-1.35267278910455,-0.98058067569092,0.0433680416555446,1.48296972295432
-0.61279046441204,-0.0966194849360391,0,1.21430516635524,-1.59704431702772
-0.8600088246471,-0.0966194849360391,0,0.0433680416555446,0.456298376293636
1.81813970669885,-1.35267278910455,0.98058067569092,-2.29850620774385,-0.570372970367044
0.203183605434723,-0.0966194849360391,0,0.0433680416555446,0.456298376293636
0.543165100352215,1.15943381923247,0.98058067569092,0.0433680416555446,0.456298376293636
-0.239739051503126,-1.35267278910455,0.98058067569092,1.21430516635524,1.48296972295432
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.3996454923591,-0.0966194849360391,0.98058067569092,0.0433680416555446,-0.570372970367044
0.769995859381106,-0.0966194849360391,0.98058067569092,0.0433680416555446,0.456298376293636
NA,NA,NA,NA,NA
-2.12073051525144,-1.35267278910455,-1.96116135138184,1.21430516635524,1.48296972295432
0.96110245151098,NA,NA,-2.29850620774385,-1.59704431702772
-0.726086839129177,1.15943381923247,0.98058067569092,0.0433680416555446,0.456298376293636
-0.216323279319836,-1.35267278910455,-0.98058067569092,0.0433680416555446,-1.59704431702772
1.5855688601754,1.15943381923247,0.98058067569092,0.0433680416555446,0.456298376293636
-1.69686721051797,-0.0966194849360391,-1.96116135138184,-2.29850620774385,-0.570372970367044
0.464964684517536,-0.0966194849360391,-1.96116135138184,0.0433680416555446,0.456298376293636
-0.195133540008735,1.15943381923247,0.98058067569092,0.0433680416555446,-0.570372970367044
0.634465217834853,1.15943381923247,0,-1.12756908304416,-1.59704431702772
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
