"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
-0.868783401527025,0.83452296039628,0.267261241912425,1.52542553961938,1.41783511391713,1.75411603861406,1.75411603861406,2.44948974278318,1.03774904332554
-0.022966595298031,-1.11269728052837,0.267261241912425,-0.277350098112614,-1.2152872405004,-0.526234811584218,-0.526234811584218,0,-0.889499179993322
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3717834225494,0.83452296039628,0.267261241912425,-0.277350098112614,-1.2152872405004,-0.526234811584218,-0.526234811584218,0,-0.889499179993322
1.81066601269783,-1.11269728052837,-3.47439614486152,-2.08012573584461,-1.2152872405004,-0.526234811584218,-0.526234811584218,-2.44948974278318,-0.889499179993322
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00835725830959881,0.83452296039628,0.267261241912425,-0.277350098112614,1.41783511391713,1.75411603861406,1.75411603861406,0,-0.889499179993322
-1.06025202260503,0.83452296039628,0.267261241912425,-0.277350098112614,0.101273936708367,1.75411603861406,1.75411603861406,0,1.03774904332554
0.94984507695627,-1.11269728052837,0.267261241912425,-0.277350098112614,0.101273936708367,-0.526234811584218,-0.526234811584218,0,-0.889499179993322
-1.47966439281157,0.83452296039628,0.267261241912425,-0.277350098112614,1.41783511391713,-0.526234811584218,-0.526234811584218,0,1.03774904332554
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.171737202212402,0.83452296039628,0.267261241912425,1.52542553961938,0.101273936708367,-0.526234811584218,-0.526234811584218,0,1.03774904332554
-0.52759482956211,-1.11269728052837,0.267261241912425,1.52542553961938,0.101273936708367,-0.526234811584218,-0.526234811584218,0,1.03774904332554
-0.731773839422859,0.83452296039628,0.267261241912425,NA,NA,NA,NA,NA,NA
1.18354109251509,-1.11269728052837,0.267261241912425,-0.277350098112614,-1.2152872405004,-0.526234811584218,-0.526234811584218,0,1.03774904332554
0.00204328098099705,0.83452296039628,0.267261241912425,-0.277350098112614,0.101273936708367,-0.526234811584218,-0.526234811584218,0,-0.889499179993322
-0.790223748375778,-1.11269728052837,0.267261241912425,-0.277350098112614,0.101273936708367,-0.526234811584218,-0.526234811584218,0,-0.889499179993322
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
