"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
-0.118130808926682,0.50395263067897,-0.333333333333333,-1.05409255338946,1.46666666666667,-0.266666666666667,0.711659994885488,1.08333333333333,0.938937119507904,0.540061724867322,0.755928946018454,0.843274042711568,0.942809041582063,0.942809041582063,1.13707048722992
-0.803715753735027,0.50395263067897,-0.333333333333333,0.843274042711568,-0.933333333333333,0.933333333333333,-1.11832284910577,-0.416666666666667,-0.597505439686848,-1.62018517460197,-0.755928946018454,-1.05409255338946,-0.471404520791032,-1.88561808316413,-1.4213381090374
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.406331299279102,-1.76383420737639,-0.333333333333333,0.843274042711568,0.266666666666667,-0.266666666666667,0.711659994885488,-1.16666666666667,-1.36572671928422,0.540061724867322,0.755928946018454,0.843274042711568,0.942809041582063,0.942809041582063,1.13707048722992
2.12694196944392,0.50395263067897,-0.333333333333333,0.843274042711568,1.46666666666667,-1.46666666666667,-0.20333142711014,0.333333333333333,-0.597505439686848,NA,-1.51185789203691,-1.05409255338946,-0.471404520791032,-0.471404520791032,-0.14213381090374
-1.14821744009121,-1.76383420737639,2.66666666666667,-1.05409255338946,-0.933333333333333,0.933333333333333,-2.0333142711014,-1.16666666666667,-1.36572671928422,0.540061724867322,-1.51185789203691,-1.05409255338946,-0.471404520791032,-0.471404520791032,-1.4213381090374
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.812511974078681,0.50395263067897,-0.333333333333333,-1.05409255338946,-0.933333333333333,0.933333333333333,-0.20333142711014,0.333333333333333,0.170715839910528,-1.62018517460197,0,-1.05409255338946,-1.88561808316413,-0.471404520791032,-0.14213381090374
0.0681346539315158,0.50395263067897,-0.333333333333333,-1.05409255338946,-0.933333333333333,0.933333333333333,0.711659994885488,1.08333333333333,0.938937119507904,0.540061724867322,0.755928946018454,0.843274042711568,0.942809041582063,0.942809041582063,1.13707048722992
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.36030777590974,0.50395263067897,-0.333333333333333,0.843274042711568,0.266666666666667,-0.266666666666667,0.711659994885488,1.08333333333333,0.938937119507904,0.540061724867322,0.755928946018454,0.843274042711568,-0.471404520791032,-0.471404520791032,-0.14213381090374
0.733522876825517,0.50395263067897,-0.333333333333333,0.843274042711568,0.266666666666667,-1.46666666666667,0.711659994885488,-1.16666666666667,0.938937119507904,0.540061724867322,0.755928946018454,0.843274042711568,0.942809041582063,0.942809041582063,-0.14213381090374
