"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q19_num"
0.777555712788207,-1.72712319926939,-0.887083964508823,-0.430103974842683,-0.430103974842683
1.00191950879141,0.805990826325717,-0.887083964508823,1.46235351446512,-0.430103974842683
1.71654130665548,0.805990826325717,-0.887083964508823,-0.430103974842683,-0.430103974842683
0.0691838246532047,-0.460566186471839,-0.887083964508823,-0.430103974842683,-0.430103974842683
0.701439786734909,NA,-0.887083964508823,1.46235351446512,NA
1.2231505263664,0.805990826325717,-0.887083964508823,1.46235351446512,-0.430103974842683
-0.634407642542393,0.805990826325717,0.614135052352263,-0.430103974842683,-0.430103974842683
-1.81982705408492,-0.460566186471839,-0.887083964508823,-0.430103974842683,-0.430103974842683
-0.490691823326323,-1.72712319926939,0.614135052352263,-0.430103974842683,-0.430103974842683
0.916181940592983,-0.460566186471839,-0.887083964508823,-0.430103974842683,-0.430103974842683
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0811995890498773,0.805990826325717,0.614135052352263,1.46235351446512,1.46235351446512
-0.777238001997579,-0.460566186471839,-0.887083964508823,-0.430103974842683,-0.430103974842683
-0.641266644645311,-0.460566186471839,2.11535406921335,-0.430103974842683,1.46235351446512
-1.26787237315409,0.805990826325717,0.614135052352263,-0.430103974842683,-0.430103974842683
0.0500482820113522,-0.460566186471839,2.11535406921335,1.46235351446512,-0.430103974842683
0.11319109094513,-0.460566186471839,0.614135052352263,1.46235351446512,-0.430103974842683
-0.694552014812877,-0.460566186471839,NA,NA,1.46235351446512
-1.95866725635637,-0.460566186471839,0.614135052352263,-0.430103974842683,3.35481100377293
0.53082672323179,0.805990826325717,-0.887083964508823,-0.430103974842683,-0.430103974842683
-0.377202761510791,-1.72712319926939,-0.887083964508823,-2.32256146415049,-0.430103974842683
0.565176414868251,2.07254783912327,0.614135052352263,-0.430103974842683,-0.430103974842683
1.58278759431115,0.805990826325717,0.614135052352263,-0.430103974842683,-0.430103974842683
-0.66747672856949,0.805990826325717,0.614135052352263,-0.430103974842683,-0.430103974842683
